,budget,company,gross,name,rating,released,score,votes,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket,adult,id,imdb_id,original_title,title,genres_edited,production_countries_edited,keywords_edited,year_released,budget_norm,score_norm,votes_norm
1676,6500000,Other,13367101,Friends with Money,R,21.04.2006 00:00,5.8,21023,Nicole Holofcener,2006,1,1.056477077,110,FALSE,8998,tt0436331,Friends with Money,Friends with Money,"Comedy, Drama, Romance",US,"midlife crisis, marriage, money, divorce, fashion, woman director",2006,-0.980412135771237,-0.5604153704615534,-0.605808923419736
1677,50000000,Warner Bros.,28142535,The Ant Bully,PG,28.07.2006 00:00,5.9,31986,John A. Davis,2006,0,-0.4371493,-40,FALSE,9906,tt0429589,The Ant Bully,The Ant Bully,"Fantasy, Adventure, Animation, Comedy, Family",US,"ant, child hero, shrinking, ant-hill, children",2006,0.8534281527140075,-0.443027844211537,-0.4166811295324002
1678,20000000,Other,13395961,One Night with the King,PG,13.10.2006 00:00,6.3,6072,Stephan Blinn,2006,0,-0.33020195,-30,FALSE,15005,tt0430431,One Night with the King,One Night with the King,Drama,US,"based on novel, persia, queen, esther",2006,-0.4112892876206439,0.026522260788525286,-0.8637355535765869
1679,17000000,Universal Pictures,7191830,American Dreamz,PG-13,21.04.2006 00:00,5.5,23173,Paul Weitz,2006,0,-0.576951176,-60,FALSE,9310,tt0465142,American Dreamz,American Dreamz,"Comedy, Drama, Family",US,"usa president, moderator, musical, music, castingshow, image campaign, sleeper agent",2006,-0.537761031654109,-0.9125779492116004,-0.5687182769855691
1680,13000000,Other,1150403,Infamous,R,13.10.2006 00:00,7.1,14841,Douglas McGrath,2006,0,-0.911507462,-90,FALSE,9672,tt0420609,Infamous,Infamous,Drama,US,"killing, death penalty, kansas, author, murder hunt",2006,-0.7063900236987292,0.9656224707886509,-0.7124574705155592
1681,13000000,Warner Bros.,10996440,The Astronaut Farmer,PG,23.02.2007 00:00,6.3,20587,Mark Polish,2006,0,-0.15412,-20,FALSE,5172,tt0469263,The Astronaut Farmer,The Astronaut Farmer,"Adventure, Comedy, Drama, Science Fiction",US,"nasa, texas, dream, fbi, bankrupt, peasant, earth, farm, insanity, rocket, life's dream, spinner, space, independent film, astronaut, family",2007,-0.7063900236987292,0.026522260788525286,-0.6133305614873159
1682,18000000,Other,418296,Seraphim Falls,R,18.01.2008 00:00,6.7,25950,David Von Ancken,2006,0,-0.976761333,-100,FALSE,13249,tt0479537,Seraphim Falls,Seraphim Falls,"Western, Drama",US,"frontier, colonel, storm, bullet, remedy, union soldier, post civil war",2008,-0.49560378364295393,0.49607236578858865,-0.5208109629633916
1683,500000,Other,23000,Poultrygeist: Night of the Chicken Dead,NOT RATED,6.07.2012 00:00,6.2,6500,Gabriel Friedman,2006,0,-0.954,-100,FALSE,17287,tt0462485,Poultrygeist: Night of the Chicken Dead,Poultrygeist: Night of the Chicken Dead,"Horror, Comedy",US,"musical, zombie",2012,-1.2333556238381673,-0.09086526546149003,-0.8563519272166691
1684,32000000,Other,1308696,The Good German,R,19.01.2007 00:00,6.1,22267,Paul Attanasio,2006,0,-0.95910325,-100,FALSE,182,tt0452624,The Good German,The Good German,"War, Crime, Drama, Mystery, Romance, Thriller",US,"berlin, corruption, nazi background, love of one's life, chauffeur, black market, missile, postwar period, war correspondent, allied, truth, murder, humanity",2007,0.09459768851321672,-0.2082527917115064,-0.5843481028782924
1685,15000000,Fox 2000 Pictures,20998709,Flicka,PG,20.10.2006 00:00,6.2,6494,Mark Rosenthal,2006,1,0.399913933,40,FALSE,14012,tt0434215,Flicka,Flicka,Drama,"GB, US",horse,2006,-0.622075527676419,-0.09086526546149003,-0.8564554359974156
1686,18000000,Dimension Films,25593755,The Mist,R,21.11.2007 00:00,7.2,239527,Frank Darabont,2007,1,0.421875278,40,FALSE,5876,tt0884328,The Mist,The Mist,"Science Fiction, Horror, Thriller",US,"father son relationship, monster, supermarket, fight, artist, fog, bible, spider, survivor, faith, prayer, blood splatter, gore, giant monster, blood, anger, thunderstorm",2007,-0.49560378364295393,1.0830099970386673,3.1637048479529186
1687,19000000,Other,20300218,Gone Baby Gone,R,19.10.2007 00:00,7.7,212956,Ben Affleck,2007,1,0.068432526,10,FALSE,4771,tt0452623,Gone Baby Gone,Gone Baby Gone,"Crime, Drama, Mystery",US,"corruption, robbery, detective, based on novel, boston, kidnapping, blackmail, police, murder, conspiracy, gang, pedophile, violence, drug, alcoholic, addict, child kidnapping, neo-noir",2007,-0.4534465356317989,1.669947628288746,2.705316212416989
1688,30000000,Warner Bros.,31655091,August Rush,PG,21.11.2007 00:00,7.5,92924,Nick Castle,2007,1,0.0551697,10,FALSE,5123,tt0426931,August Rush,August Rush,"Family, Drama, Music",US,"loss of son, love at first sight, guitar, loss of child, love of one's life, lie, forbidden love, music lover, music, motherly love, orphanage, children, woman director",2007,0.010283192490906621,1.4351725757887144,0.6345885506560945
1689,30000000,Universal Pictures,50927067,Atonement,R,11.01.2008 00:00,7.8,207447,Ian McEwan,2007,1,0.6975689,70,FALSE,4347,tt0783233,Atonement,Atonement,"Drama, Romance","GB, FR, US","based on novel, sister sister relationship, flirt, loss of sister, new love, world war ii, book, mistake, innocence, author, redemption, summer",2008,0.010283192490906621,1.7873351545387612,2.610277900228233
1690,30000000,Warner Bros.,3904982,The Assassination of Jesse James by the Coward Robert Ford,R,19.10.2007 00:00,7.5,146553,Andrew Dominik,2007,0,-0.869833933,-90,FALSE,4512,tt0443680,The Assassination of Jesse James by the Coward Robert Ford,The Assassination of Jesse James by the Coward Robert Ford,"Action, Drama, Western","CA, GB, US","killing, admiration, hold-up robbery, to shoot dead, idol, missouri, media, jesse james, cowardliness, family, coward",2007,0.010283192490906621,1.4351725757887144,1.5597672844318795
1691,85000000,Walt Disney Pictures,127807262,Enchanted,PG,21.11.2007 00:00,7.1,153161,Bill Kelly,2007,1,0.503614847,50,FALSE,4523,tt0461770,Enchanted,Enchanted,"Comedy, Family, Fantasy, Romance",US,"poison, queen, fairy tale, musical, princess, portal, animation, fantasy world, evil witch, part animation",2007,2.328931833104434,0.9656224707886509,1.673764954960705
1692,15000000,Other,28638916,28 Weeks Later,R,11.05.2007 00:00,7.0,225731,Rowan Joffe,2007,1,0.909261067,90,FALSE,1562,tt0463854,28 Weeks Later,28 Weeks Later,"Horror, Thriller, Science Fiction","ES, GB","london england, loss of mother, loss of family, mutant, pest, dying and death, chaos, parts of dead body, survivor, supernatural, survival, on the run, zombie, danger, escapade, virus, plague, female corpse, siblings relations, deadly, chases and races, chaos and mayham, human nature",2007,-0.622075527676419,0.8482349445386357,2.9257036580897715
1693,30000000,Other,53695808,P.S. I Love You,PG-13,21.12.2007 00:00,7.1,180134,Richard LaGravenese,2007,1,0.789860267,80,FALSE,6023,tt0431308,P.S. I Love You,P.S. I Love You,"Drama, Romance",US,"job-hopping, shoe seller, letter, dying and death, loss of husband, ireland",2007,0.010283192490906621,0.9656224707886509,2.1390886788066514
1694,25000000,Dimension Films,71985628,1408,PG-13,22.06.2007 00:00,6.8,226504,Matt Greenberg,2007,1,1.87942512,190,FALSE,3021,tt0450385,1408,1408,"Horror, Thriller",US,"suicide, new york, hotel, fire, hotel room, wife husband relationship, suicide attempt, window, door, haunted house, research, ghost world, painting, telephone, loss of daughter, blood",2007,-0.20050304756486861,0.613459892038604,2.939039039342614
1695,45000000,Other,24343673,Across the Universe,PG-13,12.10.2007 00:00,7.4,96537,Dick Clement,2007,0,-0.459029489,-50,FALSE,4688,tt0445922,Across the Universe,Across the Universe,"Adventure, Drama, Music, Romance",US,"riot, protest, musical, music, cultural difference, university, fantasy sequence, anti war, police arrest, march, woman director, 1960s",2007,0.6426419126582323,1.3177850495386991,0.6969180881289527
1696,110000000,Columbia Pictures Corporation,115802596,Ghost Rider,PG-13,16.02.2007 00:00,5.2,194164,Mark Steven Johnson,2007,1,0.052750873,10,FALSE,1250,tt0259324,Ghost Rider,Ghost Rider,"Thriller, Action, Fantasy, Horror","US, AU","religion and supernatural, dying and death, devil's son, ghost world, stunts, flame, based on comic, demon",2007,3.3828630333833107,-1.2647405279616475,2.3811267111189123
1697,17500000,Fox Searchlight Pictures,11902715,The Darjeeling Limited,R,26.10.2007 00:00,7.2,149906,Wes Anderson,2007,0,-0.319844857,-30,FALSE,4538,tt0838221,The Darjeeling Limited,The Darjeeling Limited,"Adventure, Drama, Comedy",US,"brother brother relationship, dysfunctional family, india, train attendant, drinking syrup, healing, steward, catharsis",2007,-0.5166824076485315,1.0830099970386673,1.617611441405722
1698,10000000,Other,17609452,Hostel: Part II,R,8.06.2007 00:00,5.5,74531,Eli Roth,2007,1,0.7609452,80,FALSE,1691,tt0498353,Hostel: Part II,Hostel: Part II,Horror,US,"prague, bratislava, castration, ladies' man, student, torture, penis, torture porn",2007,-0.8328617677321943,-0.9125779492116004,0.31728238327766095
1699,20000000,DreamWorks,80209692,Disturbia,PG-13,13.04.2007 00:00,6.9,196330,Christopher Landon,2007,1,3.0104846,300,FALSE,8271,tt0486822,Disturbia,Disturbia,"Thriller, Drama, Mystery",US,"kidnapping, young people",2007,-0.4112892876206439,0.7308474182886203,2.4184933809684033
1700,32000000,New Line Cinema,35193167,The Number 23,R,23.02.2007 00:00,6.4,174137,Fernley Phillips,2007,1,0.099786469,10,FALSE,3594,tt0481369,The Number 23,The Number 23,"Thriller, Drama, Mystery","DE, US","suicide, based on novel, hotel room, obsession, sadomasochism, psychological thriller, killer, family, numbers",2007,0.09459768851321672,0.14390978703854165,2.0356316524505123
1701,10000000,Other,1959420,Margot at the Wedding,R,14.12.2007 00:00,6.1,16620,Noah Baumbach,2007,0,-0.804058,-80,FALSE,13998,tt0757361,Margot at the Wedding,Margot at the Wedding,"Comedy, Drama",US,"jealousy, secret, independent film, neighbor, family",2007,-0.8328617677321943,-0.2082527917115064,-0.6817671170242183
1702,12000000,Metro-Goldwyn-Mayer (MGM),5972884,Lars and the Real Girl,PG-13,2.11.2007 00:00,7.4,122310,Nancy Oliver,2007,0,-0.502259667,-50,FALSE,6615,tt0805564,Lars and the Real Girl,Lars and the Real Girl,"Comedy, Romance, Drama",US,"garage, lone wolf, dying and death, loss, delusion, puppet, doll",2007,-0.7485472717098842,1.3177850495386991,1.1415400558255964
1703,32000000,Columbia Pictures,39568996,30 Days of Night,R,19.10.2007 00:00,6.6,146606,Steve Niles,2007,1,0.236531125,20,FALSE,4513,tt0389722,30 Days of Night,30 Days of Night,"Horror, Thriller","NZ, US","sunrise, winter, vampire, marriage crisis, alaska, based on graphic novel, blizzard, blood lust, polar night",2007,0.09459768851321672,0.3786848395385723,1.5606816119951403
1704,45000000,Warner Bros.,93466502,The Bucket List,PG-13,11.01.2008 00:00,7.4,198697,Justin Zackham,2007,1,1.077033378,110,FALSE,7350,tt0825232,The Bucket List,The Bucket List,"Drama, Comedy",US,"africa, himalaya, brain tumor, wife husband relationship, sense of life, male friendship, safari, dying and death, wish, journey round the world, terminal illness, billionaire, father daughter relationship, estranged father, elderly, bucket list, taj mahal",2008,0.6426419126582323,1.3177850495386991,2.4593275949729025
1705,75000000,Universal Pictures,66661095,Charlie Wilson's War,R,21.12.2007 00:00,7.1,94070,Aaron Sorkin,2007,0,-0.1111854,-10,FALSE,6538,tt0472062,Charlie Wilson's War,Charlie Wilson's War,"Comedy, Drama, History",US,"washington d.c., alcohol, cia, helicopter, refugee camp, congress, cold war, ladykiller, rocket launcher, russian, munition, war in afghanistan, dollar",2007,1.9073593529928838,0.9656224707886509,0.6543587277786784
1706,50000000,Other,27670986,Hannibal Rising,R,9.02.2007 00:00,6.2,91666,Thomas Harris,2007,0,-0.44658028,-40,FALSE,1248,tt0367959,Hannibal Rising,Hannibal Rising,"Crime, Drama, Thriller","GB, CZ, FR, IT","winter, psychopath, horror, serial killer",2007,0.8534281527140075,-0.09086526546149003,0.6128862096262424
1707,22000000,Walt Disney Pictures,90648202,The Game Plan,PG,28.09.2007 00:00,6.2,48000,Nichole Millard,2007,1,3.120372818,310,FALSE,13680,tt0492956,The Game Plan,The Game Plan,"Comedy, Family",US,"american football, bachelor, sports team, sport, aerobics, tween girl, publicist",2007,-0.32697479159833376,-0.09086526546149003,-0.1404161937199588
1708,85000000,Universal Pictures,120059556,I Now Pronounce You Chuck & Larry,PG-13,20.07.2007 00:00,6.0,126092,Barry Fanaro,2007,1,0.412465365,40,FALSE,3563,tt0762107,I Now Pronounce You Chuck & Larry,I Now Pronounce You Chuck & Larry,"Comedy, Romance",US,"coming out, firemen, single, pretend relationship",2007,2.328931833104434,-0.3256403179615217,1.2067850906228148
1709,45000000,Other,50648679,Resident Evil: Extinction,R,21.09.2007 00:00,6.3,162711,Paul W.S. Anderson,2007,1,0.1255262,10,FALSE,7737,tt0432021,Resident Evil: Extinction,Resident Evil: Extinction,"Horror, Action, Science Fiction","AU, FR, DE, GB, US","clone, mutant, post-apocalyptic, dystopia, conspiracy, evil corporation, zombie, based on video game",2007,0.6426419126582323,0.026522260788525286,1.8385164309822373
1710,70000000,Paramount Pictures,18211013,Next,PG-13,27.04.2007 00:00,6.2,131848,Gary Goldman,2007,0,-0.739842671,-70,FALSE,1738,tt0435705,Next,Next,"Action, Science Fiction, Thriller",US,"fortune teller, duringcreditsstinger",2007,1.6965731129371087,-0.09086526546149003,1.3060845142856354
1711,25000000,Touchstone Pictures,47642963,Dan in Real Life,PG-13,26.10.2007 00:00,6.8,89881,Pierce Gardner,2007,1,0.90571852,90,FALSE,7211,tt0480242,Dan in Real Life,Dan in Real Life,"Comedy, Romance, Drama",US,"bookshop, daughter, relationship, widower, shore, advice columnist, single father, duringcreditsstinger",2007,-0.20050304756486861,0.613459892038604,0.582092347354155
1712,39000000,New Line Cinema,12807139,Shoot 'Em Up,R,7.09.2007 00:00,6.7,134902,Michael Davis,2007,0,-0.671611821,-70,FALSE,4141,tt0465602,Shoot 'Em Up,Shoot 'Em Up,"Action, Thriller, Comedy, Crime",US,"prostitute, baby, new love, hero, ball, chase, dying and death, weapon, shootout, blood, violence",2007,0.38969842459130205,0.49607236578858865,1.3587704836856103
1713,25000000,Other,34925283,Good Luck Chuck,R,21.09.2007 00:00,5.6,77598,Josh Stolberg,2007,1,0.39701132,40,FALSE,10030,tt0452625,Good Luck Chuck,Good Luck Chuck,Comedy,"CA, US","sex, aquarium, nudity, one-night stand, bride, man-woman relation, love, curse, wedding, dentist, based on short story, duringcreditsstinger",2007,-0.20050304756486861,-0.795190422961585,0.37019262170258654
1714,25000000,Other,49033882,Michael Clayton,R,12.10.2007 00:00,7.3,140798,Tony Gilroy,2007,1,0.96135528,100,FALSE,4566,tt0465538,Michael Clayton,Michael Clayton,"Drama, Mystery, Crime",US,"killing, restaurant, chambers of a barrister, scandal, pretended suicide, lawsuit, car bomb, business ethics, crooked lawyer",2007,-0.20050304756486861,1.2003975232886828,1.4604851122325164
1715,61000000,DreamWorks,118594548,Blades of Glory,PG-13,30.03.2007 00:00,6.3,137537,Jeff Cox,2007,1,0.944172918,90,FALSE,9955,tt0445934,Blades of Glory,Blades of Glory,"Action, Comedy, Drama",US,"competition, olympic games, sport, rivalry, ice skating",2007,1.317157880836713,0.026522260788525286,1.404228089896787
1716,35000000,Other,5932060,The Last Legion,PG-13,17.08.2007 00:00,5.4,30987,Jez Butterworth,2007,0,-0.830512571,-80,FALSE,9703,tt0462396,The Last Legion,The Last Legion,"Action, Adventure, Fantasy, War","GB, IT, FR, TN","roman empire, emperor, ancient rome, western roman empire, ancient world, julius caesar",2007,0.22106943254668185,-1.0299654754616157,-0.43391534152669453
1717,60000000,DreamWorks,95673607,Norbit,PG-13,9.02.2007 00:00,4.0,56668,Eddie Murphy,2007,1,0.594560117,60,FALSE,9757,tt0477051,Norbit,Norbit,Comedy,US,"orphanage, overweight woman",2007,1.275000632825558,-2.6733908429618363,0.009119491531836008
1718,25000000,Universal Pictures,33302167,Mr. Bean's Holiday,PG,24.08.2007 00:00,6.3,96177,Rowan Atkinson,2007,1,0.33208668,30,FALSE,1268,tt0453451,Mr. Bean's Holiday,Mr. Bean's Holiday,"Family, Comedy","GB, US, FR, DE","holiday, france, film director, chaos, clumsy fellow, to drop brick, aftercreditsstinger",2007,-0.20050304756486861,0.026522260788525286,0.690707561284162
1719,15000000,Other,20804166,The Hills Have Eyes II,R,23.03.2007 00:00,5.1,53021,Wes Craven,2007,1,0.3869444,40,FALSE,9793,tt0800069,The Hills Have Eyes II,The Hills Have Eyes 2,"Horror, Thriller",US,"new mexico, mutant, assault, survival",2007,-0.622075527676419,-1.3821280542116638,-0.05379659569858574
1720,80000000,Warner Bros.,15071514,The Invasion,PG-13,17.08.2007 00:00,5.9,67939,David Kajganich,2007,0,-0.811606075,-80,FALSE,4858,tt0427392,The Invasion,The Invasion,"Science Fiction, Thriller","US, AU","remake, alien, escape, alien invasion, alien infection, sleeping, doppelganger, news report, text messaging, siren, contamination",2007,2.1181455930486592,-0.443027844211537,0.20356073616415943
1721,18000000,Other,7083025,Before the Devil Knows You're Dead,R,26.10.2007 00:00,7.3,85707,Kelly Masterson,2007,0,-0.606498611,-60,FALSE,7972,tt0292963,Before the Devil Knows You're Dead,Before the Devil Knows You're Dead,"Crime, Drama, Thriller",US,"brother brother relationship, office, drug addiction, hold-up robbery, career, shortage of money, greed, investigation, daughter, father, workplace, woman between two men, sibling rivalry, hospital, jewelry store, botched robbery",2007,-0.49560378364295393,1.2003975232886828,0.510084738881498
1722,40000000,Castle Rock Entertainment,50572589,Music and Lyrics,PG-13,14.02.2007 00:00,6.5,86258,Marc Lawrence,2007,1,0.264314725,30,FALSE,11172,tt0758766,Music and Lyrics,Music and Lyrics,"Comedy, Music, Romance",US,"pop star, song, romantic comedy, song writing, piano",2007,0.4318556726024571,0.261297313288557,0.5195902952467193
1723,55000000,Universal Pictures,16285240,Elizabeth: The Golden Age,PG-13,12.10.2007 00:00,6.9,58073,William Nicholson,2007,0,-0.703904727,-70,FALSE,4517,tt0414055,Elizabeth: The Golden Age,Elizabeth: The Golden Age,"Drama, History, Romance",GB,"england, assassination, spain, virgin, colony, governance, queen elizabeth i, religious war, tudors, execution, middle ages, catholicism, sea battle, palace intrigue",2007,1.064214392769783,0.7308474182886203,0.033357797689977646
1724,35000000,Other,18317151,Walk Hard: The Dewey Cox Story,R,21.12.2007 00:00,6.7,58230,Judd Apatow,2007,0,-0.476652829,-50,FALSE,6575,tt0841046,Walk Hard: The Dewey Cox Story,Walk Hard: The Dewey Cox Story,"Comedy, Music",US,"music record, rock and roll, pop, hip-hop, fab four, blues, pop star, rapper, record producer, rock, music, music instrument, wedding, extramarital affair, aftercreditsstinger",2007,0.22106943254668185,0.49607236578858865,0.03606627745284472
1725,20000000,Other,19661987,Reign Over Me,R,23.03.2007 00:00,7.5,86887,Mike Binder,2007,0,-0.01690065,0,FALSE,2355,tt0490204,Reign Over Me,Reign Over Me,Drama,US,"confidence, trauma, leaving one's family, childhood memory, airplane, war on terror, music, loss of daughter, alone, cowardliness, family",2007,-0.4112892876206439,1.4351725757887144,0.5304414657616454
1726,35000000,Metro-Goldwyn-Mayer (MGM),14998070,Lions for Lambs,R,9.11.2007 00:00,6.2,42926,Matthew Michael Carnahan,2007,0,-0.571483714,-60,FALSE,4515,tt0891527,Lions for Lambs,Lions for Lambs,"Action, Adventure, Drama, History",US,"journalist, terrorist, war against terror, externally controlled action, manipulation, propaganda, manipulation of the media, future, afghanistan, political negotiations, war, past, war in afghanistan",2007,0.22106943254668185,-0.09086526546149003,-0.22795011930459275
1727,19000000,Screen Gems,19363565,Vacancy,R,20.04.2007 00:00,6.2,84066,Mark L. Smith,2007,1,0.019135,0,FALSE,10294,tt0452702,Vacancy,Vacancy,"Horror, Thriller",US,"motel, hidden camera, remoteness, deception, psychological thriller, killer, trapped, survival horror, estranged couple, broken down car, one night, isolated",2007,-0.4534465356317989,-0.09086526546149003,0.4817750873473268
1728,20000000,DreamWorks,15800078,The Kite Runner,PG-13,11.01.2008 00:00,7.6,71096,David Benioff,2007,0,-0.2099961,-20,FALSE,7979,tt0419887,The Kite Runner,The Kite Runner,Drama,"CN, US","1970s, afghanistan, hang gliding, war in afghanistan, taliban, cowardice, best friend, cowardliness, child",2008,-0.4112892876206439,1.5525601020387296,0.25802360630028265
1729,27500000,Other,9736045,Rendition,R,19.10.2007 00:00,6.8,49635,Kelley Sane,2007,0,-0.645962,-60,FALSE,5125,tt0804522,Rendition,Rendition,"Drama, Thriller",US,"anti terror, terror, cia, loss of son, police brutality, terrorist, loss of brother, war against terror, kidnapping, intelligence, despair, inhumanity, senator, plo, civil rights activist, hijacking, terror cell, loss of husband, politics, politician, government, loss of daughter, torture by the police, torture, cruelty, american, surveillance",2007,-0.095109927536981,0.613459892038604,-0.11221005096653419
1730,60795000,Other,23984949,Perfect Stranger,R,13.04.2007 00:00,5.7,39651,Todd Komarnicki,2007,0,-0.605478263,-60,FALSE,7183,tt0457433,Perfect Stranger,Perfect Stranger,"Crime, Drama, Mystery, Thriller",US,"sense of guilt, staging, expiation, sex scandal, seduction, murder, suspense, crime",2007,1.3085156449944264,-0.6778028967115687,-0.2844486621287307
1731,21000000,Columbia Pictures,28563179,We Own the Night,R,12.10.2007 00:00,6.9,75706,James Gray,2007,1,0.360151381,40,FALSE,2001,tt0498399,We Own the Night,We Own the Night,"Drama, Crime, Thriller",US,"new york, father son relationship, nightclub, gangster",2007,-0.3691320396094888,0.7308474182886203,0.3375528528405196
1732,30000000,Other,16930884,88 Minutes,R,18.04.2008 00:00,5.9,68510,Gary Scott Thompson,2007,0,-0.4356372,-40,FALSE,3489,tt0411061,88 Minutes,88 Minutes,"Crime, Mystery, Thriller",US,"fbi, professor, ladies' man, medical examiner, serial killer, lecture",2008,0.010283192490906621,-0.443027844211537,0.21341132179853584
1733,16500000,Other,18670946,Becoming Jane,PG,10.08.2007 00:00,7.1,50326,Jane Austen,2007,1,0.131572485,10,FALSE,2977,tt0416508,Becoming Jane,Becoming Jane,"Drama, Romance","GB, US","england, judge, new love, empowerment, country life, future, letter, law, lovers, creativity, sister, author, ireland, family",2007,-0.5588396556596865,0.9656224707886509,-0.10028928971722753
1734,5000000,Other,244397,Youth Without Youth,R,26.10.2007 00:00,6.3,11873,Mircea Eliade,2007,0,-0.9511206,-100,FALSE,7797,tt0481797,Youth Without Youth,Youth Without Youth,"Fantasy, Drama, Mystery","FR, DE, IT, RO, US","fountain of youth, nepal, soulmates, dual identity, lightning, age difference, identity, secret identity, amnesia, new love, love of one's life, new identity, lovers, multiple character, aging, geneva, bern, genius, partnership, ewige jugend, malta, car crash, crush, hospital, doctor, gestapo, psychopathy, parallel world, mirror, elderly, romania",2007,-1.0436480077879695,0.026522260788525286,-0.7636598140581673
1735,100000000,Columbia Pictures,58867694,Surf's Up,PG,8.06.2007 00:00,6.7,57904,Don Rhymer,2007,0,-0.41132306,-40,FALSE,9408,tt0423294,Surf's Up,Surf's Up,"Animation, Comedy, Family",US,"sea, world cup, surfer, wave, surfboard, giant wave, world champion, idol, mockumentary",2007,2.96129055327176,0.49607236578858865,0.03044230036561755
1736,20000000,Other,25925170,The Nanny Diaries,PG-13,24.08.2007 00:00,6.2,51024,Emma McLaughlin,2007,1,0.2962585,30,FALSE,12435,tt0489237,The Nanny Diaries,The Nanny Diaries,"Comedy, Drama, Romance",US,"nanny, snob, little boy, woman director",2007,-0.4112892876206439,-0.09086526546149003,-0.08824776822371659
1737,30000000,Hollywood Pictures,20568319,The Invisible,PG-13,27.04.2007 00:00,6.3,32253,Mick Davis,2007,0,-0.314389367,-30,FALSE,9785,tt0435670,The Invisible,The Invisible,"Crime, Drama, Fantasy, Mystery, Thriller","CA, US","high school, student, teenager, remake of swedish film, out of body experience, school life",2007,0.010283192490906621,0.026522260788525286,-0.4120749887891804
1738,4600000,Other,434417,Savage Grace,NOT RATED,25.01.2008 00:00,5.9,9518,Howard A. Rodman,2007,0,-0.905561522,-90,FALSE,10822,tt0379976,Savage Grace,Savage Grace,Drama,"US, ES, FR","mother, sex, adultery, nudity, scandal, son, love, murder, true, teenager, gay man, incest, socialite",2008,-1.0605109069924317,-0.443027844211537,-0.8042870105011733
1739,22000000,New Line Cinema,25628629,Mr. Woodcock,PG-13,14.09.2007 00:00,5.2,32229,Michael Carnes,2007,1,0.164937682,20,FALSE,13257,tt0419984,Mr. Woodcock,Mr. Woodcock,"Comedy, Romance",US,"overweight child, sport, teacher",2007,-0.32697479159833376,-1.2647405279616475,-0.41248902391216646
1740,27000000,New Line Cinema,7486906,Martian Child,PG,2.11.2007 00:00,6.8,18187,Seth Bass,2007,0,-0.722707185,-70,FALSE,5126,tt0415965,Martian Child,Martian Child,Drama,US,"underdog, adoption, education, adoptive father, childhood trauma, alienation, alien",2007,-0.11618855154255853,0.613459892038604,-0.6547340737859209
1741,28000000,Castle Rock Entertainment,43107979,No Reservations,PG,27.07.2007 00:00,6.3,62276,Carol Fuchs,2007,1,0.539570679,50,FALSE,3638,tt0481141,No Reservations,No Reservations,Comedy,"AU, US","italy, competition, loss of mother, loss of sister, new love, cook, cooking, restaurant, bars and restaurants, mother role, funeral, kitchen, perfectionist",2007,-0.07403130353140347,0.026522260788525286,0.10586569860290954
1742,16500000,Other,11892415,Sydney White,PG-13,21.09.2007 00:00,6.3,40178,Chad Gomez Creasey,2007,0,-0.279247576,-30,FALSE,10760,tt0815244,Sydney White,Sydney White,Comedy,US,"college, romance, sorority, student, snow white, young adult, modern fairy tale",2007,-0.5588396556596865,0.026522260788525286,-0.2753571408864954
1743,45000000,New Line Cinema,4607608,Love in the Time of Cholera,R,16.11.2007 00:00,6.4,20111,Ronald Harwood,2007,0,-0.897608711,-90,FALSE,6639,tt0484740,Love in the Time of Cholera,Love in the Time of Cholera,"Drama, Romance",US,"sex, marriage proposal, new love, colombia, letter, love letter, dying and death, ship, marriage, cholera, teacher, principal, doctor, extramarital affair, emotions",2007,0.6426419126582323,0.14390978703854165,-0.6215422580932058
1744,40000000,Warner Bros.,25117498,The Reaping,R,5.04.2007 00:00,5.7,38837,Carey Hayes,2007,0,-0.37206255,-40,FALSE,1683,tt0444682,The Reaping,The Reaping,"Thriller, Horror",US,"river, miracle, bible, louisiana, frog, grasshopper, faith",2007,0.4318556726024571,-0.6778028967115687,-0.2984913533833409
1745,10000000,Castle Rock Entertainment,11043445,In the Land of Women,PG-13,20.04.2007 00:00,6.5,28844,Jon Kasdan,2007,1,0.1043445,10,FALSE,13067,tt0419843,In the Land of Women,In the Land of Women,"Romance, Comedy, Drama",US,"infidelity, party, love, cancer, neighbor, writer, teenager, illness, flashback, actress",2007,-0.8328617677321943,0.261297313288557,-0.4708852277166572
1746,15000000,Other,30226144,The Great Debaters,PG-13,25.12.2007 00:00,7.6,50295,Robert Eisele,2007,1,1.015076267,100,FALSE,14047,tt0427309,The Great Debaters,The Great Debaters,Drama,US,biography,2007,-0.622075527676419,1.5525601020387296,-0.10082408508441784
1747,17000000,Other,2626800,Captivity,R,13.07.2007 00:00,4.7,21178,Larry Cohen,2007,0,-0.845482353,-80,FALSE,14125,tt0374563,Captivity,Captivity,"Crime, Horror, Thriller","RU, US","escape, torture, model, drugged, capture",2007,-0.537761031654109,-1.8516781592117262,-0.6031349465837844
1748,8000000,Other,3992339,P2,R,9.11.2007 00:00,5.9,27335,Alexandre Aja,2007,0,-0.500957625,-50,FALSE,13474,tt0804516,P2,P2,"Horror, Thriller",US,"kidnapping, parking garage, basement garage, psychopath, christmas eve, security guard, executive",2007,-0.9171762637545045,-0.443027844211537,-0.496917686074405
