,budget,company,gross,name,rating,released,score,votes,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket,adult,id,imdb_id,original_title,title,genres_edited,production_countries_edited,keywords_edited,year_released
3083,50000000,Summit Entertainment,25132228,Escape Plan,R,18.10.2013 00:00,6.7,192466,Miles Chapman,2013,0,-0.49735544,-50,FALSE,107846,tt1211956,Escape Plan,Escape Plan,"Action, Thriller",US,"prison, muslim, ship, mystery, science fiction, escape, crime, prison escape, cia agent",2013
3084,110000000,Other,61737191,Ender's Game,PG-13,1.11.2013 00:00,6.7,197592,Gavin Hood,2013,0,-0.438752809,-40,FALSE,80274,tt1731141,Ender's Game,Ender's Game,"Science Fiction, Action, Adventure",US,"based on novel, intolerance, chosen one, child prodigy, futuristic, space, science fiction, alien invasion, military school, morality tale, based on young adult novel",2013
3085,22000000,Other,11326836,Out of the Furnace,R,6.12.2013 00:00,6.8,90855,Brad Ingelsby,2013,0,-0.485143818,-50,FALSE,164457,tt1206543,Out of the Furnace,Out of the Furnace,"Thriller, Drama, Crime",US,"prison, brother brother relationship, drug dealer, brother, revenge, drug use, car accident, justice, family, bare knuckle fighting, rust belt, neo-noir, manslaughter, social decay, ptsd",2013
3086,5000000,Other,27695246,Oculus,R,11.04.2014 00:00,6.5,95687,Mike Flanagan,2013,1,4.5390492,450,FALSE,157547,tt2388715,Oculus,Oculus,Horror,US,"hallucination, supernatural, mirror, skepticism, ghost",2014
3087,26000000,Paramount Pictures,49875291,Pain & Gain,R,26.04.2013 00:00,6.5,172482,Christopher Markus,2013,1,0.918280423,90,FALSE,134374,tt1980209,Pain & Gain,Pain & Gain,"Thriller, Crime, Action",US,"miami, scam, crime, weight lifting, weightlifting, duringcreditsstinger",2013
3088,12000000,Fox Searchlight Pictures,1702277,Stoker,R,5.04.2013 00:00,6.8,90922,Wentworth Miller,2013,0,-0.858143583,-90,FALSE,86825,tt1682180,Stoker,Stoker,"Drama, Horror, Thriller",US,mystery,2013
3089,135000000,Other,187168425,The Croods,PG,22.03.2013 00:00,7.2,163313,Chris Sanders,2013,1,0.386432778,40,FALSE,49519,tt0481499,The Croods,The Croods,"Adventure, Animation, Comedy, Family, Fantasy",US,"stone age, daughter, father, prehistoric, ancient world, father daughter relationship, family, cavemen, aftercreditsstinger, duringcreditsstinger",2013
3090,45000000,Other,12050299,The Last Stand,R,18.01.2013 00:00,6.4,120452,Andrew Knauer,2013,0,-0.732215578,-70,FALSE,76640,tt1549920,The Last Stand,The Last Stand,"Action, Crime, Thriller",US,"sheriff, small town, hostage, prisoner, fbi, border, escape, car chase, convoy, machine gun, neo-western",2013
3091,50000,Other,68877,Coherence,NOT RATED,6.08.2014 00:00,7.2,71677,James Ward Byrkit,2013,1,0.37754,40,FALSE,220289,tt2866360,Coherence,Coherence,"Thriller, Science Fiction",US,"paranoia, comet, alter ego, power outage, candle, parallel world, alternate reality, dinner party, ketamine, quantum physics, broken cellphone, glowstick",2014
3092,120000000,Twentieth Century Fox Film Corporation,132556852,The Wolverine,PG-13,26.07.2013 00:00,6.7,364907,Mark Bomback,2013,1,0.104640433,10,FALSE,76170,tt1430132,The Wolverine,The Wolverine,"Action, Science Fiction, Adventure, Fantasy","GB, US","japan, samurai, mutant, world war i, marvel comic, superhero, based on comic, superhuman, duringcreditsstinger",2013
3093,35000000,Summit Entertainment,66380662,Warm Bodies,PG-13,1.02.2013 00:00,6.9,196631,Jonathan Levine,2013,1,0.896590343,90,FALSE,82654,tt1588173,Warm Bodies,Warm Bodies,"Horror, Comedy, Romance",CA,"post-apocalyptic, dystopia, zombie, zombie apocalypse, interspecies romance, based on young adult novel",2013
3094,20000000,Other,34341945,Texas Chainsaw 3D,R,4.01.2013 00:00,4.8,38083,Adam Marcus,2013,1,0.71709725,70,FALSE,76617,tt1572315,Texas Chainsaw 3D,Texas Chainsaw 3D,"Horror, Thriller",US,"sequel, gore, leatherface, slasher, chainsaw, aftercreditsstinger, duringcreditsstinger",2013
3095,55000000,Other,107100855,Captain Phillips,PG-13,11.10.2013 00:00,7.8,354410,Billy Ray,2013,1,0.947288273,90,FALSE,109424,tt1535109,Captain Phillips,Captain Phillips,"Action, Drama, Thriller",US,"ship, hijacking, somalia, fisherman, blood, poverty, pirate, terrorism, commando, hijack, cargo ship, ship captain, ship hijacking, somali, commando unit",2013
3096,2500000,Other,6851969,The Spectacular Now,R,13.09.2013 00:00,7.1,119642,Scott Neustadter,2013,1,1.7407876,170,FALSE,157386,tt1714206,The Spectacular Now,The Spectacular Now,"Comedy, Drama, Romance",US,"alcoholism, coming of age, teenager, high school student, based on young adult novel",2013
3097,103000000,Other,112200072,The Hangover Part III,R,23.05.2013 00:00,5.9,245488,Todd Phillips,2013,1,0.089321087,10,FALSE,109439,tt1951261,The Hangover Part III,The Hangover Part III,Comedy,US,"sequel, hangover",2013
3098,58000000,Twentieth Century Fox Film Corporation,44672764,The Internship,PG-13,7.06.2013 00:00,6.3,169189,Vince Vaughn,2013,0,-0.229779931,-20,FALSE,116741,tt2234155,The Internship,The Internship,Comedy,US,"job interview, loss of job, intern, reference to google, new job, laid off, transamerica pyramid",2013
3099,16000000,Other,317125,Adore,R,25.10.2013 00:00,6.2,26214,Anne Fontaine,2013,0,-0.980179688,-100,FALSE,111190,tt2103267,Adore,Adore,Drama,"FR, AU","lovers, woman director",2013
3100,200000000,Walt Disney Pictures,268492764,Monsters University,G,21.06.2013 00:00,7.3,258992,Dan Scanlon,2013,1,0.34246382,30,FALSE,62211,tt1453405,Monsters University,Monsters University,"Animation, Family",US,"monster, dormitory, games, animation, best friend, university, scary, aftercreditsstinger",2013
3101,150000000,Columbia Pictures,73103784,White House Down,PG-13,28.06.2013 00:00,6.4,176922,James Vanderbilt,2013,0,-0.51264144,-50,FALSE,117251,tt2334879,White House Down,White House Down,"Action, Drama, Thriller",US,"usa president, conspiracy, secret service, the white house",2013
3102,11000000,Other,3452117,What If,PG-13,15.08.2014 00:00,6.8,57422,Elan Mastai,2013,0,-0.686171182,-70,FALSE,212716,tt1486834,What If,What If,"Drama, Comedy, Romance","CA, IE","male female relationship, best friend, falling in love",2014
3103,5000000,Other,83586447,Insidious: Chapter 2,PG-13,13.09.2013 00:00,6.6,123320,Leigh Whannell,2013,1,15.7172894,1570,FALSE,91586,tt2226417,Insidious: Chapter 2,Insidious: Chapter 2,"Horror, Thriller",US,"haunted house, possession, demon, family, ghost, bride in black",2013
3104,90000000,Fox 2000 Pictures,68559554,Percy Jackson: Sea of Monsters,PG,7.08.2013 00:00,5.9,93908,Marc Guggenheim,2013,0,-0.238227178,-20,FALSE,76285,tt1854564,Percy Jackson: Sea of Monsters,Percy Jackson: Sea of Monsters,"Adventure, Family, Fantasy",US,"poison, hermes, poseidon, demigod, golden fleece, olympus, 3d, kronos, overthrow olympus, based on young adult novel",2013
3105,84000000,Summit Entertainment,53262560,RED 2,PG-13,19.07.2013 00:00,6.7,136471,Jon Hoeber,2013,0,-0.365921905,-40,FALSE,146216,tt1821694,RED 2,RED 2,"Action, Comedy, Crime, Thriller","CA, FR, US","paris, london england, cia, russia, mi6, hired killer, exploding airplane",2013
3106,8000000,Other,16170632,Begin Again,R,11.07.2014 00:00,7.4,115851,John Carney,2013,1,1.021329,100,FALSE,198277,tt1980929,Begin Again,Begin Again,"Comedy, Music, Romance, Drama",US,,2014
3107,38000000,Other,42025135,Riddick,R,6.09.2013 00:00,6.4,134609,David Twohy,2013,1,0.105924605,10,FALSE,87421,tt1411250,Riddick,Riddick,"Science Fiction, Action, Thriller",US,"dystopia, revenge, alien, planet, imax",2013
3108,5000000,Other,34321,Filth,R,24.04.2014 00:00,7.1,84261,Jon S. Baird,2013,0,-0.9931358,-100,FALSE,85889,tt1450321,Filth,Filth,"Crime, Drama, Comedy","GB, US, DE, SE, BE","scotland, cop, english, bipolar, bipolar disorder",2014
3109,40000000,Warner Bros.,95001343,42,PG-13,12.04.2013 00:00,7.5,71006,Brian Helgeland,2013,1,1.375033575,140,FALSE,109410,tt0453562,42,42,Drama,US,"baseball, biography, sport, brooklyn dodgers",2013
3110,92000000,Twentieth Century Fox Film Corporation,67349198,A Good Day to Die Hard,R,14.02.2013 00:00,5.3,175817,Skip Woods,2013,0,-0.2679435,-30,FALSE,47964,tt1606378,A Good Day to Die Hard,A Good Day to Die Hard,"Action, Thriller",US,"bomb, cia, russia, escape, courthouse, rogue, moscow",2013
3111,130000000,Columbia Pictures,60522097,After Earth,PG-13,31.05.2013 00:00,4.9,169422,Gary Whitta,2013,0,-0.534445408,-50,FALSE,82700,tt1815862,After Earth,After Earth,"Science Fiction, Action, Adventure",US,dystopia,2013
3112,5000000,Other,21501098,The Way Way Back,PG-13,26.07.2013 00:00,7.4,124197,Nat Faxon,2013,1,3.3002196,330,FALSE,147773,tt1727388,The Way Way Back,The Way Way Back,"Comedy, Drama",US,"shyness, beach, bicycle, conversation, friendship, step father, vacation, job, neighbor, summer, teenager, water park, awkwardness",2013
3113,18000000,Other,33405481,Blue Jasmine,PG-13,23.08.2013 00:00,7.3,164208,Woody Allen,2013,1,0.855860056,90,FALSE,160588,tt2334873,Blue Jasmine,Blue Jasmine,"Comedy, Drama",US,"san francisco, sister sister relationship, new york city, rich, narcissism, xanax",2013
3114,22000000,Other,19783777,Homefront,R,27.11.2013 00:00,6.5,90430,Sylvester Stallone,2013,0,-0.100737409,-10,FALSE,204082,tt2312718,Homefront,Homefront,"Action, Thriller",US,"based on novel, drug dealer, ex-cop, rural setting, undercover cop, methamphetamine, motorcycle gang, drug, revenge motive, father daughter relationship, lousiana bayou",2013
3115,25000000,Other,37738503,August: Osage County,R,10.01.2014 00:00,7.2,73438,Tracy Letts,2013,1,0.50954012,50,FALSE,152737,tt1322269,August: Osage County,August: Osage County,"Comedy, Drama",US,"suicide, drug addiction, funeral, dysfunctional family, based on play or musical, midwest, southern, bleak comedy, mental disorders",2014
3116,195000000,New Line Cinema,65187603,Jack the Giant Slayer,PG-13,1.03.2013 00:00,6.3,113861,Darren Lemke,2013,0,-0.6657046,-70,FALSE,81005,tt1351685,Jack the Giant Slayer,Jack the Giant Slayer,"Action, Family, Fantasy",US,"based on fairy tale, giant",2013
3117,130000000,Universal Pictures,33618855,R.I.P.D.,PG-13,19.07.2013 00:00,5.6,99230,Phil Hay,2013,0,-0.741393423,-70,FALSE,49524,tt0790736,R.I.P.D.,R.I.P.D.,"Fantasy, Action, Comedy, Crime",US,"gold, police operation, partner, revenge, undead, ghost, police department",2013
3118,13000000,Other,25682380,21 & Over,R,1.03.2013 00:00,5.9,64737,Jon Lucas,2013,1,0.975567692,100,FALSE,107811,tt1711425,21 & Over,21 & Over,Comedy,US,"alcohol, birthday, debauchery",2013
3119,30000000,Other,10880926,Dead Man Down,R,8.03.2013 00:00,6.5,57854,J.H. Wyman,2013,0,-0.637302467,-60,FALSE,102362,tt2101341,Dead Man Down,Dead Man Down,"Thriller, Action, Crime, Drama",US,"revenge, new york city, mysterious woman, crime lord",2013
3120,11000000,Other,13235319,Inside Llewyn Davis,R,10.01.2014 00:00,7.5,109079,Joel Coen,2013,1,0.203210818,20,FALSE,86829,tt2042568,Inside Llewyn Davis,Inside Llewyn Davis,"Drama, Music","US, FR, GB","folk music, performance, aspiring singer, new york city, recording, merchant marine, 1960s",2014
3121,20000000,Other,8008161,Machete Kills,R,11.10.2013 00:00,5.6,64085,Kyle Ward,2013,0,-0.59959195,-60,FALSE,106747,tt2002718,Machete Kills,Machete Kills,"Action, Crime, Thriller",US,"mexico, white house, nuclear missile, machete, outer space",2013
3122,35000000,Walt Disney Pictures,83301580,Saving Mr. Banks,PG-13,20.12.2013 00:00,7.5,128240,Kelly Marcel,2013,1,1.380045143,140,FALSE,140823,tt2140373,Saving Mr. Banks,Saving Mr. Banks,"Comedy, Drama, History","AU, GB, US","biography, animation, writer, film production",2013
3123,35000000,Other,134506920,Identity Thief,R,8.02.2013 00:00,5.7,105070,Craig Mazin,2013,1,2.843054857,280,FALSE,109431,tt2024432,Identity Thief,Identity Thief,"Comedy, Crime",US,,2013
3124,61000000,Universal Pictures,75612460,2 Guns,R,2.08.2013 00:00,6.7,168840,Blake Masters,2013,1,0.239548525,20,FALSE,136400,tt1272878,2 Guns,2 Guns,"Action, Comedy, Crime",US,"undercover, undercover agent, based on comic, money, fugitive, bank robbery, dea agent",2013
3125,12000000,Other,16117443,Jobs,PG-13,16.08.2013 00:00,5.9,83258,Matt Whiteley,2013,1,0.34312025,30,FALSE,115782,tt2357129,Jobs,Jobs,"Drama, History",US,"biography, computer, based on true story, apple computer, steve jobs, entrepreneur",2013
3126,3000000,Other,8114627,Before Midnight,R,14.06.2013 00:00,7.9,108281,Richard Linklater,2013,1,1.704875667,170,FALSE,132344,tt2209418,Before Midnight,Before Midnight,"Romance, Drama","GR, US","hotel, airport, hotel room, greece, dream, greek, friends, author, writer, summer vacation, twins",2013
3127,15000000,Other,42930462,Snitch,PG-13,22.02.2013 00:00,6.5,69553,Justin Haythe,2013,1,1.8620308,190,FALSE,134411,tt0882977,Snitch,Snitch,"Thriller, Drama","US, AE","father son relationship, based on true story",2013
3128,10000000,Other,356582,Lovelace,R,20.09.2013 00:00,6.2,33357,Andy Bellin,2013,0,-0.9643418,-100,FALSE,77805,tt1426329,Lovelace,Lovelace,Drama,US,"biography, porno star",2013
3129,35000000,Other,21784432,The Big Wedding,R,26.04.2013 00:00,5.6,40708,Justin Zackham,2013,0,-0.377587657,-40,FALSE,87567,tt1931435,The Big Wedding,The Big Wedding,Comedy,US,"adoption, marriage, divorce, birth mother",2013
3130,35000000,Other,17609982,Parker,R,25.01.2013 00:00,6.2,97771,John J. McLaughlin,2013,0,-0.496857657,-50,FALSE,119283,tt1904996,Parker,Parker,"Action, Crime",US,"professional thief, jewel robbery",2013
3131,19000000,Fox 2000 Pictures,21488481,The Book Thief,PG-13,27.11.2013 00:00,7.6,108953,Markus Zusak,2013,1,0.130972684,10,FALSE,203833,tt0816442,The Book Thief,The Book Thief,Drama,"DE, US","world war ii, book, nazi germany, jewish",2013
3132,50000000,Paramount Pictures,127352707,Anchorman 2: The Legend Continues,PG-13,18.12.2013 00:00,6.3,142452,Will Ferrell,2013,1,1.54705414,150,FALSE,109443,tt1229340,Anchorman 2: The Legend Continues,Anchorman 2: The Legend Continues,Comedy,US,"journalism, mustache, tv news, newsroom, gang warfare, aftercreditsstinger, news spoof, tv news anchor",2013
3133,105000000,Columbia Pictures,71017784,The Smurfs 2,PG,31.07.2013 00:00,5.4,30631,J. David Stem,2013,0,-0.323640152,-30,FALSE,77931,tt2017020,The Smurfs 2,The Smurfs 2,"Fantasy, Family, Comedy, Animation",US,"based on cartoon, animation, smurf",2013
3134,13000000,TriStar Pictures,51872378,The Call,R,15.03.2013 00:00,6.7,95726,Richard D'Ovidio,2013,1,2.990182923,300,FALSE,158011,tt1911644,The Call,The Call,"Crime, Thriller",US,"underground, gas station, kidnapping, murder, suspense, serial killer, american flag, multiple stabbings, violence, person on fire, cell phone, psycho",2013
3135,1066167,Other,258113,Blue Ruin,R,9.07.2014 00:00,7.1,51447,Jeremy Saulnier,2013,0,-0.757905656,-80,FALSE,188166,tt2359024,Blue Ruin,Blue Ruin,"Crime, Thriller",US,"revenge, drifter, virginia, character study, neo-noir, visual storytelling, mumblegore",2014
3136,30000000,New Line Cinema,22525921,The Incredible Burt Wonderstone,PG-13,15.03.2013 00:00,5.9,63722,Jonathan Goldstein,2013,0,-0.249135967,-20,FALSE,124459,tt0790628,The Incredible Burt Wonderstone,The Incredible Burt Wonderstone,Comedy,US,"magic, las vegas",2013
3137,8500000,Other,219438,The Zero Theorem,R,19.08.2014 00:00,6.1,38378,Pat Rushin,2013,0,-0.974183765,-100,FALSE,157834,tt2333804,The Zero Theorem,The Zero Theorem,"Drama, Fantasy, Science Fiction","GB, FR, US, RO","virtual reality, dystopia, computer",2014
3138,28000000,Other,63914167,Last Vegas,PG-13,1.11.2013 00:00,6.6,114125,Dan Fogelman,2013,1,1.282648821,130,FALSE,137093,tt1204975,Last Vegas,Last Vegas,Comedy,US,"casino, male friendship, stag night, las vegas, elderly",2013
3139,10900000,Other,10726630,Belle,PG,13.06.2014 00:00,7.4,23053,Misan Sagay,2013,0,-0.015905505,0,FALSE,205601,tt2404181,Belle,Belle,Drama,GB,"victorian england, trial, slave, black woman, high society, caribbean, woman director, social issues",2014
3140,20000000,Dimension Films,32015787,Scary Movie 5,PG-13,12.04.2013 00:00,3.5,54324,David Zucker,2013,1,0.60078935,60,FALSE,4258,tt0795461,Scary Movie 5,Scary Movie 5,Comedy,US,"sequel, parody, spoof, aftercreditsstinger, duringcreditsstinger",2013
3141,12000000,Other,37707719,Philomena,PG-13,27.11.2013 00:00,7.6,82660,Steve Coogan,2013,1,2.142309917,210,FALSE,205220,tt2431286,Philomena,Philomena,Drama,GB,"mother, washington d.c., journalist, adoption, forgiveness, son, faith, search, church, ireland, based on true events, nuns",2013
3142,30000000,Other,19316646,Runner Runner,R,4.10.2013 00:00,5.6,55262,Brian Koppelman,2013,0,-0.3561118,-40,FALSE,146238,tt2364841,Runner Runner,Runner Runner,"Crime, Thriller, Drama",US,"gambling, casino, gambling debts, dirty cop, puerto rico",2013
3143,9000000,Other,6263670,All Is Lost,PG-13,7.11.2013 00:00,6.9,64524,J.C. Chandor,2013,0,-0.304036667,-30,FALSE,152747,tt2017038,All Is Lost,All Is Lost,"Action, Adventure, Drama",US,"yacht, sailor, storm at sea, unconsciousness, life raft, container, emergency, distress, very little dialogue",2013
3144,12000000,Other,17654912,Nebraska,R,24.01.2014 00:00,7.7,97893,Bob Nelson,2013,1,0.471242667,50,FALSE,129670,tt1821549,Nebraska,Nebraska,"Drama, Adventure",US,"montana, small town, dementia, aging, road trip, f word, pickup truck, lincoln nebraska, nebraska, sweepstakes, confronting the past",2014
3145,50000,Other,444098,Upstream Color,NOT RATED,3.01.2014 00:00,6.7,25775,Shane Carruth,2013,1,7.88196,790,FALSE,145197,tt2084989,Upstream Color,Upstream Color,"Drama, Science Fiction",US,"sadness, hypnosis, hope, loss, romance, independent film, drugged, parasite",2014
3146,8000000,Fox Searchlight Pictures,17536788,Enough Said,PG-13,11.10.2013 00:00,7.1,52358,Nicole Holofcener,2013,1,1.1920985,120,FALSE,209263,tt2390361,Enough Said,Enough Said,"Comedy, Drama, Romance",US,"masseuse, thanksgiving, party, romance, mother daughter relationship, dating, relationship, divorce, divorcee, woman director, massage therapist",2013
3147,100000000,Other,107518682,Epic,PG,24.05.2013 00:00,6.7,90501,James V. Hart,2013,1,0.07518682,10,FALSE,116711,tt0848537,Epic,Epic,"Animation, Adventure, Family, Fantasy",US,"fantasy, miniature people",2013
3148,26000000,Touchstone Pictures,30664106,Delivery Man,PG-13,22.11.2013 00:00,6.4,65081,Ken Scott,2013,1,0.179388692,20,FALSE,146239,tt2387559,Delivery Man,Delivery Man,Comedy,US,"remake, sperm donor",2013
3149,1500000,Other,3447339,The To Do List,R,26.07.2013 00:00,5.8,32105,Maggie Carey,2013,1,1.298226,130,FALSE,129139,tt1758795,The To Do List,The To Do List,"Comedy, Romance",US,"sex, sexuality, irony, sarcasm, naivety, black humor, swimming pool, teenage girl, sexual humor, summer, love interest, summer vacation, father daughter relationship, attraction, high school student, teenage sexuality, clumsiness, lifeguard, immaturity, awkwardness, list, woman director, public pool, female sexuality, virginity, 1990s",2013
3150,3500000,Other,17411930,Dark Skies,PG-13,22.02.2013 00:00,6.3,61914,Scott Stewart,2013,1,3.974837143,400,FALSE,145135,tt2387433,Dark Skies,Dark Skies,"Science Fiction, Thriller, Horror",US,"supernatural, horror, alien, fear",2013
3151,18000000,Other,13362308,Labor Day,PG-13,31.01.2014 00:00,6.9,35029,Jason Reitman,2013,0,-0.257649556,-30,FALSE,130150,tt1967545,Labor Day,Labor Day,Drama,US,"escaped convict, depressed mom",2014
3152,20000000,Other,34956,Redemption,R,23.08.2013 00:00,6.2,56365,Steven Knight,2013,0,-0.9982522,-100,FALSE,218974,tt3123116,Redemption,Redemption,History,"PT, FR, DE, IT",,2013
3153,78000000,Columbia Pictures,119793567,Cloudy with a Chance of Meatballs 2,PG,27.09.2013 00:00,6.4,71615,Erica Rivinoja,2013,1,0.535814962,50,FALSE,109451,tt1985966,Cloudy with a Chance of Meatballs 2,Cloudy with a Chance of Meatballs 2,"Animation, Family, Comedy",US,"inventor, food, scientist",2013
3154,250000,Other,49494,The Canyons,R,2.08.2013 00:00,3.9,9126,Bret Easton Ellis,2013,0,-0.802024,-80,FALSE,109729,tt2292959,The Canyons,The Canyons,"Thriller, Drama",US,"sex, adultery, jealousy, nudity, seduction, control, liar, hollywood, fear, threesome, possessiveness, psychotherapy, film industry, snooping, mind games, affair, trust fund baby",2013
3155,28000000,DreamWorks,3254172,The Fifth Estate,R,18.10.2013 00:00,6.2,32623,Daniel Domscheit-Berg,2013,0,-0.883779571,-90,FALSE,162903,tt1837703,The Fifth Estate,The Fifth Estate,"Drama, Thriller","BE, US","journalist, biography, internet, information leak, activist",2013
3156,35000000,Other,19701164,Broken City,R,18.01.2013 00:00,6.2,67526,Brian Tucker,2013,0,-0.4371096,-40,FALSE,98357,tt1235522,Broken City,Broken City,"Thriller, Crime, Drama",US,"mayor, investigation, politics, ex-cop, revenge, double crossed, private detective",2013
3157,900000,Other,16097842,Fruitvale Station,R,26.07.2013 00:00,7.5,59913,Ryan Coogler,2013,1,16.88649111,1689,FALSE,157354,tt2334649,Fruitvale Station,Fruitvale Station,Drama,US,"police brutality, based on true story, racism, docudrama, day in a life",2013
3158,40000000,Other,29807260,Grudge Match,PG-13,25.12.2013 00:00,6.4,50116,Tim Kelleher,2013,0,-0.2548185,-30,FALSE,64807,tt1661382,Grudge Match,Grudge Match,Comedy,US,"father son relationship, sport, rivalry, elderly, elderly man",2013
3159,15000000,Other,331634,Diana,PG-13,20.12.2013 00:00,5.5,16386,Stephen Jeffreys,2013,0,-0.977891067,-100,FALSE,118289,tt1758595,Diana,Diana,"Drama, Romance","SE, GB, FR, BE","london england, paparazzi, royal family, lady diana spencer, pakistani, biography, princess, secret love, interracial relationship, princess diana",2013
3160,135000000,Other,83028128,Turbo,PG,17.07.2013 00:00,6.5,67648,Darren Lemke,2013,0,-0.38497683,-40,FALSE,77950,tt1860353,Turbo,Turbo,"Animation, Family",US,"underdog, car race, dream, speed, power, snail, fast, friends, superpower, racer",2013
3161,2500000,Other,40041683,A Haunted House,R,11.01.2013 00:00,5.1,37158,Marlon Wayans,2013,1,15.0166732,1500,FALSE,139038,tt2243537,A Haunted House,A Haunted House,"Comedy, Horror",US,"horror spoof, found footage, duringcreditsstinger",2013
3162,4000000,Other,9039,The Sacrament,R,1.05.2014 00:00,6.1,13644,Ti West,2013,0,-0.99774025,-100,FALSE,211067,tt2383068,The Sacrament,The Sacrament,"Horror, Mystery, Thriller",US,"poison, journalist, lethal injection, interview, cult, based on true story, suspense, thriller, brainwashing, massacre, cult leader, mumblegore",2014
3163,50000000,Other,90288712,Planes,PG,9.08.2013 00:00,5.8,37338,John Lasseter,2013,1,0.80577424,80,FALSE,151960,tt1691917,Planes,Planes,"Animation, Family, Adventure, Comedy",US,"crop duster, fighter jet, anthropomorphism",2013
3164,3300000,Other,1359563,Gimme Shelter,PG-13,29.10.2014 00:00,6.5,7082,Ron Krauss,2013,0,-0.588011212,-60,FALSE,232175,tt1657510,Gimme Shelter,Gimme Shelter,Drama,US,"sexual abuse, based on true story, independent film, family relationships, religion, teenager, father daughter relationship, tearjerker, teenage pregnancy, teen anger, pro-life, foster care, absent father, abusive mother",2014
3165,25000000,Other,100144,Man of Tai Chi,R,5.07.2013 00:00,6.1,30477,Michael G. Cooney,2013,0,-0.99599424,-100,FALSE,76544,tt2016940,Man of Tai Chi,Man of Tai Chi,"Action, Drama","CN, HK, US","china, martial arts, tai chi, extortion, illegal matches",2013
3166,6500000,Other,2268296,The East,PG-13,28.06.2013 00:00,6.8,44425,Zal Batmanglij,2013,0,-0.651031385,-70,FALSE,87499,tt1869716,The East,The East,"Drama, Thriller","GB, US","secret organization, murder, environmentalism, vanity film, eco-terrorists, multiple felonies",2013
3167,8500000,Other,6787,Welcome to the Punch,R,15.03.2013 00:00,6.1,28765,Eran Creevy,2013,0,-0.999201529,-100,FALSE,93828,tt1684233,Welcome to the Punch,Welcome to the Punch,"Action, Adventure, Crime","GB, US","detective, assassin, heist, conspiracy, criminal",2013
3168,5000000,Other,40040,CBGB,R,11.10.2013 00:00,6.6,7038,Jody Savin,2013,0,-0.991992,-100,FALSE,111479,tt1786751,CBGB,CBGB,"Drama, Music",US,"night life, music, punk rock, ramones, nyc, talking head, blondie, iggy pop, patti smith",2013
3169,10000000,Other,652355,Parkland,PG-13,2.10.2013 00:00,6.3,12682,Peter Landesman,2013,0,-0.9347645,-90,FALSE,209262,tt2345112,Parkland,Parkland,"History, Drama, Thriller, Mystery",US,"fbi, john f. kennedy, hospital, dallas texas, kennedy assassination",2013
3170,35000000,Other,8323085,Mandela: Long Walk to Freedom,PG-13,25.12.2013 00:00,7.1,23075,William Nicholson,2013,0,-0.762197571,-80,FALSE,192136,tt2304771,Mandela: Long Walk to Freedom,Mandela: Long Walk to Freedom,"Drama, History","GB, ZA","prison, south africa, apartheid, biography, nelson mandela, historical figure",2013
3171,17000000,Universal Pictures,70525195,The Best Man Holiday,R,15.11.2013 00:00,6.7,12301,Malcolm D. Lee,2013,1,3.148540882,310,FALSE,146304,tt2083355,The Best Man Holiday,The Best Man Holiday,Comedy,US,best man,2013
3172,12000000,Other,261695,Life of Crime,R,29.08.2014 00:00,5.8,14145,Daniel Schechter,2013,0,-0.978192083,-100,FALSE,209189,tt1663207,Life of Crime,Life of Crime,"Comedy, Crime",US,"kidnapping, detroit",2014
3173,81000000,Twentieth Century Fox Film Corporation,128261724,Kingsman: The Secret Service,R,13.02.2015 00:00,7.7,467659,Jane Goldman,2014,1,0.583478074,60,FALSE,207703,tt2802144,Kingsman: The Secret Service,Kingsman: The Secret Service,"Crime, Comedy, Action, Adventure","GB, US","spy, great britain, secret organization, secret agent, marvel comic, based on comic, united kingdom, duringcreditsstinger",2015
3174,165000000,Paramount Pictures,188020017,Interstellar,PG-13,7.11.2014 00:00,8.6,1095553,Jonathan Nolan,2014,1,0.139515255,10,FALSE,157336,tt0816692,Interstellar,Interstellar,"Adventure, Drama, Science Fiction","CA, US, GB","saving the world, artificial intelligence, father son relationship, single parent, nasa, expedition, wormhole, space travel, famine, black hole, dystopia, race against time, quantum mechanics, spaceship, space, rescue, family relationships, farmhouse, robot, astronaut, scientist, father daughter relationship, single father, farmer, space station, imax, astrophysics, zero gravity, courage, time paradox, relativity",2014
3175,170000000,Other,333176600,Guardians of the Galaxy,PG-13,1.08.2014 00:00,8.1,791340,James Gunn,2014,1,0.959862353,100,FALSE,118340,tt2015381,Guardians of the Galaxy,Guardians of the Galaxy,"Action, Science Fiction, Adventure","GB, US","marvel comic, spaceship, space, outer space, orphan, adventurer, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe",2014
3176,15000000,Other,25442958,Ex Machina,R,24.04.2015 00:00,7.7,355666,Alex Garland,2014,1,0.6961972,70,FALSE,264660,tt0470752,Ex Machina,Ex Machina,"Drama, Science Fiction",GB,"dancing, artificial intelligence, distrust, isolation, technology, manipulation, friendship, deception, laboratory, robot, power outage, surveillance camera, consciousness, existentialism, lockdown, philosophical, robot human relationship, turing test, cybernetics",2015
