,budget,company,country,director,genre,gross,name,rating,released,star,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket,adult,id,imdb_id,original_title,overview,tagline,title,genres_edited,spoken_languages_edited,production_countries_edited,keywords_edited,year_released,budget_norm
1993,500000,Other,USA,Other,Comedy,48430,The Perfect Host,R,7.05.2011 00:00,David Hyde Pierce,Nick Tomnay,2010,0,-0.90314,-90,FALSE,66195,tt1334553,The Perfect Host,A criminal on the run cons his way into the wrong dinner party where the host is anything but ordinary.,Dinner Parties Are A Dying Art.,The Perfect Host,"Comedy, Thriller, Crime",en,US,"swimming pool, tea kettle, conga line, spit in the face, convenience store robbery",2011,-1.2795481002338855
1994,25000000,Other,USA,Other,Biography,134904,Love Ranch,R,6.01.2011 00:00,Helen Mirren,Mark Jacobson,2010,0,-0.99460384,-100,FALSE,39845,tt1125929,Love Ranch,Story of a couple that starts the first legal brothel in Nevada and a boxer they own a piece of.,When It Comes To Love... Everyone Pays A Price.,Love Ranch,Drama,en,"US, DE",independent film,2011,-0.2538199324132523
1995,7200000,Other,Other,Other,Biography,1094798,Made in Dagenham,R,3.06.2011 00:00,Sally Hawkins,William Ivory,2010,0,-0.847944722,-80,FALSE,46138,tt1371155,Made in Dagenham,"A dramatization of the 1968 strike at the Ford Dagenham car plant, where female workers walked out in protest against sexual discrimination.","In the fight for equal rights, an ordinary woman achieves something extraordinary.",Made in Dagenham,"Comedy, Drama, History",en,GB,"machinist, aftercreditsstinger, duringcreditsstinger, equal pay, discrimination, government minister, sewing machine",2011,-0.9990428461768144
1996,45000000,Other,Other,Other,Action,5664251,The Warrior's Way,R,3.12.2010 00:00,Dong-gun Jang,Sngmoo Lee,2010,0,-0.874127756,-90,FALSE,46528,tt1032751,The Warrior's Way,"An Asian assassin (Dong-gun Jang) is forced to hide in a small town in the American Badlands. Also starring Kate Bosworth, Danny Huston, Tony Cox and Academy Award winner Geoffrey Rush.",Assassin. Hero. Legend.,The Warrior's Way,"Adventure, Fantasy, Action, Western, Thriller","en, th","NZ, KR","assassin, small town, forest, revenge, deception, super speed, surprise ending",2010,0.5835091841750197
1997,25000000,Other,USA,Wes Craven,Horror,14637490,My Soul to Take,R,8.10.2010 00:00,Max Thieriot,Wes Craven,2010,0,-0.4145004,-40,FALSE,43931,tt0872230,My Soul to Take,A serial killer returns to his hometown to stalk seven children who share the same birthday as the date he was allegedly put to rest.,Only One Has The Power To Save Their Souls,My Soul to Take,"Drama, Horror, Mystery, Thriller",en,US,"soul, serial killer, slasher, teenager, 3d",2010,-0.2538199324132523
1998,20000000,Other,USA,Other,Action,1183354,Dylan Dog: Dead of Night,PG-13,29.04.2011 00:00,Brandon Routh,Thomas Dean Donnelly,2010,0,-0.9408323,-90,FALSE,43935,tt1013860,Dylan Dog: Dead of Night,"Supernatural private eye, Dylan Dog, seeks out the monsters of the Louisiana bayou in his signature red shirt, black jacket and blue jeans.",No pulse? No problem,Dylan Dog: Dead of Night,"Action, Comedy, Horror, Mystery, Science Fiction, Thriller","en, tr",US,"detective, vampire, supernatural, zombie, werewolf, ghouls",2011,-0.46315221156032027
1999,15000000,Other,Other,Other,Biography,1039869,Casino Jack,R,7.01.2011 00:00,Kevin Spacey,Norman Snider,2010,0,-0.9306754,-90,FALSE,45324,tt1194417,Casino Jack,"Based on a true story, a hot shot Washington DC lobbyist and his protégé go down hard as their schemes to peddle influence lead to corruption and murder.",Honor. Integrity. Principles. Everything is negotiable.,Casino Jack,"Crime, Comedy, Drama","en, fr",CA,"biography, duringcreditsstinger",2011,-0.6724844907073882
2000,12000000,Other,USA,Other,Comedy,101882,Henry's Crime,R,14.01.2011 00:00,Keanu Reeves,Sacha Gervasi,2010,0,-0.991509833,-100,FALSE,53172,tt1220888,Henry's Crime,An aimless man is sent to prison for a crime he did not commit.,The real crime is not committing to your dreams.,Henry's Crime,"Crime, Comedy",en,US,"vomit, food poisoning",2011,-0.7980838581956291
2001,35000000,Summit Entertainment,USA,Other,Comedy,17596256,Furry Vengeance,PG,30.04.2010 00:00,Brendan Fraser,Michael Carnes,2010,0,-0.497249829,-50,FALSE,35169,tt0492389,Furry Vengeance,"When real estate developer Dan Sanders finalizes plans to level a swath of pristine Oregon forest to make way for a soulless housing subdivision, a band of woodland creatures rises up to throw a monkey wrench into the greedy scheme. Just how much mischief from the furry critters can the businessman take before he calls it quits?",He came. He saw. They conquered.,Furry Vengeance,Comedy,en,"AE, US","bear, animal, aftercreditsstinger, duringcreditsstinger, real estate, land developer, real estate developer",2010,0.1648446258808837
2002,10000000,Other,USA,Other,Horror,22197,Vanishing on 7th Street,R,5.02.2011 00:00,Hayden Christensen,Anthony Jaswinski,2010,0,-0.9977803,-100,FALSE,43552,tt1452628,Vanishing on 7th Street,"A mysterious global blackout yields countless populations to simply vanish, leaving only their clothes and possessions behind. A small handful of survivors band together in a dimly-lit tavern on 7th Street, struggling to combat the apocalyptic horror. Realizing they may in fact be the last people on earth, a dark shadow hones in on them alone.",Stay in the light.,Vanishing on 7th Street,"Mystery, Horror, Thriller",en,US,"light, darkness, suspense",2011,-0.8818167698544563
2003,20000000,Other,USA,Other,Animation,25077977,Alpha and Omega,PG,17.09.2010 00:00,Hayden Panettiere,Chris Denk,2010,1,0.25389885,30,FALSE,12819,tt1213012,Alpha and Omega,"Two mismatched wolves embark on a cross-country quest to get back home and restore peace in their pack after being relocated thousands of miles away by well-meaning park rangers. Quick-witted Humphrey (voice of Justin Long) likes to frolic with friends and play video games with squirrels; disciplined Kate (voice of Hayden Panettiere) likes to call the shots and hunt caribou. Normally, an omega wolf like Humphrey would never stand a chance with an alpha wolf like Kate, but when they're both transported halfway across the country they must work together to get back to their natural habitat. And it won't be easy either, because the one thing Humphrey and Kate can agree on is that they don't have anything in common. Perhaps by working together toward a common goal, however, the two contentious traveling companions will finally realize that even lone wolves can use a helping paw every once in a while.",A Pawsome 3D Adventure,Alpha and Omega,"Family, Animation",en,"US, IN","wolf, arranged marriage, forbidden love, road trip, park, park ranger, howling, social status",2010,-0.46315221156032027
2004,50000000,Other,USA,Other,Comedy,84351197,"Crazy, Stupid, Love.",PG-13,29.07.2011 00:00,Steve Carell,Dan Fogelman,2011,1,0.68702394,70,FALSE,50646,tt1570728,"Crazy, Stupid, Love.","Cal Weaver is living the American dream. He has a good job, a beautiful house, great children and a beautiful wife, named Emily. Cal's seemingly perfect life unravels, however, when he learns that Emily has been unfaithful and wants a divorce. Over 40 and suddenly single, Cal is adrift in the fickle world of dating. Enter, Jacob Palmer, a self-styled player who takes Cal under his wing and teaches him how to be a hit with the ladies.",This Is Stupid,"Crazy, Stupid, Love.","Comedy, Drama, Romance",en,US,"soulmates, midlife crisis, marriage crisis, womanizer, law school, crazy, relationship",2011,0.7928414633220877
2005,82000000,Warner Bros.,USA,Other,Action,36392502,Sucker Punch,PG-13,25.03.2011 00:00,Emily Browning,Zack Snyder,2011,0,-0.556189,-60,FALSE,23629,tt0978764,Sucker Punch,"A young girl is institutionalized by her abusive stepfather. Retreating to an alternative reality as a coping strategy, she envisions a plan which will help her escape from the mental facility.",You will be unprepared,Sucker Punch,"Action, Fantasy, Thriller","en, de",US,"brothel, fantasy, asylum, reality, escape, robot, violence, inmate, alternative, imagination, lobotomy",2011,2.132568049863323
2006,25000000,Other,USA,Other,Drama,13657115,Warrior,PG-13,9.09.2011 00:00,Tom Hardy,Gavin O'Connor,2011,0,-0.4537154,-50,FALSE,59440,tt1291584,Warrior,"The inspirational story of an estranged family that finds redemption in the unlikeliest of places…the MMA ring. Tommy Riordan (Tom Hardy), an ex-marine with a tragic past, returns home and enlists his father (Nick Nolte), a recovering alcoholic and former wrestling coach, to train him for “Sparta”, the biggest MMA tournament ever held. But when Tommy’s underdog brother, Brendan (Joel Edgerton), fights his way into the tournament, the two brothers must finally confront each other and the forces that pulled them apart. What ensues is the most gut-wrenching, soul-stirring, and unforgettable battle of their lives.",Fight for Family,Warrior,"Action, Drama",en,US,"bank, training, beating, mixed martial arts, teacher, muscleman, combat, alcoholic, gym, exercise",2011,-0.2538199324132523
2007,27000000,Other,USA,Other,Mystery,79249455,Limitless,PG-13,18.03.2011 00:00,Bradley Cooper,Leslie Dixon,2011,1,1.935165,190,FALSE,51876,tt1219289,Limitless,"A paranoia-fueled action thriller about an unsuccessful writer whose life is transformed by a top-secret ""smart drug"" that allows him to use 100% of his brain and become a perfect version of himself. His enhanced abilities soon attract shadowy forces that threaten his new life in this darkly comic and provocative film.",What if a pill could make you rich and powerful?,Limitless,"Thriller, Mystery, Science Fiction","en, it, ru, zh, fr",US,"fictional place, politician, stalking, superhuman, writer, apartment, threat",2011,-0.17008702075442508
2008,75000000,Other,USA,Other,Action,83504017,Immortals,R,11.11.2011 00:00,Henry Cavill,Charley Parlapanides,2011,1,0.113386893,10,FALSE,37958,tt1253864,Immortals,"Theseus is a mortal man chosen by Zeus to lead the fight against the ruthless King Hyperion, who is on a rampage across Greece to obtain a weapon that can destroy humanity.",The Gods need a hero.,Immortals,"Fantasy, Action, Drama","el, en",US,"poison, army, zeus, poseidon, spear",2011,1.8395028590574276
2009,50000000,Paramount Pictures,USA,Other,Mystery,127004179,Super 8,PG-13,10.06.2011 00:00,Elle Fanning,J.J. Abrams,2011,1,1.54008358,150,FALSE,37686,tt1650062,Super 8,"In 1979 Ohio, several youngsters are making a zombie movie with a Super-8 camera. In the midst of filming, the friends witness a horrifying train derailment and are lucky to escape with their lives. They soon discover that the catastrophe was no accident, as a series of unexplained events and disappearances soon follows. Deputy Jackson Lamb, the father of one of the kids, searches for the terrifying truth behind the crash.",It Arrives.,Super 8,"Thriller, Science Fiction, Mystery",en,US,"1970s, secret, alien, train crash, pistol, firecracker, duringcreditsstinger",2011,0.7928414633220877
2010,40000000,Other,USA,Other,Action,37520095,In Time,PG-13,28.10.2011 00:00,Justin Timberlake,Andrew Niccol,2011,0,-0.061997625,-10,FALSE,49530,tt1637688,In Time,"In the not-too-distant future the aging gene has been switched off. To avoid overpopulation, time has become the currency and the way people pay for luxuries and necessities. The rich can live forever, while the rest try to negotiate for their immortality. A poor young man who comes into a fortune of time, though too late to help his mother from dying. He ends up on the run from a corrupt police force known as 'time keepers'.",Time Is Power,In Time,"Action, Thriller, Science Fiction",en,US,"bank, future, time, dystopia, race against time, immortality, on the run, class differences, cops and robbers , rich vs poor",2011,0.3741769050279517
2011,50000000,Twentieth Century Fox Film Corporation,USA,Other,Comedy,75624550,We Bought a Zoo,PG,23.12.2011 00:00,Matt Damon,Aline Brosh McKenna,2011,1,0.512491,50,FALSE,74465,tt1389137,We Bought a Zoo,"Benjamin has lost his wife and, in a bid to start his life over, purchases a large house that has a zoo – welcome news for his daughter, but his son is not happy about it. The zoo is need of renovation and Benjamin sets about the work with the head keeper and the rest of the staff, but, the zoo soon runs into financial trouble.",A True Zoo Story,We Bought a Zoo,"Drama, Comedy, Family",en,US,zoo,2011,0.7928414633220877
2012,32000000,Summit Entertainment,USA,Other,Mystery,54712227,Source Code,PG-13,1.04.2011 00:00,Jake Gyllenhaal,Ben Ripley,2011,1,0.709757094,70,FALSE,45612,tt0945513,Source Code,"Decorated soldier Captain Colter Stevens wakes up in the body of an unknown man, discovering he's involved in a mission to find the bomber of a Chicago commuter train. He learns he's part of a top-secret experimental program that enables him to experience the final 8 minutes of another person's life. Colter re-lives the train incident over and over again, gathering more clues each time. But can he discover who is responsible for the attack before the next one happens?",Make Every Second Count,Source Code,"Thriller, Science Fiction, Mystery",en,"CA, US","bomb, identity, fantasy, bomber, suspicion, time travel, investigation, surrealism, soldier, helicopter pilot",2011,0.0392452583926429
2013,80000000,Columbia Pictures,USA,Dennis Dugan,Comedy,103028109,Just Go with It,PG-13,11.02.2011 00:00,Adam Sandler,Allan Loeb,2011,1,0.287851363,30,FALSE,50546,tt1564367,Just Go with It,"A plastic surgeon, romancing a much younger schoolteacher, enlists his loyal assistant to pretend to be his soon to be ex-wife, in order to cover up a careless lie. When more lies backfire, the assistant's kids become involved, and everyone heads off for a weekend in Hawaii that will change all their lives.",Sometimes a guy's best wingman... is a wingwoman,Just Go with It,"Romance, Comedy",en,US,"beach, fictitious marriage, blackmail, plastic surgery, marriage, love, beautiful woman, kids and family",2011,2.048835138204496
2014,40000000,Other,USA,Other,Crime,58009200,The Lincoln Lawyer,R,18.03.2011 00:00,Matthew McConaughey,John Romano,2011,1,0.45023,50,FALSE,50348,tt1189340,The Lincoln Lawyer,A lawyer conducts business from the back of his Lincoln town car while representing a high-profile client in Beverly Hills.,This Case is a Dangerous Game of Life and Death,The Lincoln Lawyer,"Crime, Drama, Thriller",en,US,"judge, arrest, jury, private investigator",2011,0.3741769050279517
2015,35000000,New Line Cinema,USA,Other,Comedy,117538559,Horrible Bosses,R,8.07.2011 00:00,Jason Bateman,Michael Markowitz,2011,1,2.358244543,240,FALSE,51540,tt1499658,Horrible Bosses,"For Nick, Kurt and Dale, the only thing that would make the daily grind more tolerable would be to grind their intolerable bosses into dust. Quitting is not an option, so, with the benefit of a few-too-many drinks and some dubious advice from a hustling ex-con, the three friends devise a convoluted and seemingly foolproof plan to rid themselves of their respective employers... permanently.",Ever wish your boss was dead?,Horrible Bosses,"Comedy, Crime",en,US,"conspiracy of murder, bad boss, employee, death of father, stakeout, duringcreditsstinger",2011,0.1648446258808837
2016,60000000,DreamWorks,USA,Other,Action,55100437,I Am Number Four,PG-13,18.02.2011 00:00,Alex Pettyfer,Alfred Gough,2011,0,-0.081659383,-10,FALSE,46529,tt1464540,I Am Number Four,"A teenage fugitive with an incredible secret races to stay one step ahead of the mysterious forces seeking destroy him in this sci-fi action thriller. With three dead and one on the run, the race to find the elusive Number Four begins. Outwardly normal teen John Smith never gets too comfortable in the same identity, and along with his guardian, Henri, he is constantly moving from town to town. With each passing day, John gains a stronger grasp on his extraordinary new powers, and his bond to the beings that share his fantastic fate grows stronger.",Three like him have already been killed…he is Number Four.,I Am Number Four,"Action, Thriller, Science Fiction, Adventure","fr, en",US,"secret identity, alien, teenage boy, teenage hero, alien teenager, interspecies romance, based on young adult novel, superpowers",2011,1.2115060216162237
2017,40000000,Dimension Films,USA,Wes Craven,Horror,38180928,Scream 4,R,15.04.2011 00:00,Neve Campbell,Kevin Williamson,2011,0,-0.0454768,0,FALSE,41446,tt1262416,Scream 4,"Sidney Prescott, now the author of a self-help book, returns home to Woodsboro on the last stop of her book tour. There she reconnects with Sheriff Dewey and Gale, who are now married, as well as her cousin Jill and her Aunt Kate. Unfortunately, Sidney's appearance also brings about the return of Ghostface, putting Sidney, Gale, and Dewey, along with Jill, her friends, and the whole town of Woodsboro in danger.",New Decade. New Rules.,Scream 4,"Horror, Mystery",en,US,"sheriff, book, knife, horror, rescue, author, masked killer, hospital, corpse",2011,0.3741769050279517
2018,35000000,Screen Gems,USA,Other,Comedy,55802754,Friends with Benefits,R,22.07.2011 00:00,Mila Kunis,Keith Merryman,2011,1,0.5943644,60,FALSE,50544,tt1632708,Friends with Benefits,"Jamie is a New York-based executive recruiter who entices Dylan, an art director from Los Angeles, to take a job at the New York office of GQ magazine. Finding that they have much in common, the two become fast friends. Feeling jaded by a number of broken romances, Dylan and Jamie decide that they are ready to quit looking for true love and focus on having fun. However, complications unfold when the two best pals add sex to their relationship.",Some friends come with a happy ending.,Friends with Benefits,"Romance, Comedy",en,US,"funeral, friends, hospital, aftercreditsstinger, duringcreditsstinger",2011,0.1648446258808837
2019,50000000,Columbia Pictures,USA,Other,Biography,75605492,Moneyball,PG-13,23.09.2011 00:00,Brad Pitt,Steven Zaillian,2011,1,0.51210984,50,FALSE,60308,tt1210166,Moneyball,"The story of Oakland Athletics general manager Billy Beane's successful attempt to put together a baseball team on a budget, by employing computer-generated analysis to draft his players.",What are you really worth?,Moneyball,Drama,en,US,"underdog, based on novel, baseball, teamwork, sport, partner, meeting, oakland california, strategy, voice over, statistics",2011,0.7928414633220877
2020,15000000,Other,USA,Other,Drama,13843771,One Day,PG-13,19.08.2011 00:00,Anne Hathaway,David Nicholls,2011,0,-0.077081933,-10,FALSE,51828,tt1563738,One Day,"A romantic comedy centered on Dexter and Emma, who first meet during their graduation in 1988 and proceed to keep in touch regularly. The film follows what they do on July 15 annually, usually doing something together.",Twenty years. Two people.,One Day,"Drama, Romance",en,"GB, US","based on novel, comedian, job, love, male female relationship, author, writer, divorce, best friends in love, woman director, missed opportunity",2011,-0.6724844907073882
2021,25000000,Paramount Pictures,USA,Other,Comedy,70662220,No Strings Attached,R,21.01.2011 00:00,Natalie Portman,Elizabeth Meriwether,2011,1,1.8264888,180,FALSE,41630,tt1411238,No Strings Attached,"Emma is a busy doctor who sets up a seemingly perfect arrangement when she offers her best friend Adam a relationship with one rule: No strings attached. But when a fling becomes a thing, can sex friends stay best friends?",Friendship has its benefits.,No Strings Attached,"Comedy, Romance",en,US,"father son relationship, casual meeting, student of medicine, friends, valentine, male female relationship, open relationship, sexual humor, best friend, casual sex, best friends in love, duringcreditsstinger, fling, father son conflict, friends with benefit",2011,-0.2538199324132523
2022,30000000,Other,USA,Other,Action,40259119,Hanna,PG-13,8.04.2011 00:00,Saoirse Ronan,Seth Lochhead,2011,1,0.341970633,30,FALSE,50456,tt0993842,Hanna,"A 16-year-old girl raised by her father to be the perfect assassin is dispatched on a mission across Europe. Tracked by a ruthless operatives, she faces startling revelations about her existence and questions about her humanity.",Adapt or die.,Hanna,"Action, Thriller, Adventure","en, fr, de, it, ar, es","DE, GB, US","assassin, self sacrifice, strip club, secret agent, training, british, road trip, dead animal, teenage girl, pistol, duringcreditsstinger",2011,-0.04448765326618429
2023,50200000,Universal Pictures,USA,Other,Romance,62495645,The Adjustment Bureau,PG-13,4.03.2011 00:00,Matt Damon,George Nolfi,2011,1,0.244933167,20,FALSE,38050,tt1385826,The Adjustment Bureau,"A man glimpses the future Fate has planned for him – and chooses to fight for his own destiny. Battling the powerful Adjustment Bureau across, under and through the streets of New York, he risks his destined greatness to be with the only woman he's ever loved.",Fight for your fate.,The Adjustment Bureau,"Science Fiction, Thriller, Romance",en,US,"hotel, dancer, hat, senator, future, honesty, plan, kiss, speech, marriage, politician, alone, fate, foot chase, covert agency, courthouse, political campaign, based on short story",2011,0.8012147544879704
2024,25000000,Other,USA,Other,Action,51580136,The Grey,R,27.01.2012 00:00,Liam Neeson,Joe Carnahan,2011,1,1.06320544,110,FALSE,75174,tt1601913,The Grey,An oil drilling team struggles to survive after a plane crash strands them in the wilds of Alaska. Hunting them is a pack of wolves that sees them as intruders.,Live or Die on This Day,The Grey,"Action, Drama, Thriller",en,"CA, US","alcohol, isolation, wolf, wilderness, forest, stranded, alaska, survival, airplane crash, fear, howling, death, animal killing, freezing, animal attack, campfire, male camaraderie, gun in mouth, aftercreditsstinger, bar fight, eaten alive, eaten by animal",2012,-0.2538199324132523
2025,32000000,Other,USA,Other,Drama,13303319,The Tree of Life,PG-13,21.10.2011 00:00,Brad Pitt,Terrence Malick,2011,0,-0.584271281,-60,FALSE,8967,tt0478304,The Tree of Life,"The impressionistic story of a Texas family in the 1950s. The film follows the life journey of the eldest son, Jack, through the innocence of childhood to his disillusioned adult years as he tries to reconcile a complicated relationship with his father. Jack finds himself a lost soul in the modern world, seeking answers to the origins and meaning of life while questioning the existence of faith.",Nothing stands still.,The Tree of Life,"Drama, Fantasy",en,US,"philosophy, father son relationship, red hair, brother sister relationship, sun, telegram, tree, meteor, afterlife, death of a child, independent film, spirituality, outer space, dinosaur, voice over, very little dialogue, tarkovskyesque",2011,0.0392452583926429
2026,20000000,Fox Searchlight Pictures,USA,Other,Comedy,82584160,The Descendants,R,9.12.2011 00:00,George Clooney,Alexander Payne,2011,1,3.129208,310,FALSE,65057,tt1033575,The Descendants,"With his wife Elizabeth on life support after a boating accident, Hawaiian land baron, Matt King takes his daughters on a trip from Oahu to Kauai to confront the young real estate broker, who was having an affair with Elizabeth before her misfortune.",The South Pacific ain't that terrific.,The Descendants,"Comedy, Drama",en,US,"hawaii, father-in-law, daughter, cheating wife, beach house, boating accident, estate, dying mother, beautiful girl, teenage daughter, trustee, trust fund, wild girl, wild child, realtor",2011,-0.46315221156032027
2027,40000000,Universal Pictures,USA,Other,Adventure,37412945,Paul,R,18.03.2011 00:00,Simon Pegg,Simon Pegg,2011,0,-0.064676375,-10,FALSE,39513,tt1092026,Paul,"For the past 60 years, a space-traveling smart-ass named Paul has been locked up in a top-secret military base, advising world leaders about his kind. But when he worries he’s outlived his usefulness and the dissection table is drawing uncomfortably close, Paul escapes on the first RV that passes by his compound in Area 51. Fortunately, it contains the two earthlings who are most likely to rescue and harbor an alien on the run.",Who's up for a close encounter?,Paul,"Adventure, Comedy, Science Fiction",en,"US, GB","san diego, alien, area 51, alien space craft, shot in the knee, duringcreditsstinger, 1980s",2011,0.3741769050279517
2028,52000000,Universal Pictures,USA,Other,Comedy,37081475,The Change-Up,R,5.08.2011 00:00,Jason Bateman,Jon Lucas,2011,0,-0.286894712,-30,FALSE,49520,tt1488555,The Change-Up,"Dave is a married man with two kids and a loving wife , and Mitch is a single man who is at the prime of his sexual life. One fateful night while Mitch and Dave are peeing in a fountain when lightning strikes, they switch bodies.",Who says men can't change?,The Change-Up,Comedy,en,US,"jealousy, chance, wish, change, man change, co-worker, body-swap",2011,0.876574374980915
2029,60000000,Warner Bros.,USA,Steven Soderbergh,Drama,75658097,Contagion,PG-13,9.09.2011 00:00,Matt Damon,Scott Z. Burns,2011,1,0.260968283,30,FALSE,39538,tt1598778,Contagion,"As an epidemic of a lethal airborne virus - that kills within days - rapidly grows, the worldwide medical community races to find a cure and control the panic that spreads faster than the virus itself.",Nothing spreads like fear,Contagion,"Drama, Thriller, Science Fiction","en, cn, zh","US, AE","saving the world, mutation, infection, terminal illness, quarantine, outbreak, medical, vaccine, lethal virus, scientist, epidemic",2011,1.2115060216162237
2030,11000000,Other,USA,Other,Crime,1987762,Killer Joe,R,29.06.2012 00:00,Matthew McConaughey,Tracy Letts,2011,0,-0.819294364,-80,FALSE,73567,tt1726669,Killer Joe,A cop (Matthew McConaughey) who moonlights as a hit man agrees to kill the hated mother of a desperate drug dealer (Emile Hirsch) in exchange for a tumble with the young man's virginal sister (Juno Temple).,A Totally Deep-Fried Texas Redneck Trailer Park Murder Story.,Killer Joe,"Crime, Drama, Thriller",en,US,"trailer park, gun, texas, deal, psychopath, sexual humiliation, money, lingerie, arson, drug, police detective, physical abuse, neo-noir, burial, pizza shop",2012,-0.8399503140250427
2031,18000000,Other,USA,Other,Biography,43853424,Soul Surfer,PG,8.04.2011 00:00,AnnaSophia Robb,Sean McNamara,2011,1,1.436301333,140,FALSE,43959,tt1596346,Soul Surfer,"Soul Surfer is the inspiring true story of teen surfer Bethany Hamilton. Bethany lost her left arm in a shark attack and courageously overcame all odds to become a champion again, through her sheer determination and unwavering faith.Bethany (AnnaSophia Robb) was born to surf. A natural talent who took to the waves at a young age, she was leading an idyllic life on Kauai, participating in national surf competitions with her best friend Alana (Lorraine Nicholson), when everything changed. On Halloween morning, a 14-foot tiger shark came out of nowhere and seemed to shatter all her dreams.Soul Surfer reveals Bethany's fight to recover from her ordeal and how she grappled with the question of her future. Strengthened by the love of her parents, Tom (Dennis Quaid) and Cheri (Helen Hunt), and supported by her youth group leader Sara (Carrie Underwood), Bethany refuses to give in or give up, and begins a bold return to the water.","When you come back from a loss, beat the odds, and never say never, you find a champion.",Soul Surfer,"Family, Action, Drama",en,US,"competition, based on novel, shark attack, surfing, biography, sport, duringcreditsstinger",2011,-0.5468851232191475
2032,8000000,Summit Entertainment,USA,Other,Comedy,35014192,50/50,R,30.09.2011 00:00,Joseph Gordon-Levitt,Will Reiser,2011,1,3.376774,340,FALSE,40807,tt1306980,50/50,"Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis, and his subsequent struggle to beat the disease.",It takes a pair to beat the odds.,50/50,"Comedy, Drama",en,US,"painter, father son relationship, therapist, cancer, psychologist, best friend, doctor, patient, vomiting, driver's license, chemotherapy, therapist patient relationship",2011,-0.9655496815132835
2033,36000000,New Line Cinema,USA,Other,Comedy,45060734,Hall Pass,R,25.02.2011 00:00,Owen Wilson,Pete Jones,2011,1,0.251687056,30,FALSE,48988,tt0480687,Hall Pass,"When best buds Rick and Fred begin to show signs of restlessness at home, their wives take a bold approach to revitalize their marriages: they grant the guys a ""hall pass"", one week of freedom to do whatever they want. At first, it seems like a dream come true, but they quickly discover that their expectations of the single life - and themselves - are completely and hilariously out of sync with reality.","One Week, No Rules",Hall Pass,Comedy,en,US,"wife husband relationship, daydream, marriage, freedom, friends",2011,0.2067110817102973
2034,40000000,Other,Other,Other,Action,36665854,Colombiana,PG-13,26.08.2011 00:00,Zoe Saldana,Luc Besson,2011,0,-0.08335365,-10,FALSE,62835,tt1657507,Colombiana,"Zoe Saldana plays a young woman who, after witnessing her parents’ murder as a child in Bogota, grows up to be a stone-cold assassin. She works for her uncle as a hitman by day, but her personal time is spent engaging in vigilante murders that she hopes will lead her to her ultimate target: the mobster responsible for her parents' death.",Revenge is beautiful.,Colombiana,"Action, Thriller, Crime, Drama","en, es",FR,"street gang, uncle, female assassin, witness to murder",2011,0.3741769050279517
2035,49900000,Universal Pictures,USA,Other,Adventure,21596445,Your Highness,R,8.04.2011 00:00,Danny McBride,Danny McBride,2011,0,-0.567205511,-60,FALSE,38319,tt1240982,Your Highness,"A fantasy movie about an arrogant, lazy prince and his more heroic brother who must complete a quest in order to save their father's kingdom.",Get your quest on.,Your Highness,Comedy,en,US,"kidnapping, traitor, virgin, prince, princess, revenge, minotaur, knight, dragon, wedding, king, sword and sorcery",2011,0.7886548177391464
2036,66000000,DreamWorks,USA,Steven Spielberg,Drama,79884879,War Horse,PG-13,25.12.2011 00:00,Jeremy Irvine,Lee Hall,2011,1,0.210376955,20,FALSE,57212,tt1568911,War Horse,"Follows a young man named Albert and his horse, Joey, and how their bond is broken when Joey is sold to the cavalry and sent to the trenches of World War One. Despite being too young to enlist, Albert heads to France to save his friend.",Separated by War. Tested by Battle. Bound by Friendship.,War Horse,"Drama, War","th, en",US,"world war i, horse, farm life, execution, trapped, alcoholic, cavalry, plowing, artillery",2011,1.4627047565927054
2037,45000000,Universal Pictures,USA,Other,Action,8305970,Johnny English Reborn,PG,21.10.2011 00:00,Rowan Atkinson,Hamish McColl,2011,0,-0.815422889,-80,FALSE,58233,tt1634122,Johnny English Reborn,"The most prominent heads of state in the world begin gathering for a conference that could have a major impact on global politics. When MI-7 receives word that the Chinese premier has become the target of some high-powered killers, it falls on Johnny English to save the day. Armed with the latest high-tech weaponry and gadgets that would make even James Bond jealous, the once-disgraced agent uncovers evidence of a massive conspiracy involving some of the world's most powerful organisations, and vows to redeem his tarnished reputation by stopping the killers before they can strike.",One man. One mission. No chance.,Johnny English Reborn,"Crime, Adventure, Action, Comedy, Thriller","de, cn, en, zh, ru","GB, HK, CN","buddhist monk, cooking, prime minister, kitchen, secret agent, sequel, mind control, james bond spoof, incompetence, female boss, klutz, aftercreditsstinger, assassination attempt",2011,0.5835091841750197
2038,12500000,Columbia Pictures,USA,Other,Drama,40962534,The Ides of March,R,7.10.2011 00:00,Paul Giamatti,George Clooney,2011,1,2.27700272,229,FALSE,10316,tt1124035,The Ides of March,Dirty tricks stand to soil an ambitious young press spokesman's idealism in a cutthroat presidential campaign where 'victory' is relative.,Ambition seduces. Power corrupts.,The Ides of March,Drama,en,US,"ohio, politics, dirty tricks, presidential campaign, endorsement, campaign speech, presidential debate",2011,-0.7771506302809222
