budget,company,country,director,genre,gross,name,rating,released,star,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket
3500000,New Line Cinema,USA,Albert Hughes,Crime,27900000,Menace II Society,R,26.05.1993 00:00,Tyrin Turner,Allen Hughes,1993,1,6.971428571,700
18000000,Universal Pictures,USA,John Woo,Action,32589677,Hard Target,R,20.08.1993 00:00,Jean-Claude Van Damme,Chuck Pfarrer,1993,1,0.810537611,80
25000000,TriStar Television,USA,Ron Maxwell,Drama,10769960,Gettysburg,PG,8.10.1993 00:00,Tom Berenger,Michael Shaara,1993,0,-0.5692016,-60
8000000,Propaganda Films,USA,John Dahl,Crime,2502551,Red Rock West,R,14.05.1993 00:00,Nicolas Cage,John Dahl,1993,0,-0.687181125,-70
20000000,TriStar Pictures,USA,Thomas Schlamme,Comedy,11585483,So I Married an Axe Murderer,PG-13,30.07.1993 00:00,Mike Myers,Robbie Fox,1993,0,-0.42072585,-40
15000000,Orion Pictures,USA,George A. Romero,Horror,9579068,The Dark Half,R,23.04.1993 00:00,Timothy Hutton,Stephen King,1993,0,-0.361395467,-40
3000000,New Line Cinema,USA,Adam Marcus,Fantasy,15935068,Jason Goes to Hell: The Final Friday,R,13.08.1993 00:00,John D. LeMay,Jay Huguely,1993,1,4.311689333,430
40000000,Paramount Pictures,USA,Stephen Surjik,Comedy,48197805,Wayne's World 2,PG-13,10.12.1993 00:00,Mike Myers,Mike Myers,1993,1,0.204945125,20
45000000,Warner Bros.,USA,Alan J. Pakula,Crime,100768056,The Pelican Brief,PG-13,17.12.1993 00:00,Julia Roberts,John Grisham,1993,1,1.239290133,120
15000000,Touchstone Pictures,USA,Brian Gibson,Biography,39100956,What's Love Got to Do with It,R,25.06.1993 00:00,Angela Bassett,Tina Turner,1993,1,1.6067304,160
40000000,Columbia Pictures Corporation,USA,Wolfgang Petersen,Action,102314283,In the Line of Fire,R,9.07.1993 00:00,Clint Eastwood,Jeff Maguire,1993,1,1.557857075,160
6000000,Morgan Creek Productions,USA,Alan Shapiro,Drama,13609396,The Crush,R,2.04.1993 00:00,Cary Elwes,Alan Shapiro,1993,1,1.268232667,130
15000000,Paramount Pictures,USA,Robert Lieberman,Biography,20100000,Fire in the Sky,PG-13,12.03.1993 00:00,D.B. Sweeney,Travis Walton,1993,1,0.34,30
900000,Trimark Pictures,USA,Mark Jones,Comedy,8556940,Leprechaun,R,8.01.1993 00:00,Warwick Davis,Mark Jones,1993,1,8.507711111,850
30000000,Warner Bros.,USA,Clint Eastwood,Crime,31160784,A Perfect World,PG-13,24.11.1993 00:00,Kevin Costner,John Lee Hancock,1993,1,0.0386928,0
15000000,Columbia Pictures Corporation,USA,James Ivory,Drama,22954968,The Remains of the Day,PG,19.11.1993 00:00,Anthony Hopkins,Kazuo Ishiguro,1993,1,0.5303312,50
2000000,CNCAIMC,Mexico,Guillermo del Toro,Horror,621392,Cronos,R,1994-05,Federico Luppi,Guillermo del Toro,1993,0,-0.689304,-70
2600000,Icon Entertainment International,USA,Rob Bowman,Adventure,2850263,Airborne,PG,17.09.1993 00:00,Shane McDermott,Bill Apablasa,1993,1,0.096255,10
22000000,Orion Pictures,USA,Fred Dekker,Action,10696210,RoboCop 3,PG-13,5.11.1993 00:00,Nancy Allen,Edward Neumeier,1993,0,-0.513808636,-50
9000000,PolyGram Filmed Entertainment,USA,Dominic Sena,Crime,2395231,Kalifornia,R,3.09.1993 00:00,Brad Pitt,Stephen Levy,1993,0,-0.733863222,-70
25000000,Twentieth Century Fox Film Corporation,USA,Jim Abrahams,Action,38911970,Hot Shots! Part Deux,PG-13,21.05.1993 00:00,Charlie Sheen,Jim Abrahams,1993,1,0.5564788,60
25000000,Costa do Castelo Filmes,Portugal,Bille August,Drama,6265311,La casa de los espíritus,R,1.04.1994 00:00,Jeremy Irons,Isabel Allende,1993,0,-0.74938756,-70
10000000,Twentieth Century Fox Film Corporation,USA,Daniel Stern,Comedy,53579269,Rookie of the Year,PG,7.07.1993 00:00,Thomas Ian Nicholas,Sam Harper,1993,1,4.3579269,440
6000000,Warner Bros. Animation,USA,Eric Radomski,Animation,5617391,Batman: Mask of the Phantasm,PG,25.12.1993 00:00,Kevin Conroy,Bob Kane,1993,0,-0.063768167,-10
35000000,Twentieth Century Fox Film Corporation,USA,Philip Kaufman,Action,63095271,Rising Sun,R,30.07.1993 00:00,Sean Connery,Michael Crichton,1993,1,0.802722029,80
14000000,Columbia Pictures Corporation,USA,John Singleton,Drama,27515786,Poetic Justice,R,23.07.1993 00:00,Janet Jackson,John Singleton,1993,1,0.965413286,100
11000000,Tommy,USA,Tom Stern,Comedy,29296,Freaked,PG-13,31.03.1994 00:00,Brooke Shields,Tim Burns,1993,0,-0.997336727,-100
35000000,Columbia Pictures Corporation,USA,Walter Hill,Drama,18635620,Geronimo: An American Legend,PG-13,10.12.1993 00:00,Jason Patric,John Milius,1993,0,-0.467553714,-50
19000000,Canal+,USA,Emir Kusturica,Comedy,106658,Arizona Dream,R,9.09.1994 00:00,Johnny Depp,David Atkins,1993,0,-0.994386421,-100
20000000,Castle Rock Entertainment,Canada,Harold Becker,Crime,46044636,Malicia,R,1.10.1993 00:00,Alec Baldwin,Aaron Sorkin,1993,1,1.3022318,130
30000000,Dino De Laurentiis Company,Germany,Uli Edel,Drama,13275426,El cuerpo del delito,R,15.01.1993 00:00,Madonna,Brad Mirman,1993,0,-0.5574858,-60
14000000,Paramount Pictures,USA,Peter Bogdanovich,Comedy,1029721,The Thing Called Love,PG-13,27.08.1993 00:00,River Phoenix,Carol Heikkinen,1993,0,-0.9264485,-90
15000000,Northern Lights Entertainment,USA,Rod Daniel,Comedy,53354166,Beethoven's 2nd,PG,17.12.1993 00:00,Charles Grodin,John Hughes,1993,1,2.5569444,260
35000000,Recorded Picture Company (RPC),Italy,Bernardo Bertolucci,Drama,4858139,Little Buddha,PG,25.05.1994 00:00,Keanu Reeves,Bernardo Bertolucci,1993,0,-0.861196029,-90
12000000,Metro-Goldwyn-Mayer (MGM),USA,Fred Schepisi,Comedy,6410676,Six Degrees of Separation,R,8.12.1993 00:00,Will Smith,John Guare,1993,0,-0.465777,-50
33000000,Alcor Films,France,Oliver Stone,Action,5864949,El cielo y la tierra,R,7.01.1994 00:00,Hiep Thi Le,Le Ly Hayslip,1993,0,-0.822274273,-80
17000000,Golden Harvest Company,USA,Stuart Gillard,Action,42660000,Teenage Mutant Ninja Turtles III,PG,19.03.1993 00:00,Elias Koteas,Kevin Eastman,1993,1,1.509411765,150
8200000,New Line Cinema,USA,Gene Quintano,Action,27979400,Loaded Weapon 1,PG-13,5.02.1993 00:00,Emilio Estevez,Don Holley,1993,1,2.412121951,240
13000000,Dorset Productions,USA,Abel Ferrara,Horror,428868,Body Snatchers,R,28.01.1994 00:00,Gabrielle Anwar,Jack Finney,1993,0,-0.967010154,-100
22000000,Price Entertainment,UK,Richard Attenborough,Biography,25842000,Shadowlands,PG,14.01.1994 00:00,Anthony Hopkins,William Nicholson,1993,1,0.174636364,20
11000000,Hollywood Pictures,USA,Wayne Wang,Drama,32861136,The Joy Luck Club,R,29.10.1993 00:00,Tamlyn Tomita,Amy Tan,1993,1,1.987376,200
2000000,Bandai Visual Company,USA,Brian Yuzna,Horror,54207,Return of the Living Dead III,R,25.02.1994 00:00,Kent McCord,John Penney,1993,0,-0.9728965,-100
21000000,Largo Entertainment,USA,Stephen Hopkins,Action,12136938,Judgment Night,R,15.10.1993 00:00,Emilio Estevez,Lewis Colick,1993,0,-0.422050571,-40
1500000,Davis-Films,France,Roger Avary,Crime,418953,Killing Zoe,R,1994-09,Eric Stoltz,Roger Avary,1993,0,-0.720698,-70
30000000,Columbia Pictures Corporation,USA,Rowdy Herrington,Action,23798623,Striking Distance,R,17.09.1993 00:00,Bruce Willis,Rowdy Herrington,1993,0,-0.206712567,-20
15000000,Columbia Pictures Corporation,USA,Robert Harmon,Action,22189039,Nowhere to Run,R,15.01.1993 00:00,Jean-Claude Van Damme,Joe Eszterhas,1993,1,0.479269267,50
7500000,Metro-Goldwyn-Mayer (MGM),USA,Tony Bill,Comedy,18899204,Untamed Heart,PG-13,12.02.1993 00:00,Christian Slater,Tom Sierchio,1993,1,1.519893867,150
30000000,Universal Pictures,USA,Barry Sonnenfeld,Comedy,10997166,For Love or Money,PG,1.10.1993 00:00,Michael J. Fox,Mark Rosenthal,1993,0,-0.6334278,-60
13500000,TriStar Pictures,USA,Woody Allen,Comedy,11285588,Manhattan Murder Mystery,PG,18.08.1993 00:00,Woody Allen,Woody Allen,1993,0,-0.164030519,-20
22000000,Canal+,USA,Richard Benjamin,Comedy,44942695,Made in America,PG-13,28.05.1993 00:00,Whoopi Goldberg,Marcia Brandwynne,1993,1,1.042849773,100
11500000,Polygram Filmed Entertainment,UK,Peter Medak,Action,3275585,Romeo Is Bleeding,R,4.02.1994 00:00,Gary Oldman,Hilary Henkin,1993,0,-0.715166522,-70
6500000,Walt Disney Pictures,USA,Stephen Sommers,Adventure,24103594,The Adventures of Huck Finn,PG,2.04.1993 00:00,Elijah Wood,Mark Twain,1993,1,2.708245231,270
15000000,Columbus Circle Films,USA,Tom Holland,Drama,6419876,The Temp,R,12.02.1993 00:00,Timothy Hutton,Kevin Falls,1993,0,-0.572008267,-60
6000000,August Entertainment,USA,Sheldon Lettich,Action,3273588,Only the Strong,PG-13,27.08.1993 00:00,Mark Dacascos,Sheldon Lettich,1993,0,-0.454402,-50
8000000,New Line Cinema,USA,Gus Van Sant,Comedy,1710000,Even Cowgirls Get the Blues,R,20.05.1994 00:00,Uma Thurman,Tom Robbins,1993,0,-0.78625,-80
7000000,Artimm,USA,Robert Klane,Adventure,12741891,Weekend at Bernie's II,PG,9.07.1993 00:00,Andrew McCarthy,Robert Klane,1993,1,0.820270143,80
9000000,Outlaw Productions (I),Canada,Mike Binder,Comedy,14904910,Indian Summer,PG-13,23.04.1993 00:00,Alan Arkin,Mike Binder,1993,1,0.656101111,70
13000000,Hanna-Barbera Productions,UK,Charles Grosvenor,Animation,6574896,Once Upon a Forest,G,18.06.1993 00:00,Michael Crawford,Rae Lambert,1993,0,-0.494238769,-50
28000000,Richard Williams Productions,UK,Richard Williams,Animation,669276,The Thief and the Cobbler,G,25.08.1995 00:00,Vincent Price,Richard Williams,1993,0,-0.976097286,-100
30000000,Metro-Goldwyn-Mayer (MGM),USA,Robert Townsend,Action,8023147,The Meteor Man,PG,6.08.1993 00:00,Robert Townsend,Robert Townsend,1993,0,-0.732561767,-70
14000000,Imagine Films Entertainment,USA,Henry Winkler,Comedy,31888805,Cop & ½,PG,2.04.1993 00:00,Burt Reynolds,Arne Olsen,1993,1,1.277771786,130
3000000,Trimark Pictures,USA,Anthony Hickox,Fantasy,3902679,Warlock: The Armageddon,R,24.09.1993 00:00,Julian Sands,David Twohy,1993,1,0.300893,30
8000000,Wildwood Enterprises,USA,Steven Soderbergh,Drama,1299318,King of the Hill,PG-13,20.08.1993 00:00,Jesse Bradford,A.E. Hotchner,1993,0,-0.83758525,-80
10000000,New Line Cinema,USA,Michael Gottlieb,Action,4247162,Mr. Nanny,PG,8.10.1993 00:00,Hulk Hogan,Edward Rugoff,1993,0,-0.5752838,-60
11000000,Film Workshop,Hong Kong,Woo-Ping Yuen,Action,14681661,Iron Monkey,PG-13,12.10.2001 00:00,Rongguang Yu,Tan Cheung,1993,1,0.334696455,30
10500000,Road Movies Filmproduktion,Germany,Wim Wenders,Drama,810455,"Faraway, So Close!",PG-13,21.12.1993 00:00,Otto Sander,Wim Wenders,1993,0,-0.92281381,-90
18000000,Castle Rock Entertainment,USA,Billy Weber,Adventure,1528163,Josh and S.A.M.,PG-13,24.11.1993 00:00,Jacob Tierney,Frank Deese,1993,0,-0.915102056,-90
25000000,Rastar Productions,USA,Mike Figgis,Drama,8315975,Mr. Jones,R,8.10.1993 00:00,Richard Gere,Eric Roth,1993,0,-0.667361,-70
10000000,Trimark Pictures,USA,Christopher Coppola,Crime,18369,Deadfall,R,8.10.1993 00:00,Michael Biehn,Christopher Coppola,1993,0,-0.9981631,-100
11000000,New Line Cinema,USA,Michael Apted,Crime,16696219,Blink,R,26.01.1994 00:00,Madeleine Stowe,Dana Stevens,1993,1,0.517838091,50
1000000,Ang Lee Productions,Taiwan,Ang Lee,Comedy,6933459,The Wedding Banquet,R,4.08.1993 00:00,Winston Chao,Ang Lee,1993,1,5.933459,590
10000000,Beacon Communications,USA,Leon Ichaso,Drama,18272447,Sugar Hill,R,25.02.1994 00:00,Wesley Snipes,Barry Michael Cooper,1993,1,0.8272447,80
6000000,New Line Cinema,USA,John Lafia,Comedy,12974636,Man's Best Friend,R,19.11.1993 00:00,Ally Sheedy,John Lafia,1993,1,1.162439333,120
10000000,PolyGram Filmed Entertainment,UK,Mario Van Peebles,Western,18290000,Posse,R,14.05.1993 00:00,Mario Van Peebles,Sy Richardson,1993,1,0.829,80
1000000,New Horizons Picture,USA,Adam Simon,Horror,1753979,Carnosaur,R,21.05.1993 00:00,Diane Ladd,John Brosnan,1993,1,0.753979,80
14000000,Hollywood Pictures,USA,Patrick Hasburgh,Drama,8041049,Aspen Extreme,PG-13,22.01.1993 00:00,Paul Gross,Patrick Hasburgh,1993,0,-0.425639357,-40
12000000,Twentieth Century Fox Film Corporation,USA,Rachel Talalay,Horror,5086909,Ghost in the Machine,R,29.12.1993 00:00,Karen Allen,William Davies,1993,0,-0.576090917,-60
25000000,Filmauro,Italy,Blake Edwards,Comedy,2457574,Son of the Pink Panther,PG,27.08.1993 00:00,Roberto Benigni,Maurice Richlin,1993,0,-0.90169704,-90
10000000,Cecchi Gori Europa N.V.,Italy,Abel Ferrara,Drama,72495,Dangerous Game,R,19.11.1993 00:00,Harvey Keitel,Nicholas St. John,1993,0,-0.9927505,-100
12000000,A&M; Films,USA,Tony Bill,Biography,1703282,A Home of Our Own,PG,5.11.1993 00:00,Kathy Bates,Patrick Sheane Duncan,1993,0,-0.858059833,-90
19000000,Krasnow Productions,USA,Emile Ardolino,Family,2119994,The Nutcracker,G,24.11.1993 00:00,Darci Kistler,Susan Cooper,1993,0,-0.888421368,-90
11000000,Permut Presentations,USA,Ramón Menéndez,Comedy,1044824,Money for Nothing,R,10.09.1993 00:00,John Cusack,Mark Bowden,1993,0,-0.905016,-90
8000000,Miramax,USA,Yves Simoneau,Drama,874148,Mother's Boys,R,18.03.1994 00:00,Jamie Lee Curtis,Bernard Taylor,1993,0,-0.8907315,-90
11900000,DENTSU Music And Entertainment,Japan,Akira Kurosawa,Drama,48856,Maadadayo,Not specified,20.03.1998 00:00,Tatsuo Matsumura,Akira Kurosawa,1993,0,-0.995894454,-100
13000000,Night Life Inc.,USA,Anthony Minghella,Comedy,3125424,Mr. Wonderful,PG-13,15.10.1993 00:00,Matt Dillon,Amy Schor Ferris,1993,0,-0.759582769,-80
9000000,StudioCanal,USA,James B. Harris,Action,10058318,Boiling Point,R,16.04.1993 00:00,Wesley Snipes,Gerald Petievich,1993,1,0.117590889,10
999999,Incorporated Television Company (ITC),USA,Rusty Cundieff,Comedy,238230,Fear of a Black Hat,R,3.06.1994 00:00,Larry B. Scott,Rusty Cundieff,1993,0,-0.761769762,-80
8030000,Davis Entertainment,USA,Deran Sarafian,Action,3411885,Gunmen,R,4.02.1994 00:00,Christopher Lambert,Stephen Sommers,1993,0,-0.575107721,-60
13000000,Parkway Productions,USA,John Whitesell,Drama,2570145,Calendar Girl,PG-13,3.09.1993 00:00,Jason Priestley,Paul W. Shapiro,1993,0,-0.802296538,-80
2500000,Fine Line Features,USA,Michael Steinberg,Drama,764083,"Bodies, Rest & Motion",R,9.04.1993 00:00,Phoebe Cates,Roger Hedden,1993,0,-0.6943668,-70
1000000,Channel Four Films,USA,Haile Gerima,Drama,2691899,Sankofa,Not specified,28.05.1993 00:00,Kofi Ghanaba,Haile Gerima,1993,1,1.691899,170
5000000,Trimark Pictures,USA,Stephen Cornwell,Action,2970,Philadelphia Experiment II,PG-13,4.06.1994 00:00,Brad Johnson,Wallace C. Bennett,1993,0,-0.999406,-100
800000,Full Crew/Say Yea,USA,Victor Nunez,Drama,1001437,Ruby in Paradise,R,5.11.1993 00:00,Ashley Judd,Jane Austen,1993,1,0.25179625,30
25000000,Castle Rock Entertainment,USA,Frank Darabont,Crime,28341469,The Shawshank Redemption,R,14.10.1994 00:00,Tim Robbins,Stephen King,1994,1,0.13365876,10
8000000,Miramax,USA,Quentin Tarantino,Crime,107928762,Pulp Fiction,R,14.10.1994 00:00,John Travolta,Quentin Tarantino,1994,1,12.49109525,1250
55000000,Paramount Pictures,USA,Robert Zemeckis,Comedy,330252182,Forrest Gump,PG-13,6.07.1994 00:00,Tom Hanks,Winston Groom,1994,1,5.004585127,500
45000000,Walt Disney Pictures,USA,Roger Allers,Animation,312900000,The Lion King,G,24.06.1994 00:00,Matthew Broderick,Irene Mecchi,1994,1,5.953333333,600
60000000,Geffen Pictures,USA,Neil Jordan,Drama,105264608,Interview with the Vampire: The Vampire Chronicles,R,11.11.1994 00:00,Brad Pitt,Anne Rice,1994,1,0.754410133,80
30000000,The Mark Gordon Company,USA,Jan de Bont,Action,121248145,Speed,R,10.06.1994 00:00,Keanu Reeves,Graham Yost,1994,1,3.041604833,300
4400000,PolyGram Filmed Entertainment,UK,Mike Newell,Comedy,52700832,Four Weddings and a Funeral,R,15.04.1994 00:00,Hugh Grant,Richard Curtis,1994,1,10.97746182,1100
18000000,New Line Cinema,USA,Chuck Russell,Comedy,119938730,The Mask,PG-13,29.07.1994 00:00,Jim Carrey,Michael Fallon,1994,1,5.663262778,570
16000000,New Line Cinema,USA,Peter Farrelly,Comedy,127175354,Dumb and Dumber,PG-13,16.12.1994 00:00,Jim Carrey,Peter Farrelly,1994,1,6.948459625,690
34000000,Warner Bros.,USA,Oliver Stone,Crime,50282766,Natural Born Killers,R,26.08.1994 00:00,Woody Harrelson,Quentin Tarantino,1994,1,0.478904882,50
30000000,TriStar Pictures,USA,Edward Zwick,Drama,66638883,Legends of the Fall,R,13.01.1995 00:00,Brad Pitt,Susan Shilliday,1994,1,1.2212961,120
55000000,Canal+,France,Roland Emmerich,Action,71565669,Stargate: la puerta del tiempo,PG-13,28.10.1994 00:00,Kurt Russell,Dean Devlin,1994,1,0.301193982,30
115000000,Twentieth Century Fox Film Corporation,USA,James Cameron,Action,146282411,True Lies,R,15.07.1994 00:00,Arnold Schwarzenegger,Claude Zidi,1994,1,0.272020965,30
23000000,Crowvision Inc.,USA,Alex Proyas,Action,50693162,The Crow,R,13.05.1994 00:00,Brandon Lee,James O'Barr,1994,1,1.204050522,120
12000000,Morgan Creek Productions,USA,Tom Shadyac,Comedy,72217000,Ace Ventura: Pet Detective,PG-13,4.02.1994 00:00,Jim Carrey,Jack Bernstein,1994,1,5.018083333,500
63000000,Warner Bros.,USA,Lawrence Kasdan,Adventure,25052000,Wyatt Earp,PG-13,24.06.1994 00:00,Kevin Costner,Dan Gordon,1994,0,-0.602349206,-60
46000000,Universal Pictures,USA,Brian Levant,Comedy,130512915,The Flintstones,PG,27.05.1994 00:00,John Goodman,Tom S. Parker,1994,1,1.837237283,180
11500000,Jersey Films,USA,Ben Stiller,Comedy,20982557,Reality Bites,PG-13,18.02.1994 00:00,Winona Ryder,Helen Childress,1994,1,0.824570174,80
35000000,Paramount Pictures,USA,David Carson,Action,75668868,Star Trek: Generations,PG,18.11.1994 00:00,Patrick Stewart,Gene Roddenberry,1994,1,1.161967657,120
18000000,Touchstone Pictures,USA,Tim Burton,Biography,5887457,Ed Wood,R,7.10.1994 00:00,Johnny Depp,Rudolph Grey,1994,0,-0.672919056,-70
8000000,New Line Cinema,USA,Wes Craven,Fantasy,18090181,New Nightmare,R,14.10.1994 00:00,Heather Langenkamp,Wes Craven,1994,1,1.261272625,130
230000,View Askew Productions,USA,Kevin Smith,Comedy,3151130,Clerks,R,9.11.1994 00:00,Brian O'Halloran,Kevin Smith,1994,1,12.70056522,1270
45000000,TriStar Pictures,USA,Kenneth Branagh,Drama,22006296,Mary Shelley's Frankenstein,R,4.11.1994 00:00,Robert De Niro,Mary Shelley,1994,0,-0.5109712,-50
62000000,Mace Neufeld Productions,USA,Phillip Noyce,Action,122187717,Clear and Present Danger,PG-13,3.08.1994 00:00,Harrison Ford,Tom Clancy,1994,1,0.970769629,100
15000000,Columbia Pictures Corporation,USA,Gillian Armstrong,Drama,50083616,Little Women,PG,25.12.1994 00:00,Susan Sarandon,Louisa May Alcott,1994,1,2.338907733,229
40000000,Warner Bros.,USA,Donald Petrie,Comedy,38087756,Ri¢hie Ri¢h,PG,21.12.1994 00:00,Macaulay Culkin,Neil Tolkin,1994,0,-0.0478061,0
600000,Genre Pictures,USA,Kim Henkel,Comedy,141626,Texas Chainsaw Massacre: The Next Generation,R,21.10.1995 00:00,Renée Zellweger,Kim Henkel,1994,0,-0.763956667,-80
50000000,Twentieth Century Fox Film Corporation,USA,Patrick Read Johnson,Adventure,16671505,Baby's Day Out,PG,1.07.1994 00:00,Lara Flynn Boyle,John Hughes,1994,0,-0.6665699,-70
35000000,Capcom Entertainment,Japan,Steven E. de Souza,Action,33423521,Street Fighter,PG-13,23.12.1994 00:00,Jean-Claude Van Damme,Steven E. de Souza,1994,0,-0.045042257,0
20000000,Warner Bros.,USA,Duwayne Dunham,Comedy,19288821,Little Giants,PG,14.10.1994 00:00,Rick Moranis,James Ferguson,1994,0,-0.03555895,0
5000000,WingNut Films,New Zealand,Peter Jackson,Biography,3049135,Criaturas celestiales,R,27.03.1998 00:00,Melanie Lynskey,Fran Walsh,1994,0,-0.390173,-40
8000000,New Line Cinema,USA,John Carpenter,Fantasy,8946600,In the Mouth of Madness,R,3.02.1995 00:00,Sam Neill,Michael De Luca,1994,1,0.118325,10
31000000,Egg Pictures,USA,Michael Apted,Drama,33683817,Nell,PG-13,23.12.1994 00:00,Jodie Foster,Mark Handley,1994,1,0.086574742,10
45000000,Warner Bros.,USA,Joel Schumacher,Crime,92115211,The Client,PG-13,20.07.1994 00:00,Susan Sarandon,John Grisham,1994,1,1.047004689,100
75000000,Donner/Shuler-Donner Productions,USA,Richard Donner,Action,101631272,Maverick,PG,20.05.1994 00:00,Mel Gibson,Roy Huggins,1994,1,0.355083627,40
22000000,Walt Disney Pictures,USA,John Pasquin,Comedy,144833357,The Santa Clause,PG,11.11.1994 00:00,Tim Allen,Leo Benvenuti,1994,1,5.583334409,560
45000000,Warner Bros.,Peru,Luis Llosa,Action,57362581,The Specialist,R,7.10.1994 00:00,Sylvester Stallone,John Shirley,1994,1,0.274724022,30
40000000,Cinergi Pictures Entertainment,USA,Penny Marshall,Comedy,24332324,Renaissance Man,PG-13,3.06.1994 00:00,Danny DeVito,Jim Burnstein,1994,0,-0.3916919,-40
27000000,Vegahom Europe,USA,Stephen Sommers,Adventure,44342956,El Libro de la Selva,PG,30.12.1994 00:00,Jason Scott Lee,Rudyard Kipling,1994,1,0.642331704,60
3000000,CiBy 2000,Australia,P.J. Hogan,Comedy,15185594,La boda de Muriel,R,31.03.1995 00:00,Toni Collette,P.J. Hogan,1994,1,4.061864667,409
24000000,Caravan Pictures,USA,William Dear,Comedy,50236831,Angels in the Outfield,PG,15.07.1994 00:00,Danny Glover,Dorothy Kingsley,1994,1,1.093201292,110
55000000,Paramount Pictures,USA,John Landis,Action,42610000,Beverly Hills Cop III,R,25.05.1994 00:00,Eddie Murphy,Danilo Bach,1994,0,-0.225272727,-20
31000000,Baltimore Pictures,USA,Robert Redford,Biography,24822619,Quiz Show,PG-13,7.10.1994 00:00,Ralph Fiennes,Paul Attanasio,1994,0,-0.199270355,-20
55000000,Warner Bros.,USA,Barry Levinson,Drama,83015089,Disclosure,R,9.12.1994 00:00,Michael Douglas,Michael Crichton,1994,1,0.509365255,50
70000000,Columbia Pictures Corporation,USA,Mike Nichols,Drama,65012000,Wolf,R,17.06.1994 00:00,Jack Nicholson,Jim Harrison,1994,0,-0.071257143,-10
