,budget,company,country,director,genre,gross,name,released,runtime,votes,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket,id,imdb_id,original_title,popularity,tagline,title,genres_edited,production_countries_edited,year_released,budget_norm,runtime_norm,votes_norm,popularity_norm
1664,17000000,Other,USA,Other,Crime,2626800,Captivity,13.07.2007 00:00,96,21178,Larry Cohen,2007,0,-0.845482353,-80,14125,tt0374563,Captivity,8.687797,When You Think The Worst Has Happened... Think Worse,Captivity,"Crime, Horror, Thriller","RU, US",2007,-0.5451063043607178,-0.6289010157801903,-0.6095797082808335,0.1961008655870965
1665,65000000,Other,USA,Other,Comedy,32061555,Mr. Magorium's Wonder Emporium,16.11.2007 00:00,93,37538,Zach Helm,2007,0,-0.506745308,-50,2284,tt0457419,Mr. Magorium's Wonder Emporium,8.696467,You have to believe it to see it.,Mr. Magorium's Wonder Emporium,Comedy,"CA, US",2007,1.509665770610862,-0.8419384818069724,-0.338108918185943,0.1985266848884753
1666,6000000,Other,USA,Other,Drama,20146,Wind Chill,3.08.2007 00:00,91,18857,Joe Gangemi,2007,0,-0.996642333,-100,14223,tt0486051,Wind Chill,5.944181,There Are Worse Things Than Dying,Wind Chill,"Drama, Horror, Thriller","CA, GB, US",2007,-1.015991571541705,-0.9839634591581604,-0.6480933821078654,-0.5715481134638107
1667,2000000,Other,USA,Other,Horror,958961,Diary of the Dead,22.02.2008 00:00,95,42332,George A. Romero,2007,0,-0.5205195,-50,13025,tt0848557,Diary of the Dead,12.001324,Where will you be when the end begins?,Diary of the Dead,"Horror, Action, Science Fiction",US,2008,-1.1872225777893366,-0.6999135044557844,-0.25855934803222025,1.123207872765804
1668,16000000,Screen Gems,USA,Other,Horror,35374833,The Messengers,2.02.2007 00:00,90,35022,Mark Wheaton,2007,1,1.210927063,120,9966,tt0425430,The Messengers,9.629399,There is evidence to suggest that children are highly susceptible to paranormal phenomena. They see what adults cannot. They believe what adults deny. And they are trying to warn us.,The Messengers,"Mystery, Thriller, Horror",US,2007,-0.5879140559226258,-1.0549759478337544,-0.3798583379829323,0.45955603350137175
1669,35000000,Warner Bros.,USA,Other,Comedy,43799818,License to Wed,3.07.2007 00:00,91,33769,Kim Barker,2007,1,0.251423371,30,2959,tt0762114,License to Wed,7.102076,First came love... then came Reverend Frank.,License to Wed,Comedy,"AU, US",2007,0.2254332237536246,-0.9839634591581604,-0.4006500800360434,-0.24757532915356092
1670,12000000,Metro-Goldwyn-Mayer (MGM),USA,Other,Comedy,3950294,Charlie Bartlett,22.02.2008 00:00,97,58595,Gustin Nash,2007,0,-0.670808833,-70,8669,tt0423977,Charlie Bartlett,6.135652,Popularity is a state of mind.,Charlie Bartlett,"Comedy, Drama",US,2008,-0.7591450621702575,-0.5578885271045964,0.011301865862229907,-0.5179755589708146
1671,14000000,Other,USA,Other,Drama,61356221,Stomp the Yard,12.01.2007 00:00,100,20221,Robert Adetuyi,2007,1,3.382587214,340,1931,tt0775539,Stomp the Yard,5.607508,He will challenge their traditions. Their traditions will change his life.,Stomp the Yard,"Drama, Music",US,2007,-0.6735295590464416,-0.3448510610778144,-0.6254597538872401,-0.6657474054653176
1672,20000000,Other,USA,Other,Comedy,18882880,Georgia Rule,11.05.2007 00:00,100,21482,Mark Andrus,2007,0,-0.055856,-10,13159,tt0791304,Georgia Rule,7.281643,"In this family, attitude doesn't skip a generation.",Georgia Rule,"Comedy, Drama, Romance",US,2007,-0.4166830496749941,-0.3448510610778144,-0.6045352632815153,-0.197333449742873
1673,100000000,Warner Bros.,USA,Other,Comedy,72006777,Fred Claus,9.11.2007 00:00,116,33861,Dan Fogelman,2007,0,-0.27993223,-30,5375,tt0486583,Fred Claus,5.502098,Everybody has that one relative who can't help but cause problems over the holidays. Even Santa.,Fred Claus,"Action, Comedy, Drama",US,2007,3.007937075277639,0.7913487577316897,-0.39912347168098655,-0.6952405557027256
1674,10000000,Other,USA,Other,Drama,31339647,Daddy's Little Girls,14.02.2007 00:00,100,6254,Tyler Perry,2007,1,2.1339647,210,16555,tt0778661,Daddy's Little Girls,6.063809,Family Comes First,Daddy's Little Girls,"Comedy, Drama, Romance",US,2007,-0.8447605652940733,-0.3448510610778144,-0.8572221331815759,-0.5380768434078329
1675,28000000,Other,Other,Other,Comedy,49631958,Are We Done Yet?,4.04.2007 00:00,92,16749,Hank Nelken,2007,1,0.772569929,80,10172,tt0422774,Are We Done Yet?,6.370205,New house. New family. What could possibly go wrong?,Are We Done Yet?,"Comedy, Family, Drama",US,2007,-0.0742210371797308,-0.9129509704825663,-0.683072625721559,-0.4523488929274151
1676,16000000,DreamWorks,USA,Other,Drama,3287315,Things We Lost in the Fire,19.10.2007 00:00,118,25351,Allan Loeb,2007,0,-0.794542813,-80,3877,tt0469623,Things We Lost in the Fire,11.446274,Hope comes with letting go.,Things We Lost in the Fire,Drama,US,2007,-0.5879140559226258,0.9333737350828777,-0.5403347445237444,0.9679078723932278
1677,16000000,Other,USA,Other,Biography,9176787,A Mighty Heart,22.06.2007 00:00,108,24917,John Orloff,2007,0,-0.426450813,-40,1988,tt0829459,A Mighty Heart,16.770196,One woman dared to keep hope alive,A Mighty Heart,"Drama, Thriller","FR, GB, PK, US",2007,-0.5879140559226258,0.22324884832693767,-0.5475363535030343,2.457512572120399
1678,20000000,Other,USA,Other,Comedy,13349251,The Comebacks,19.10.2007 00:00,107,10302,Ed Yeager,2007,0,-0.33253745,-30,10759,tt0790804,The Comebacks,3.324966,Keep your eye on the ball.,The Comebacks,Comedy,US,2007,-0.4166830496749941,0.15223635965134366,-0.790051365559075,-1.3043903627672202
1679,15000000,Other,USA,Other,Comedy,55184721,Why Did I Get Married?,12.10.2007 00:00,100,10288,Tyler Perry,2007,1,2.6789814,270,17202,tt0906108,Why Did I Get Married?,2.016044,Because we complete each other's sentences.,Why Did I Get Married?,"Comedy, Drama",US,2007,-0.6307218074845337,-0.3448510610778144,-0.7902836755261488,-1.670619688211186
1680,13000000,Other,USA,Other,Comedy,49121934,This Christmas,21.11.2007 00:00,100,7027,Preston A. Whitmore II,2007,1,2.778610308,280,15250,tt0937375,This Christmas,2.501209,You can't exchange family.,This Christmas,"Comedy, Drama",US,2007,-0.7163373106083495,-0.3448510610778144,-0.8443953042852831,-1.534873134421868
1681,15000000,Metro-Goldwyn-Mayer (MGM),USA,Other,Drama,3525161,Blood and Chocolate,26.01.2007 00:00,100,15964,Ehren Kruger,2007,0,-0.764989267,-80,10075,tt0397044,Blood and Chocolate,5.415846,The hunt never tasted so sweet.,Blood and Chocolate,"Drama, Fantasy, Horror, Romance","RO, DE, GB, US",2007,-0.6307218074845337,-0.3448510610778144,-0.6960985774467724,-0.7193734007295438
1682,8000000,Other,Other,Other,Action,223537,Battle in Seattle,7.05.2008 00:00,99,13248,Stuart Townsend,2007,0,-0.972057875,-100,13177,tt0850253,Battle in Seattle,4.518646,"Six lives, six battles, one city.",Battle in Seattle,"Action, Drama",US,2008,-0.9303760684178891,-0.41586354975340833,-0.7411667110591026,-0.9704051282032405
1683,10000000,Other,USA,Other,Crime,25775,The Air I Breathe,17.10.2008 00:00,95,32130,Jieho Lee,2007,0,-0.9974225,-100,13641,tt0485851,The Air I Breathe,8.876157,"The question is not whether we will die, but how we will live.",The Air I Breathe,"Drama, Action, Thriller, Crime","MX, US",2008,-0.8447605652940733,-0.6999135044557844,-0.42784693975276256,0.24880297903665669
1684,6000000,Other,USA,Other,Comedy,712391,Rocket Science,28.09.2007 00:00,101,12086,Jeffrey Blitz,2007,0,-0.881268167,-90,13068,tt0477078,Rocket Science,3.563126,Life is easier done than said.,Rocket Science,"Comedy, Drama",US,2007,-1.015991571541705,-0.27383857240222037,-0.7604484383262335,-1.2377544775519553
1685,10000000,Twentieth Century Fox Film Corporation,USA,Other,Comedy,20342161,Reno 911!: Miami,23.02.2007 00:00,100,24543,Robert Ben Garant,2007,1,1.0342161,100,10090,tt0499554,Reno 911!: Miami,4.468247,"In a time of crisis, America will call Reno 911!",Reno 911!: Miami,"Action, Adventure, Comedy, Crime",US,2007,-0.8447605652940733,-0.3448510610778144,-0.5537423483377218,-0.984506496942593
1686,55000000,Warner Bros.,USA,Other,Drama,5755286,Lucky You,4.05.2007 00:00,124,18870,Eric Roth,2007,0,-0.895358436,-90,1950,tt0338216,Lucky You,5.731132,Change your game. Change your life.,Lucky You,"Drama, Romance",US,2007,1.0815882549917828,1.3594486671364416,-0.6478776657098682,-0.6311580761327182
1687,85000000,Universal Pictures,USA,Other,Action,75754670,Hellboy II: The Golden Army,11.07.2008 00:00,120,221241,Guillermo del Toro,2008,0,-0.108768588,-10,11253,tt0411477,Hellboy II: The Golden Army,11.928661,Saving the world is a hell of a job.,Hellboy II: The Golden Army,"Adventure, Fantasy, Science Fiction","DE, US",2008,2.3658208018490203,1.0753987124340656,2.7101795019119583,1.102877156745495
1688,25000000,Columbia Pictures,USA,Other,Comedy,48237389,The House Bunny,22.08.2008 00:00,97,68405,Karen McCullah,2008,1,0.92949556,90,12620,tt0852713,The House Bunny,9.920106,"For the girls of ZETA house college life was no party, until Shelley showed up.",The House Bunny,"Romance, Comedy",US,2008,-0.20264429186545455,-0.5578885271045964,0.17408477850470397,0.5408942862863654
1689,52000000,Universal Pictures,USA,Other,Comedy,144130063,Mamma Mia!,18.07.2008 00:00,108,157292,Catherine Johnson,2008,1,1.771731981,180,11631,tt0795421,Mamma Mia!,10.534437,Take a trip down the aisle you'll never forget,Mamma Mia!,"Comedy, Romance","DE, GB, US",2008,0.9531650003060591,0.22324884832693767,1.6490373530257632,0.7127807911577916
1690,6000000,Other,USA,Other,Drama,26236603,The Wrestler,30.01.2009 00:00,109,263945,Robert D. Siegel,2008,1,3.372767167,340,12163,tt1125849,The Wrestler,7.903956,Love. Pain. Glory.,The Wrestler,"Drama, Romance",US,2009,-1.015991571541705,0.29426133700253165,3.41879127576356,-0.023213624264341218
1691,65000000,Columbia Pictures,USA,Other,Comedy,100468793,Step Brothers,25.07.2008 00:00,98,227558,Will Ferrell,2008,1,0.545673738,50,12133,tt0838283,Step Brothers,8.579638,They grow up so fast.,Step Brothers,Comedy,US,2008,1.509665770610862,-0.48687603842900234,2.8150010777695025,0.165838559956437
1692,35000000,Columbia Pictures,USA,Other,Crime,81159365,21,28.03.2008 00:00,123,201705,Peter Steinfeld,2008,1,1.318839,130,8065,tt0478087,21,8.33756,They proved the Vegas Blackjack System was beatable...by beating the hell out of it.,21,"Drama, Crime",US,2008,0.2254332237536246,1.2884361784608478,2.3860075364294535,0.09810643944442472
1693,30000000,Universal Pictures,USA,Other,Comedy,63172463,Forgetting Sarah Marshall,18.04.2008 00:00,111,230079,Jason Segel,2008,1,1.105748767,110,9870,tt0800039,Forgetting Sarah Marshall,15.106676,"You lose some, you get some.",Forgetting Sarah Marshall,"Comedy, Romance, Drama",US,2008,0.011394465944085023,0.4362863143537197,2.856833465411875,1.9920686362231148
1694,27000000,Columbia Pictures,USA,Other,Action,87341380,Pineapple Express,6.08.2008 00:00,111,272938,Seth Rogen,2008,1,2.234865926,220,10189,tt0910936,Pineapple Express,8.461369,Put this in your pipe and smoke it.,Pineapple Express,"Action, Comedy",US,2008,-0.11702878874163872,0.4362863143537197,3.5680172424703662,0.13274753078057144
1695,30000000,Fox 2000 Pictures,USA,Other,Comedy,76808654,27 Dresses,18.01.2008 00:00,111,133431,Aline Brosh McKenna,2008,1,1.560288467,160,6557,tt0988595,27 Dresses,10.342202,She's about to find the perfect fit.,27 Dresses,"Comedy, Romance",US,2008,0.011394465944085023,0.4362863143537197,1.25309820128651,0.6589944735798757
1696,15500000,Other,Other,Woody Allen,Drama,23216709,Vicky Cristina Barcelona,15.08.2008 00:00,96,212733,Woody Allen,2008,1,0.497852194,50,5038,tt0497465,Vicky Cristina Barcelona,9.648539,Life is the ultimate work of art,Vicky Cristina Barcelona,"Drama, Romance","US, ES",2008,-0.6093179317035797,-0.6289010157801903,2.569001416207354,0.46491130240891365
1697,35000000,DreamWorks,USA,Other,Drama,22911480,Revolutionary Road,23.01.2009 00:00,119,162463,Justin Haythe,2008,0,-0.345386286,-30,4148,tt0959337,Revolutionary Road,12.265867,How do you break free without breaking apart?,Revolutionary Road,"Drama, Romance","GB, US",2009,0.2254332237536246,1.0043862237584718,1.7348426987214038,1.1972255792761406
1698,35000000,Other,USA,Other,Action,7948159,Punisher: War Zone,5.12.2008 00:00,103,52479,Nick Santora,2008,0,-0.772909743,-80,13056,tt0450314,Punisher: War Zone,8.333526,Vengeance has a name,Punisher: War Zone,"Action, Crime","CA, DE, US",2008,0.2254332237536246,-0.13181359505103235,-0.09018440261089664,0.09697774797248018
1699,70000000,Warner Bros.,USA,Ridley Scott,Action,39394666,Body of Lies,10.10.2008 00:00,128,185521,William Monahan,2008,0,-0.437219057,-40,12113,tt0758774,Body of Lies,12.886125,Trust no one. Deceive everyone.,Body of Lies,"Action, Drama, Thriller","US, GB",2008,1.7237045284204018,1.6434986218388177,2.117457214492063,1.3707704268233767
1700,90000000,Paramount Pictures,USA,Other,Adventure,71195053,The Spiderwick Chronicles,14.02.2008 00:00,96,74370,Karey Kirkpatrick,2008,0,-0.208943856,-20,8204,tt0416236,The Spiderwick Chronicles,11.133784,Their World Is Closer Than You Think.,The Spiderwick Chronicles,"Adventure, Family, Fantasy",US,2008,2.57985955965856,-0.6289010157801903,0.2730654180472481,0.8804748535365007
1701,24000000,Other,USA,Other,Comedy,31457946,Zack and Miri Make a Porno,31.10.2008 00:00,101,156855,Kevin Smith,2008,1,0.31074775,30,10358,tt1007028,Zack and Miri Make a Porno,6.449332,What would you do to get out of debt?,Zack and Miri Make a Porno,Comedy,US,2008,-0.24545204342736246,-0.27383857240222037,1.6417859633392433,-0.4302095845237023
1702,75000000,Metro-Goldwyn-Mayer (MGM),USA,Other,Drama,83077833,Valkyrie,25.12.2008 00:00,121,197529,Christopher McQuarrie,2008,1,0.10770444,10,2253,tt0985699,Valkyrie,8.635464,Many saw evil. They dared to stop it.,Valkyrie,"Drama, Thriller, History, War","DE, US",2008,1.9377432862299413,1.1464112011096597,2.3167127919651342,0.18145837406471493
1703,70000000,Warner Bros.,USA,Other,Action,70231041,Fool's Gold,8.02.2008 00:00,112,64098,John Claflin,2008,1,0.003300586,0,8676,tt0770752,Fool's Gold,9.4548,This February True Love Takes a Dive.,Fool's Gold,"Romance, Comedy, Adventure",US,2008,1.7237045284204018,0.5072988030293136,0.10261627649133641,0.4107041737318893
1704,80000000,Warner Bros.,USA,Other,Action,130319208,Get Smart,20.06.2008 00:00,110,176842,Tom J. Astle,2008,1,0.6289901,60,11665,tt0425061,Get Smart,11.35779,Saving The World...And Loving It!,Get Smart,"Action, Comedy, Thriller","CA, RU, US",2008,2.151782044039481,0.36527382567812566,1.973441628475342,0.9431505257884765
1705,85000000,Twentieth Century Fox Film Corporation,USA,Other,Action,80172128,Jumper,14.02.2008 00:00,88,256451,David S. Goyer,2008,0,-0.056798494,-10,8247,tt0489099,Jumper,11.03897,anywhere is possible.,Jumper,"Adventure, Fantasy, Science Fiction","CA, US",2008,2.3658208018490203,-1.1970009251849423,3.2944390691027343,0.853946407026591
1706,20000000,Summit Entertainment,USA,Other,Action,24850922,Never Back Down,14.03.2008 00:00,110,85496,Chris Hauty,2008,1,0.2425461,20,8456,tt1023111,Never Back Down,14.753931,Win or lose... Everyone has their fight.,Never Back Down,"Drama, Action",US,2008,-0.4166830496749941,0.36527382567812566,0.45768546759466566,1.8933724851891098
1707,35000000,Columbia Pictures,Other,Other,Biography,26814957,The Other Boleyn Girl,29.02.2008 00:00,115,89728,Peter Morgan,2008,0,-0.233858371,-20,12184,tt0467200,The Other Boleyn Girl,9.778826,Two sisters divided for the love of a king.,The Other Boleyn Girl,Drama,"GB, US",2008,0.2254332237536246,0.7203362690560957,0.5279094519272803,0.5013649032530574
1708,30000000,Other,Other,Other,Action,10955425,Doomsday,14.03.2008 00:00,113,65516,Neil Marshall,2008,0,-0.634819167,-60,13460,tt0483607,Doomsday,13.436536,Mankind has an expiration date.,Doomsday,"Action, Thriller, Science Fiction","DE, GB, US, ZA",2008,0.011394465944085023,0.5783112917049077,0.1261459574421038,1.524772459982678
1709,37000000,Other,USA,Other,Comedy,60355347,Burn After Reading,12.09.2008 00:00,96,264758,Joel Coen,2008,1,0.631225595,60,4944,tt0887883,Burn After Reading,13.206799,Intelligence is relative.,Burn After Reading,"Comedy, Drama","US, GB, FR",2008,0.3110487268774404,-0.6289010157801903,3.432281847422921,1.4604932847991907
1710,50000000,Other,USA,Other,Action,160641,Outlander,1.04.2010 00:00,115,66198,Dirk Blackman,2008,0,-0.99678718,-100,10529,tt0462465,Outlander,14.611182,It destroyed his world. He won't let it destroy ours.,Outlander,"Fantasy, Action, Science Fiction","DE, US",2010,0.8675494971822433,0.7203362690560957,0.13746277155241649,1.8534320838681748
1711,90000000,Columbia Pictures,USA,Dennis Dugan,Action,100018837,You Don't Mess with the Zohan,6.06.2008 00:00,113,166095,Adam Sandler,2008,1,0.111320411,10,10661,tt0960144,You Don't Mess with the Zohan,13.116461,Lather. Rinse. Save the world.,You Don't Mess with the Zohan,"Comedy, Action",US,2008,2.57985955965856,0.5783112917049077,1.7951105416079955,1.4352171989805114
1712,55000000,Other,USA,Clint Eastwood,Biography,35739802,Changeling,31.10.2008 00:00,141,209863,J. Michael Straczynski,2008,0,-0.350185418,-40,3580,tt0824747,Changeling,11.672394,"To find her son, she did what no one else dared.",Changeling,"Crime, Drama, Mystery",US,2008,1.0815882549917828,2.5666609746215396,2.521377872957211,1.031175030458712
1713,35000000,Other,Other,Other,Action,40689393,Max Payne,17.10.2008 00:00,100,112236,Beau Thorne,2008,1,0.162554086,20,13051,tt0467197,Max Payne,10.08043,When a Man Has Lost Everything. He Only has Revenge,Max Payne,Action,"US, CA",2008,0.2254332237536246,-0.3448510610778144,0.901397504705752,0.5857520779442932
1714,19000000,Summit Entertainment,USA,Other,Adventure,8402485,Sex Drive,17.10.2008 00:00,109,75976,Sean Anders,2008,0,-0.557763947,-60,13523,tt1135985,Sex Drive,9.106146,He's leaving virgin territory,Sex Drive,"Comedy, Adventure, Romance",US,2008,-0.459490801236902,0.29426133700253165,0.299714689984436,0.3131526624628141
1715,40000000,Columbia Pictures,USA,Other,Comedy,46012734,Made of Honor,2.05.2008 00:00,101,58284,Adam Sztykiel,2008,1,0.15031835,20,10761,tt0866439,Made of Honor,6.417385,He'll do anything to get the groom out of the picture.,Made of Honor,"Comedy, Romance","GB, US",2008,0.43947198156316414,-0.27383857240222037,0.006141265879374714,-0.43914818304978576
1716,45000000,Universal Pictures,USA,Other,Action,36316032,Death Race,22.08.2008 00:00,105,176350,Paul W.S. Anderson,2008,0,-0.192977067,-20,10483,tt0452608,Death Race,13.53003,Get ready for a killer race.,Death Race,"Action, Thriller, Science Fiction","GB, US, DE",2008,0.6535107393727038,0.010211382300155654,1.9652775924896033,1.5509315776024124
1717,20000000,Universal Pictures,USA,Other,Comedy,19780,Wild Child,28.11.2008 00:00,98,40439,Lucy Dahl,2008,0,-0.999011,-100,13971,tt1024255,Wild Child,10.420849,New Girl. New School. New Rules.,Wild Child,Comedy,"FR, GB, US",2008,-0.4166830496749941,-0.48687603842900234,-0.2899709742944224,0.6809994805689794
1718,15000000,Other,USA,Other,Comedy,6409528,The Rocker,20.08.2008 00:00,102,33768,Maya Forbes,2008,0,-0.572698133,-60,10186,tt1031969,The Rocker,9.469873,Opportunity rocks.,The Rocker,"Comedy, Music",US,2008,-0.6307218074845337,-0.20282608372662636,-0.4006666736051201,0.4149215179452317
1719,70000000,Other,Other,Other,Action,22531698,Babylon A.D.,29.08.2008 00:00,101,85627,Maurice G. Dantec,2008,0,-0.6781186,-70,9381,tt0364970,Babylon A.D.,9.273808,Kill or be Killed.,Babylon A.D.,"Action, Adventure, Science Fiction, Thriller","FR, GB",2008,1.7237045284204018,-0.27383857240222037,0.459859225143714,0.3600635869965802
1720,35000000,Twentieth Century Fox Film Corporation,USA,Other,Comedy,80277646,What Happens in Vegas,9.05.2008 00:00,99,149018,Dana Fox,2008,1,1.293647029,130,9029,tt1033643,What Happens in Vegas,10.054226,Get Lucky,What Happens in Vegas,"Comedy, Romance",US,2008,0.2254332237536246,-0.41586354975340833,1.5117421624851077,0.5784203398850859
1721,25100000,Other,USA,Oliver Stone,Biography,25534493,W.,17.10.2008 00:00,129,42504,Stanley Weiser,2008,1,0.017310478,0,10523,tt1175491,W.,8.937049,A life misunderestimated.,W.,"Drama, History",US,2008,-0.19836351670926375,1.7145111105144117,-0.255705254151027,0.26584023265828904
1722,105000000,Warner Bros.,USA,Other,Action,94784201,"10,000 BC",7.03.2008 00:00,109,114171,Roland Emmerich,2008,0,-0.097293324,-10,7840,tt0443649,"10,000 BC",13.99377,The legend. The battle. The first hero.,"10,000 BC","Adventure, Action, Drama, Fantasy","US, ZA",2008,3.221975833087179,0.29426133700253165,0.9335060608691758,1.680683531791726
1723,60000000,Fox 2000 Pictures,USA,Other,Comedy,143153751,Marley & Me,25.12.2008 00:00,100,125638,Scott Frank,2008,1,1.38589585,140,14306,tt0822832,Marley & Me,9.729748,Heel the love.,Marley & Me,"Comedy, Family",US,2008,1.2956270128013223,-0.3448510610778144,1.1237845174717496,0.4876331431984943
1724,60000000,Other,USA,Other,Action,19781879,The Spirit,25.12.2008 00:00,103,55602,Frank Miller,2008,0,-0.670302017,-70,8285,tt0831887,The Spirit,5.762005,I'm gonna kill you all kinds of dead.,The Spirit,"Action, Comedy, Thriller, Crime, Science Fiction",US,2008,1.2956270128013223,-0.13181359505103235,-0.038362686384347554,-0.6225199770218226
1725,80000000,DreamWorks,USA,Other,Action,101111837,Eagle Eye,26.09.2008 00:00,118,158402,John Glenn,2008,1,0.263897963,30,13027,tt1059786,Eagle Eye,14.324875,Don't walk. Run.,Eagle Eye,"Mystery, Thriller, Action","US, DE",2008,2.151782044039481,0.9333737350828777,1.6674562147009055,1.7733249273837661
1726,12000000,New Line Cinema,USA,Other,Adventure,38087366,Harold & Kumar Escape from Guantanamo Bay,25.04.2008 00:00,107,119141,Jon Hurwitz,2008,1,2.173947167,220,13335,tt0481536,Harold & Kumar Escape from Guantanamo Bay,13.065315,This time they're running from the joint.,Harold & Kumar Escape from Guantanamo Bay,"Comedy, Adventure",US,2008,-0.7591450621702575,0.15223635965134366,1.0159760991803986,1.4209068236646738
1727,20000000,Other,USA,Other,Drama,33422556,Doubt,25.12.2008 00:00,104,105844,John Patrick Shanley,2008,1,0.6711278,70,14359,tt0918927,Doubt,9.278263,"There is no evidence. There are no witnesses. But for one, there is no doubt.",Doubt,"Drama, Mystery",US,2008,-0.4166830496749941,-0.06080110637543835,0.7953314111674549,0.36131007200092186
1728,35000000,Other,USA,Other,Horror,30691439,Mirrors,15.08.2008 00:00,110,91597,Alexandre Aja,2008,0,-0.123101743,-10,13515,tt0790686,Mirrors,8.612618,There is evil...On the other side.,Mirrors,"Horror, Mystery, Thriller","RO, US",2008,0.2254332237536246,0.36527382567812566,0.5589228325316417,0.1750661863185442
1729,17500000,Touchstone Pictures,USA,Other,Drama,58017783,Step Up 2: The Streets,14.02.2008 00:00,98,71816,Toni Ann Johnson,2008,1,2.315301886,229,8328,tt1023481,Step Up 2: The Streets,7.667579,It's not where you're from. It's where you're at.,Step Up 2: The Streets,"Music, Drama, Romance",US,2008,-0.5237024285797639,-0.48687603842900234,0.23068544262534404,-0.08935063568325567
1730,20000000,Other,USA,Other,Comedy,14190901,Disaster Movie,29.08.2008 00:00,87,78142,Jason Friedberg,2008,0,-0.29045495,-30,13805,tt1213644,Disaster Movie,11.634132,Your favorite movies are going to be destroyed.,Disaster Movie,"Action, Comedy",US,2008,-0.4166830496749941,-1.2680134138605363,0.3356563606045786,1.0204695289466756
1731,37000000,Other,USA,Other,Adventure,48006503,Nim's Island,4.04.2008 00:00,96,29611,Joseph Kwong,2008,1,0.297473054,30,10488,tt0410377,Nim's Island,7.558125,Your adventure starts here.,Nim's Island,"Adventure, Comedy, Family, Fantasy",US,2008,0.3110487268774404,-0.6289010157801903,-0.469646140256982,-0.11997527533874595
1732,55000000,Other,USA,Other,Action,52075270,The Forbidden Kingdom,18.04.2008 00:00,104,92275,John Fusco,2008,0,-0.053176909,-10,1729,tt0865556,The Forbidden Kingdom,6.997601,The battle for eternity is the fantasy of a lifetime.,The Forbidden Kingdom,"Action, Adventure, Fantasy","CN, US",2008,1.0815882549917828,-0.06080110637543835,0.5701732723656475,-0.27680687142709465
1733,8000000,DreamWorks,USA,Other,Horror,17432844,The Ruins,4.04.2008 00:00,90,62603,Scott B. Smith,2008,1,1.1791055,120,11152,tt0963794,The Ruins,7.192452,Terror has evolved.,The Ruins,"Drama, Horror","US, DE, AU",2008,-0.9303760684178891,-1.0549759478337544,0.07780889072166274,-0.22228861113955867
1734,20000000,Fox Searchlight Pictures,USA,Other,Action,26415649,Street Kings,11.04.2008 00:00,109,98463,James Ellroy,2008,1,0.32078245,30,1266,tt0421073,Street Kings,13.246795,Their city. Their rules. No prisoners.,Street Kings,"Action, Crime, Drama, Thriller",US,2008,-0.4166830496749941,0.29426133700253165,0.6728542778122968,1.4716839501715024
1735,55000000,New Line Cinema,USA,Other,Comedy,33472850,Semi-Pro,29.02.2008 00:00,91,70423,Scot Armstrong,2008,0,-0.391402727,-40,13260,tt0839980,Semi-Pro,6.733237,Putting the funk into the dunk.,Semi-Pro,Comedy,US,2008,1.0815882549917828,-0.9839634591581604,0.20757060090149426,-0.3507744947015669
1736,30000000,Other,USA,Other,Comedy,38233676,Meet the Spartans,25.01.2008 00:00,86,92856,Jason Friedberg,2008,1,0.274455867,30,7278,tt1073498,Meet the Spartans,6.416753,"The Bigger the Hit, The Harder They Fall",Meet the Spartans,Comedy,US,2008,0.011394465944085023,-1.3390259025361304,0.5798141359992129,-0.439325013245688
1737,40000000,Columbia Pictures,USA,Other,Crime,72266306,Vantage Point,22.02.2008 00:00,90,132882,Barry L. Levy,2008,1,0.80665765,80,7461,tt0443274,Vantage Point,7.001645,"8 Strangers, 8 points of view.  1 Truth.",Vantage Point,"Drama, Action, Thriller, Crime",US,2008,0.43947198156316414,-1.0549759478337544,1.243988331863399,-0.27567538200901226
1738,2900000,Other,USA,Other,Crime,36756,Felon,17.07.2008 00:00,104,68957,Ric Roman Waugh,2008,0,-0.987325517,-100,13012,tt1117385,Felon,9.094276,No rule. No hope. No way out.,Felon,"Action, Crime, Drama",US,2008,-1.1486956013836194,-0.06080110637543835,0.18324442863504503,0.30983150039737406
1739,9000000,Screen Gems,USA,Other,Comedy,31487293,Nick and Norah's Infinite Playlist,3.10.2008 00:00,90,78985,Lorene Scafaria,2008,1,2.498588111,250,12182,tt0981227,Nick and Norah's Infinite Playlist,12.992176,Every night has a soundtrack.,Nick and Norah's Infinite Playlist,"Comedy, Music, Romance",US,2008,-0.8875683168559811,-1.0549759478337544,0.34964473933624074,1.400442925408211
1740,55000000,Other,USA,Other,Adventure,7873007,City of Ember,10.10.2008 00:00,90,56120,Caroline Thompson,2008,0,-0.856854418,-90,13600,tt0970411,City of Ember,8.061467,Escape is the only option,City of Ember,"Adventure, Family, Fantasy",US,2008,1.0815882549917828,-1.0549759478337544,-0.029767217602614467,0.020857105145054188
1741,80000000,Walt Disney Pictures,USA,Other,Comedy,110101975,Bedtime Stories,25.12.2008 00:00,99,76733,Matt Lopez,2008,1,0.376274688,40,10202,tt0960731,Bedtime Stories,10.739419,Whatever they dream up... he has to survive.,Bedtime Stories,"Fantasy, Comedy, Family, Romance",US,2008,2.151782044039481,-0.41586354975340833,0.3122760217755015,0.7701336506774229
