,budget,company,country,director,genre,gross,name,released,runtime,votes,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket,id,imdb_id,original_title,popularity,tagline,title,genres_edited,production_countries_edited,year_released
3141,12000000,Other,Other,Other,Biography,37707719,Philomena,27.11.2013 00:00,98,82660,Steve Coogan,2013,1,2.142309917,210,205220,tt2431286,Philomena,6.927182,These two unlikely companions are on a journey to find her long lost son.,Philomena,Drama,GB,2013
3142,30000000,Other,USA,Other,Crime,19316646,Runner Runner,4.10.2013 00:00,88,55262,Brian Koppelman,2013,0,-0.3561118,-40,146238,tt2364841,Runner Runner,8.864607,The house always wins.,Runner Runner,"Crime, Thriller, Drama",US,2013
3143,9000000,Other,USA,Other,Action,6263670,All Is Lost,7.11.2013 00:00,106,64524,J.C. Chandor,2013,0,-0.304036667,-30,152747,tt2017038,All Is Lost,12.74965,Never give up.,All Is Lost,"Action, Adventure, Drama",US,2013
3144,12000000,Other,USA,Other,Adventure,17654912,Nebraska,24.01.2014 00:00,115,97893,Bob Nelson,2013,1,0.471242667,50,129670,tt1821549,Nebraska,11.160699,Life's not about winning or losing. It's about how you get there in the end.,Nebraska,"Drama, Adventure",US,2014
3145,50000,Other,USA,Other,Drama,444098,Upstream Color,3.01.2014 00:00,96,25775,Shane Carruth,2013,1,7.88196,790,145197,tt2084989,Upstream Color,8.003815,,Upstream Color,"Drama, Science Fiction",US,2014
3146,8000000,Fox Searchlight Pictures,USA,Other,Comedy,17536788,Enough Said,11.10.2013 00:00,93,52358,Nicole Holofcener,2013,1,1.1920985,120,209263,tt2390361,Enough Said,6.782909,,Enough Said,"Comedy, Drama, Romance",US,2013
3147,100000000,Other,USA,Other,Animation,107518682,Epic,24.05.2013 00:00,102,90501,James V. Hart,2013,1,0.07518682,10,116711,tt0848537,Epic,11.913405,Discover a world beyond your imagination,Epic,"Animation, Adventure, Family, Fantasy",US,2013
3148,26000000,Touchstone Pictures,USA,Other,Comedy,30664106,Delivery Man,22.11.2013 00:00,105,65081,Ken Scott,2013,1,0.179388692,20,146239,tt2387559,Delivery Man,13.548808,You're never quite ready for what life delivers.,Delivery Man,Comedy,US,2013
3149,1500000,Other,USA,Other,Comedy,3447339,The To Do List,26.07.2013 00:00,104,32105,Maggie Carey,2013,1,1.298226,130,129139,tt1758795,The To Do List,7.081404,She's going from straight A's to getting her first F.,The To Do List,"Comedy, Romance",US,2013
3150,3500000,Other,USA,Other,Horror,17411930,Dark Skies,22.02.2013 00:00,97,61914,Scott Stewart,2013,1,3.974837143,400,145135,tt2387433,Dark Skies,26.972326,Once you have been chosen. You belong to them.,Dark Skies,"Science Fiction, Thriller, Horror",US,2013
3151,18000000,Other,USA,Other,Drama,13362308,Labor Day,31.01.2014 00:00,111,35029,Jason Reitman,2013,0,-0.257649556,-30,130150,tt1967545,Labor Day,6.108646,,Labor Day,Drama,US,2014
3152,20000000,Other,Other,Other,Action,34956,Redemption,23.08.2013 00:00,100,56365,Steven Knight,2013,0,-0.9982522,-100,218974,tt3123116,Redemption,0.090273,,Redemption,History,"PT, FR, DE, IT",2013
3153,78000000,Columbia Pictures,USA,Other,Animation,119793567,Cloudy with a Chance of Meatballs 2,27.09.2013 00:00,95,71615,Erica Rivinoja,2013,1,0.535814962,50,109451,tt1985966,Cloudy with a Chance of Meatballs 2,14.412061,Something big was leftover.,Cloudy with a Chance of Meatballs 2,"Animation, Family, Comedy",US,2013
3154,250000,Other,USA,Other,Drama,49494,The Canyons,2.08.2013 00:00,99,9126,Bret Easton Ellis,2013,0,-0.802024,-80,109729,tt2292959,The Canyons,4.281631,It's not the hills.,The Canyons,"Thriller, Drama",US,2013
3155,28000000,DreamWorks,USA,Other,Biography,3254172,The Fifth Estate,18.10.2013 00:00,128,32623,Daniel Domscheit-Berg,2013,0,-0.883779571,-90,162903,tt1837703,The Fifth Estate,10.850442,You can't expose the world's secrets without exposing yourself,The Fifth Estate,"Drama, Thriller","BE, US",2013
3156,35000000,Other,USA,Other,Crime,19701164,Broken City,18.01.2013 00:00,109,67526,Brian Tucker,2013,0,-0.4371096,-40,98357,tt1235522,Broken City,12.136158,Proof Can Be a Powerful Weapon.,Broken City,"Thriller, Crime, Drama",US,2013
3157,900000,Other,USA,Other,Biography,16097842,Fruitvale Station,26.07.2013 00:00,85,59913,Ryan Coogler,2013,1,16.88649111,1689,157354,tt2334649,Fruitvale Station,13.305596,Every step brings you closer to the edge,Fruitvale Station,Drama,US,2013
3158,40000000,Other,USA,Other,Comedy,29807260,Grudge Match,25.12.2013 00:00,113,50116,Tim Kelleher,2013,0,-0.2548185,-30,64807,tt1661382,Grudge Match,11.655588,DeNiro vs Stallone,Grudge Match,Comedy,US,2013
3159,15000000,Other,Other,Other,Biography,331634,Diana,20.12.2013 00:00,113,16386,Stephen Jeffreys,2013,0,-0.977891067,-100,118289,tt1758595,Diana,5.348746,The legend is never the whole story,Diana,"Drama, Romance","SE, GB, FR, BE",2013
3160,135000000,Other,USA,Other,Animation,83028128,Turbo,17.07.2013 00:00,96,67648,Darren Lemke,2013,0,-0.38497683,-40,77950,tt1860353,Turbo,8.979753,SLO NO MO,Turbo,"Animation, Family",US,2013
3161,2500000,Other,USA,Other,Comedy,40041683,A Haunted House,11.01.2013 00:00,86,37158,Marlon Wayans,2013,1,15.0166732,1500,139038,tt2243537,A Haunted House,6.531373,This $*%! ain't paranormal.,A Haunted House,"Comedy, Horror",US,2013
3162,4000000,Other,USA,Other,Horror,9039,The Sacrament,1.05.2014 00:00,99,13644,Ti West,2013,0,-0.99774025,-100,211067,tt2383068,The Sacrament,5.350658,Documented for the first time witness the untold story of the tragedy at Eden Parish,The Sacrament,"Horror, Mystery, Thriller",US,2014
3163,50000000,Other,USA,Other,Animation,90288712,Planes,9.08.2013 00:00,91,37338,John Lasseter,2013,1,0.80577424,80,151960,tt1691917,Planes,11.604181,From above the world of Cars,Planes,"Animation, Family, Adventure, Comedy",US,2013
3164,3300000,Other,USA,Other,Drama,1359563,Gimme Shelter,29.10.2014 00:00,100,7082,Ron Krauss,2013,0,-0.588011212,-60,232175,tt1657510,Gimme Shelter,5.636855,Sometimes you have to leave home to find your family.,Gimme Shelter,Drama,US,2014
3165,25000000,Other,USA,Other,Action,100144,Man of Tai Chi,5.07.2013 00:00,105,30477,Michael G. Cooney,2013,0,-0.99599424,-100,76544,tt2016940,Man of Tai Chi,11.829231,No Rules. No Mercy. Pure Fighting.,Man of Tai Chi,"Action, Drama","CN, HK, US",2013
3166,6500000,Other,Other,Other,Adventure,2268296,The East,28.06.2013 00:00,116,44425,Zal Batmanglij,2013,0,-0.651031385,-70,87499,tt1869716,The East,6.53667,"Spy on us, we'll spy on you.",The East,"Drama, Thriller","GB, US",2013
3167,8500000,Other,Other,Other,Action,6787,Welcome to the Punch,15.03.2013 00:00,99,28765,Eran Creevy,2013,0,-0.999201529,-100,93828,tt1684233,Welcome to the Punch,7.67857,"A Stunning, Intelligent Thriller",Welcome to the Punch,"Action, Adventure, Crime","GB, US",2013
3168,5000000,Other,USA,Other,Drama,40040,CBGB,11.10.2013 00:00,101,7038,Jody Savin,2013,0,-0.991992,-100,111479,tt1786751,CBGB,3.711772,"50,000 bands and 1 disgusting bathroom",CBGB,"Drama, Music",US,2013
3169,10000000,Other,USA,Other,Drama,652355,Parkland,2.10.2013 00:00,93,12682,Peter Landesman,2013,0,-0.9347645,-90,209262,tt2345112,Parkland,6.71518,"November 22, 1963, 12:38 pm - A trauma patient is rushed to Parkland Memorial Hospital in Dallas. His name is President John F. Kennedy.",Parkland,"History, Drama, Thriller, Mystery",US,2013
3170,35000000,Other,Other,Other,Biography,8323085,Mandela: Long Walk to Freedom,25.12.2013 00:00,141,23075,William Nicholson,2013,0,-0.762197571,-80,192136,tt2304771,Mandela: Long Walk to Freedom,11.318079,It is an ideal for which I am prepared to die.,Mandela: Long Walk to Freedom,"Drama, History","GB, ZA",2013
3171,17000000,Universal Pictures,USA,Other,Comedy,70525195,The Best Man Holiday,15.11.2013 00:00,123,12301,Malcolm D. Lee,2013,1,3.148540882,310,146304,tt2083355,The Best Man Holiday,6.102021,Times change. Friendship doesn't.,The Best Man Holiday,Comedy,US,2013
3172,12000000,Other,USA,Other,Comedy,261695,Life of Crime,29.08.2014 00:00,98,14145,Daniel Schechter,2013,0,-0.978192083,-100,209189,tt1663207,Life of Crime,17.788579,Right target. Wrong woman.,Life of Crime,"Comedy, Crime",US,2014
3173,81000000,Twentieth Century Fox Film Corporation,Other,Other,Action,128261724,Kingsman: The Secret Service,13.02.2015 00:00,129,467659,Jane Goldman,2014,1,0.583478074,60,207703,tt2802144,Kingsman: The Secret Service,28.224212,Manners maketh man.,Kingsman: The Secret Service,"Crime, Comedy, Action, Adventure","GB, US",2015
3174,165000000,Paramount Pictures,USA,Other,Adventure,188020017,Interstellar,7.11.2014 00:00,169,1095553,Jonathan Nolan,2014,1,0.139515255,10,157336,tt0816692,Interstellar,32.213481,Mankind was born on Earth. It was never meant to die here.,Interstellar,"Adventure, Drama, Science Fiction","CA, US, GB",2014
3175,170000000,Other,USA,Other,Action,333176600,Guardians of the Galaxy,1.08.2014 00:00,121,791340,James Gunn,2014,1,0.959862353,100,118340,tt2015381,Guardians of the Galaxy,53.291601,All heroes start somewhere.,Guardians of the Galaxy,"Action, Science Fiction, Adventure","GB, US",2014
3176,15000000,Other,Other,Other,Drama,25442958,Ex Machina,24.04.2015 00:00,108,355666,Alex Garland,2014,1,0.6961972,70,264660,tt0470752,Ex Machina,14.14078,There is nothing more human than the will to survive,Ex Machina,"Drama, Science Fiction",GB,2015
3177,61000000,Twentieth Century Fox Film Corporation,USA,Other,Crime,167767189,Gone Girl,3.10.2014 00:00,149,660194,Gillian Flynn,2014,1,1.750281787,180,210577,tt2267998,Gone Girl,154.801009,You don't know what you've got 'til it's...,Gone Girl,"Mystery, Thriller, Drama",US,2014
3178,20000000,Other,USA,Other,Action,43037835,John Wick,24.10.2014 00:00,101,355140,Derek Kolstad,2014,1,1.15189175,120,245891,tt2911666,John Wick,183.870374,Don't set him off.,John Wick,"Action, Thriller","CA, CN, US",2014
3179,25000000,Fox Searchlight Pictures,USA,Other,Adventure,59100318,The Grand Budapest Hotel,28.03.2014 00:00,99,550331,Stefan Zweig,2014,1,1.36401272,140,120467,tt2278388,The Grand Budapest Hotel,14.442048,A perfect holiday without leaving home.,The Grand Budapest Hotel,"Comedy, Drama","GB, US, DE",2014
3180,34000000,Twentieth Century Fox Film Corporation,USA,Other,Action,102427862,The Maze Runner,19.09.2014 00:00,113,344991,Noah Oppenheim,2014,1,2.012584176,200,198663,tt1790864,The Maze Runner,76.93789,Run - Remember - Survive,The Maze Runner,"Action, Mystery, Science Fiction, Thriller",US,2014
3181,6500000,New Line Cinema,USA,Other,Horror,84273813,Annabelle,3.10.2014 00:00,99,99635,Gary Dauberman,2014,1,11.965202,1200,250546,tt3322940,Annabelle,23.242452,"Before the Conjuring, there was Annabelle.",Annabelle,Horror,US,2014
3182,2000000,Other,USA,Other,Horror,14673301,It Follows,27.03.2015 00:00,100,147224,David Robert Mitchell,2014,1,6.3366505,630,270303,tt3235888,It Follows,20.359336,"It doesn't think, it doesn't feel, it doesn't give up",It Follows,"Horror, Thriller",US,2015
3183,85000000,Summit Entertainment,USA,Other,Adventure,150947895,Divergent,21.03.2014 00:00,139,370154,Evan Daugherty,2014,1,0.775857588,80,157350,tt1840309,Divergent,21.572585,What makes you different makes you dangerous.,Divergent,"Adventure, Action, Science Fiction",US,2014
3184,14000000,Other,Other,Other,Biography,91125683,The Imitation Game,25.12.2014 00:00,114,547832,Graham Moore,2014,1,5.508977357,550,205596,tt2084970,The Imitation Game,31.59594,The true enigma was the man who cracked the code.,The Imitation Game,"History, Drama, Thriller, War",GB,2014
3185,170000000,Other,USA,Other,Action,208545589,Dawn of the Planet of the Apes,11.07.2014 00:00,130,355042,Mark Bomback,2014,1,0.226738759,20,119450,tt2103281,Dawn of the Planet of the Apes,75.385211,One last chance for peace.,Dawn of the Planet of the Apes,"Science Fiction, Action, Drama, Thriller",US,2014
3186,178000000,Warner Bros.,USA,Other,Action,100206256,Edge of Tomorrow,6.06.2014 00:00,113,486882,Christopher McQuarrie,2014,0,-0.437043506,-40,137113,tt1631867,Edge of Tomorrow,31.982986,"Live, Die, Repeat",Edge of Tomorrow,"Action, Science Fiction","AU, US",2014
3187,55000000,Columbia Pictures,USA,Other,Action,101530738,The Equalizer,26.09.2014 00:00,132,254915,Richard Wenk,2014,1,0.846013418,80,156022,tt0455944,The Equalizer,17.618057,What do you see when you look at me?,The Equalizer,"Thriller, Action, Crime",US,2014
3188,210000000,Paramount Pictures,USA,Other,Action,245439076,Transformers: Age of Extinction,27.06.2014 00:00,165,263822,Ehren Kruger,2014,1,0.168757505,20,91314,tt2109248,Transformers: Age of Extinction,18.495599,This is not war. It's extinction.,Transformers: Age of Extinction,"Science Fiction, Action, Adventure",US,2014
3189,50000000,Columbia Pictures,USA,Other,Action,191719337,22 Jump Street,13.06.2014 00:00,112,288814,Michael Bacall,2014,1,2.83438674,280,187017,tt2294449,22 Jump Street,10.901496,They're not 21 anymore,22 Jump Street,"Crime, Comedy, Action",US,2014
3190,12000000,Fox 2000 Pictures,USA,Other,Drama,124872350,The Fault in Our Stars,6.06.2014 00:00,126,280217,Scott Neustadter,2014,1,9.406029167,940,222935,tt2582846,The Fault in Our Stars,16.274653,One Sick Love Story,The Fault in Our Stars,"Romance, Drama",US,2014
3191,8500000,Other,USA,Other,Crime,32381218,Nightcrawler,31.10.2014 00:00,118,347271,Dan Gilroy,2014,1,2.809555059,280,242582,tt2872718,Nightcrawler,21.277073,The city shines brightest at night,Nightcrawler,"Crime, Drama, Thriller",US,2014
3192,200000000,Twentieth Century Fox Film Corporation,USA,Other,Action,233921534,X-Men: Days of Future Past,23.05.2014 00:00,132,565997,Simon Kinberg,2014,1,0.16960767,20,127585,tt1877832,X-Men: Days of Future Past,26.058586,"To save the future, they must alter the past",X-Men: Days of Future Past,"Action, Adventure, Fantasy, Science Fiction","GB, US",2014
3193,2000000,Other,Other,Other,Drama,924279,The Babadook,28.11.2014 00:00,93,141407,Jennifer Kent,2014,0,-0.5378605,-50,242224,tt2321549,The Babadook,8.832788,"If it's in a word, or it's in a look, you can't get rid of the Babadook.",The Babadook,"Drama, Thriller, Horror","CA, AU",2014
3194,58800000,Warner Bros.,USA,Clint Eastwood,Action,350126372,American Sniper,16.01.2015 00:00,133,362949,Jason Hall,2014,1,4.954530136,500,190859,tt2179136,American Sniper,19.228561,The most lethal sniper in U.S. history.,American Sniper,"War, Action",US,2015
3195,170000000,Other,USA,Other,Action,259766572,Captain America: The Winter Soldier,4.04.2014 00:00,136,559974,Christopher Markus,2014,1,0.528038659,50,100402,tt1843866,Captain America: The Winter Soldier,18.717704,In heroes we trust.,Captain America: The Winter Soldier,"Action, Adventure, Science Fiction",US,2014
3196,60000000,Warner Bros.,Other,Other,Animation,257760692,The Lego Movie,7.02.2014 00:00,100,274608,Phil Lord,2014,1,3.296011533,330,137106,tt1490017,The Lego Movie,16.418133,The story of a nobody who saved everybody.,The Lego Movie,"Adventure, Animation, Comedy, Family, Fantasy",US,2014
3197,200000000,Other,USA,Other,Action,202853933,The Amazing Spider-Man 2,2.05.2014 00:00,142,352313,Alex Kurtzman,2014,1,0.014269665,0,102382,tt1872181,The Amazing Spider-Man 2,26.23687,No more secrets.,The Amazing Spider-Man 2,"Action, Adventure, Fantasy",US,2014
3198,165000000,Other,USA,Other,Animation,222527828,Big Hero 6,7.11.2014 00:00,102,320396,Jordan Roberts,2014,1,0.348653503,30,177572,tt2245084,Big Hero 6,213.849907,From the creators of Wreck-it Ralph and Frozen,Big Hero 6,"Adventure, Family, Animation, Action, Comedy",US,2014
3199,180000000,Other,USA,Other,Action,241410378,Maleficent,30.05.2014 00:00,97,275137,Linda Woolverton,2014,1,0.341168767,30,102651,tt1587310,Maleficent,19.467404,Don't believe the fairy tale.,Maleficent,"Fantasy, Adventure, Action, Family, Romance",US,2014
3200,250000000,New Line Cinema,Other,Other,Adventure,255119788,The Hobbit: The Battle of the Five Armies,17.12.2014 00:00,144,396797,Fran Walsh,2014,1,0.020479152,0,122917,tt2310332,The Hobbit: The Battle of the Five Armies,31.718977,Witness the defining chapter of the Middle-Earth saga,The Hobbit: The Battle of the Five Armies,"Action, Adventure, Fantasy","NZ, US",2014
3201,125000000,Other,USA,Other,Action,337135885,The Hunger Games: Mockingjay - Part 1,21.11.2014 00:00,123,341715,Peter Craig,2014,1,1.69708708,170,131631,tt1951265,The Hunger Games: Mockingjay - Part 1,147.098006,Fire burns brighter in the darkness,The Hunger Games: Mockingjay - Part 1,"Science Fiction, Adventure, Thriller",US,2014
3202,90000000,Other,USA,Other,Action,39322544,The Expendables 3,15.08.2014 00:00,126,141488,Sylvester Stallone,2014,0,-0.563082844,-60,138103,tt2333784,The Expendables 3,14.753545,New team. New attitude. New mission.,The Expendables 3,"Action, Adventure, Thriller","FR, US",2014
3203,3300000,Other,Other,Other,Comedy,3107072,Relatos salvajes,4.12.2014 00:00,122,118272,Damián Szifron,2014,0,-0.05846303,-10,265195,tt3011894,Relatos salvajes,8.764888,We can all lose control,Wild Tales,"Drama, Thriller, Comedy","AR, ES",2014
3204,110000000,Warner Bros.,USA,Other,Action,106580051,300: Rise of an Empire,7.03.2014 00:00,102,242932,Zack Snyder,2014,0,-0.031090445,0,53182,tt1253863,300: Rise of an Empire,12.904677,Seize your glory!,300: Rise of an Empire,"Action, War",US,2014
3205,8000000,Other,USA,Other,Drama,1410915,99 Homes,9.10.2015 00:00,112,22416,Ramin Bahrani,2014,0,-0.823635625,-80,283235,tt2891174,99 Homes,6.60913,Greed is the only game in town.,99 Homes,Drama,US,2015
3206,11000000,Other,USA,Other,Comedy,30640336,Chef,30.05.2014 00:00,114,156375,Jon Favreau,2014,1,1.785485091,180,212778,tt2883512,Chef,8.720309,Starting from scratch never tasted so good.,Chef,Comedy,US,2014
3207,140000000,Other,Other,Ridley Scott,Action,65014513,Exodus: Gods and Kings,12.12.2014 00:00,150,140323,Adam Cooper,2014,0,-0.535610621,-50,147441,tt1528100,Exodus: Gods and Kings,16.320249,"Once brothers, now enemies.",Exodus: Gods and Kings,"Adventure, Drama, Action","ES, GB, US",2014
3208,40000000,Other,USA,Other,Comedy,43139300,A Million Ways to Die in the West,30.05.2014 00:00,116,147947,Seth MacFarlane,2014,1,0.0784825,10,188161,tt2557490,A Million Ways to Die in the West,10.38391,Bring protection.,A Million Ways to Die in the West,"Comedy, Western",US,2014
3209,65000000,Other,USA,Other,Crime,13757804,Sin City: A Dame to Kill For,22.08.2014 00:00,102,126091,Frank Miller,2014,0,-0.788341477,-80,189,tt0458481,Sin City: A Dame to Kill For,20.623642,There is no justice without sin.,Sin City: A Dame to Kill For,"Crime, Thriller",US,2014
3210,70000000,Universal Pictures,USA,Other,Action,56280355,Dracula Untold,10.10.2014 00:00,92,152210,Matt Sazama,2014,0,-0.195994929,-20,49017,tt0829150,Dracula Untold,16.316318,Every bloodline has a beginning,Dracula Untold,"Horror, Action, Drama, Fantasy, War",US,2014
3211,65000000,Other,USA,Other,Biography,115637895,Unbroken,25.12.2014 00:00,137,117590,Joel Coen,2014,1,0.779044538,80,227306,tt1809398,Unbroken,10.543955,Survival. Resilience. Redemption.,Unbroken,"Drama, War",US,2014
3212,95000000,Other,USA,Other,Action,17223265,Seventh Son,6.02.2015 00:00,102,61441,Charles Leavitt,2014,0,-0.818702474,-80,68737,tt1121096,Seventh Son,15.297821,"When darkness falls, the son will rise. When the son falls, the dark knight will rise.",Seventh Son,"Adventure, Fantasy","CN, CA, US, GB",2015
3213,1000000,Other,USA,Other,Drama,31537320,Unfriended,17.04.2015 00:00,83,52922,Nelson Greaves,2014,1,30.53732,3050,277685,tt3713166,Unfriended,10.07817,"Online, your memories last forever. But so do your mistakes.",Unfriended,"Horror, Thriller",US,2015
3214,40000000,Other,USA,Other,Comedy,46294610,Blended,23.05.2014 00:00,117,96218,Ivan Menchell,2014,1,0.15736525,20,232672,tt1086772,Blended,10.395472,"Single Dad, No Clue. Single Mum, Flying Solo.",Blended,Comedy,US,2014
3215,26000000,Other,USA,Other,Drama,26761283,The Best of Me,17.10.2014 00:00,118,51322,J. Mills Goodloe,2014,1,0.029280115,0,239571,tt1972779,The Best of Me,8.196975,You never forget your first love.,The Best of Me,"Drama, Romance",US,2014
3216,4000000,Other,USA,Richard Linklater,Drama,25379975,Boyhood,15.08.2014 00:00,165,293068,Richard Linklater,2014,1,5.34499375,530,85350,tt1065073,Boyhood,6.430591,12 years in the making.,Boyhood,Drama,US,2014
3217,40000000,Columbia Pictures,USA,Other,Comedy,38543473,Sex Tape,18.07.2014 00:00,94,92074,Kate Angelo,2014,0,-0.036413175,0,225886,tt1956620,Sex Tape,27.470696,A movie about a movie they don't want you to see.,Sex Tape,Comedy,US,2014
3218,20000000,Other,USA,Other,Comedy,8110975,Inherent Vice,9.01.2015 00:00,148,72027,Paul Thomas Anderson,2014,0,-0.59445125,-60,171274,tt1791528,Inherent Vice,13.52638,"Under the paving stones, the beach!",Inherent Vice,"Comedy, Romance, Crime, Drama, Mystery",US,2015
3219,60000000,Paramount Pictures,USA,Other,Action,50577412,Jack Ryan: Shadow Recruit,17.01.2014 00:00,105,105471,Adam Cozad,2014,0,-0.157043133,-20,137094,tt1205537,Jack Ryan: Shadow Recruit,11.234862,Trust no one.,Jack Ryan: Shadow Recruit,"Action, Drama, Thriller","RU, US",2014
3220,66000000,DreamWorks,USA,Other,Action,43577636,Need for Speed,14.03.2014 00:00,132,145738,George Gatins,2014,0,-0.339732788,-30,136797,tt2369135,Need for Speed,18.271383,For honor. For love. For redemption.,Need for Speed,"Action, Crime, Drama, Thriller","PH, US, GB, FR",2014
3221,127000000,Twentieth Century Fox Film Corporation,Other,Other,Adventure,113746621,Night at the Museum: Secret of the Tomb,19.12.2014 00:00,98,78239,David Guion,2014,0,-0.104357315,-10,181533,tt2692250,Night at the Museum: Secret of the Tomb,19.539436,One Final Night to Save the Day.,Night at the Museum: Secret of the Tomb,"Adventure, Comedy, Fantasy, Family","GB, US",2014
3222,12600000,Other,USA,Other,Crime,10724389,The Drop,12.09.2014 00:00,106,119833,Dennis Lehane,2014,0,-0.148858016,-10,154400,tt1600196,The Drop,11.695036,,The Drop,"Drama, Crime",US,2014
3223,11000000,Other,USA,Other,Drama,50474843,If I Stay,22.08.2014 00:00,107,95609,Shauna Cross,2014,1,3.588622091,360,249164,tt1355630,If I Stay,9.659244,Live for Love.,If I Stay,Drama,US,2014
3224,145000000,Other,USA,Other,Animation,177002924,How to Train Your Dragon 2,13.06.2014 00:00,102,243596,Dean DeBlois,2014,1,0.220709821,20,82702,tt1646971,How to Train Your Dragon 2,12.256689,The training is over.,How to Train Your Dragon 2,"Fantasy, Action, Adventure, Animation, Comedy, Family",US,2014
3225,5000000,Other,USA,Other,Mystery,322600,The Guest,5.09.2014 00:00,100,73747,Simon Barrett,2014,0,-0.93548,-90,241848,tt2980592,The Guest,6.441964,Be careful who you let in,The Guest,"Mystery, Thriller, Action",US,2014
3226,70000000,Summit Entertainment,USA,Renny Harlin,Action,18848538,The Legend of Hercules,10.01.2014 00:00,100,47597,Sean Hood,2014,0,-0.730735171,-70,188207,tt1043726,The Legend of Hercules,6.599539,Every Man Has a Destiny,The Legend of Hercules,"Action, Adventure",US,2014
3227,30000000,Other,USA,Other,Action,7791146,Vampire Academy,7.02.2014 00:00,104,45199,Richelle Mead,2014,0,-0.740295133,-70,203739,tt1686821,Vampire Academy,12.227198,They suck at school.,Vampire Academy,"Comedy, Action, Fantasy",US,2014
3228,100000000,Other,Other,Other,Drama,23022309,Transcendence,18.04.2014 00:00,119,189106,Jack Paglen,2014,0,-0.76977691,-80,157353,tt2209764,Transcendence,9.730176,"Yesterday, Dr. Will Caster was only human...",Transcendence,"Thriller, Science Fiction, Drama, Mystery","CN, GB, US",2014
3229,24000000,Other,USA,Other,Biography,12096300,Foxcatcher,16.01.2015 00:00,134,117034,E. Max Frye,2014,0,-0.4959875,-50,87492,tt1100089,Foxcatcher,8.10357,Based on the shocking true story,Foxcatcher,"Drama, Thriller",US,2015
3230,13000000,Other,USA,Other,Comedy,44134898,St. Vincent,24.10.2014 00:00,102,82653,Theodore Melfi,2014,1,2.394992154,240,239563,tt2170593,St. Vincent,13.655752,Love Thy Neighbor,St. Vincent,Comedy,US,2014
3231,8000000,Other,USA,Other,Comedy,26049082,That Awkward Moment,31.01.2014 00:00,94,83613,Tom Gormican,2014,1,2.25613525,229,225565,tt1800246,That Awkward Moment,8.060403,When you realize getting some means wanting more.,That Awkward Moment,"Comedy, Romance",US,2014
3232,10000000,Other,USA,Tim Burton,Biography,14479776,Big Eyes,25.12.2014 00:00,106,66972,Scott Alexander,2014,1,0.4479776,40,87093,tt1126590,Big Eyes,7.412826,She created it. He sold it. And they bought it.,Big Eyes,Drama,"CA, US",2014
3233,50000000,Warner Bros.,USA,Other,Crime,47119388,The Judge,10.10.2014 00:00,141,150371,Nick Schenk,2014,0,-0.05761224,-10,205587,tt1872194,The Judge,17.887943,Defend your Honor.,The Judge,Drama,US,2014
3234,35000000,Universal Pictures,USA,Other,Adventure,86208010,Dumb and Dumber To,14.11.2014 00:00,109,107048,Sean Anders,2014,1,1.463086,150,100042,tt2096672,Dumb and Dumber To,15.402597,The Second Parts Are More Fools,Dumb and Dumber To,Comedy,US,2014
3235,5000000,Other,USA,Other,Horror,21197315,"As Above, So Below",29.08.2014 00:00,93,57343,John Erick Dowdle,2014,1,3.239463,320,256274,tt2870612,"As Above, So Below",10.846585,The only way out is down.,"As Above, So Below","Horror, Thriller",US,2014
3236,17000000,Other,USA,Other,Comedy,82390774,Let's Be Cops,13.08.2014 00:00,104,114845,Luke Greenfield,2014,1,3.846516118,380,193893,tt1924435,Let's Be Cops,15.962793,Fake Cops. Real Trouble.,Let's Be Cops,Comedy,US,2014
3237,42000000,Other,USA,Other,Comedy,54445357,Horrible Bosses 2,26.11.2014 00:00,108,129349,Sean Anders,2014,1,0.296318024,30,227159,tt2170439,Horrible Bosses 2,20.903362,New Crime. Same Tools.,Horrible Bosses 2,Comedy,US,2014
3238,20000000,Other,USA,Other,Crime,5740310,A Most Violent Year,30.01.2015 00:00,125,52607,J.C. Chandor,2014,0,-0.7129845,-70,241239,tt2937898,A Most Violent Year,17.187708,The result is never in question. Just the path you take to get there.,A Most Violent Year,"Crime, Drama, Thriller","AE, US",2015
3239,19800000,Other,USA,Other,Comedy,34290142,This Is Where I Leave You,19.09.2014 00:00,103,59852,Jonathan Tropper,2014,1,0.731825354,70,239678,tt1371150,This Is Where I Leave You,11.313659,Welcome Home. Get Uncomfortable.,This Is Where I Leave You,"Drama, Comedy",US,2014
3240,60000000,Other,USA,Other,Drama,22451,Winter's Tale,14.02.2014 00:00,118,45005,Akiva Goldsman,2014,0,-0.999625817,-100,137321,tt1837709,Winter's Tale,7.363527,This is not a true story. This is true love.,Winter's Tale,"Drama, Fantasy, Mystery, Romance",US,2014
3241,22000000,Other,Other,Other,Drama,2963012,Before I Go to Sleep,31.10.2014 00:00,92,56415,Rowan Joffe,2014,0,-0.865317636,-90,204922,tt1726592,Before I Go to Sleep,14.921298,Who do you trust?,Before I Go to Sleep,"Mystery, Thriller","FR, SE, GB",2014
3242,16800000,Other,USA,Woody Allen,Comedy,10506939,Magic in the Moonlight,15.08.2014 00:00,97,53136,Woody Allen,2014,0,-0.374586964,-40,229297,tt2870756,Magic in the Moonlight,6.626077,,Magic in the Moonlight,"Comedy, Drama, Romance","GB, US",2014
