,budget,company,director,gross,name,released,score,star,votes,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket,adult,id,imdb_id,original_title,overview,popularity,tagline,title,genres_edited,spoken_languages_edited,production_countries_edited,keywords_edited,year_released,budget_norm,score_norm,votes_norm,popularity_norm
1707,25000000,Other,Richard Linklater,1186957,Me and Orson Welles,18.12.2009 00:00,6.8,Zac Efron,9720,Robert Kaplow,2008,0,-0.95252172,-100,FALSE,12404,tt1175506,Me and Orson Welles,"New York, 1937. A teenager hired to star in Orson Welles' production of Julius Caesar becomes attracted to a career-driven production assistant.",3.600917,If you want to discover life learn from the master,Me and Orson Welles,"Comedy, Drama, Romance",en,US,"new york, based on novel, historical figure, theater, 1930s",2009,-0.24279559111368892,0.6036600101482448,-0.8265083885579071,-1.2941364112334972
1708,7000000,Other,Other,2344847,Redbelt,9.05.2008 00:00,6.8,Chiwetel Ejiofor,19183,David Mamet,2008,0,-0.665021857,-70,FALSE,12400,tt1012804,Redbelt,"Is there room for principle in Los Angeles? Mike Terry teaches jujitsu and barely makes ends meet. His Brazilian wife, whose family promotes fights, wants to see Mike in the ring making money, but to him competition is degrading. A woman sideswipes Mike's car and then, after an odd sequence of events, shoots out the studio's window. Later that evening, Mike rescues an action movie star in a fistfight at a bar. In return, the actor befriends Mike, gives him a gift, offers him work on his newest film, and introduces Mike's wife to his own - the women initiate business dealings. Then, things go sour all at once, Mike's debts mount, and going into the ring may be his only option.",5.130795,There's always a way out. You just have to find it.,Redbelt,Drama,en,US,"film making, film producer, video surveillance, sport, interracial marriage, auto accident, instructor, jujitsu, movie star, nightstick, husband, life relationship, set up, window smashing",2008,-1.0063241798346538,0.6036600101482448,-0.6772894522744286,-0.8653431998251493
1709,10000000,Other,Other,17655201,Kit Kittredge: An American Girl,2.07.2008 00:00,6.6,Abigail Breslin,4988,Ann Peacock,2008,1,0.7655201,80,FALSE,8359,tt0846308,Kit Kittredge: An American Girl,"The Great Depression hits home for nine year old Kit Kittredge when her dad loses his business and leaves to find work. Oscar nominee Abigail Breslin stars as Kit, leading a splendid cast in the first ever ""American Girl"" theatrical movie. In order to keep their home, Kit and her mother must take in boarders - paying house - guests who turn out to be full of fascinating stories. When mother's lockbox containing all their money is stolen, Kit's new hobo friend Will is the prime suspect. Kit refuses to believe that Will would steal, and her efforts to sniff out the real story get her and friends into big trouble. The police say the robbery was an inside job, committed by someone they know. So if it wasn't Will, then who did it.",5.310976,"Kit Kittredge, a resourceful young girl, helps her mother run a boardinghouse after her father loses his job.",Kit Kittredge: An American Girl,"Comedy, Drama, Family",en,US,"cincinnati, woman director",2008,-0.8790694150478263,0.3675416419096717,-0.9011257410352843,-0.8148421862640892
1710,9000000,Other,Other,4881867,Hamlet 2,27.08.2008 00:00,6.4,Steve Coogan,15574,Pam Brady,2008,0,-0.457570333,-50,FALSE,12621,tt1104733,Hamlet 2,"From the same people that brought you ""Little Miss Sunshine,"" Hamlet 2 is the story of Dana Marschz, a high school drama teacher facing the cancellation of his program. A spoof on the typical story of bringing inner city and privileged youth together to succeed, this offbeat comedy contains a hilarious musical finale.",5.654268,One high school drama teacher is about to make a huge number 2.,Hamlet 2,"Comedy, Music",en,US,"music teacher, musical, theatre milieu, high school, latina, teacher, sweat",2008,-0.9214876699767689,0.13142327367109974,-0.7341985869090132,-0.7186245276463468
1711,10000000,Other,Other,580862,"War, Inc.",13.06.2008 00:00,5.7,John Cusack,20411,Mark Leyner,2008,0,-0.9419138,-90,FALSE,13191,tt0884224,"War, Inc.","War Inc. is set in the future, when the fictional desert country of Turaqistan is torn by a riot after a private corporation, Tamerlane, owned by the former Vice President of the United States, has taken over the whole country. Brand Hauser, a hit man who suppresses his emotions by gobbling down hot sauce, is hired by the corporation's head to kill the CEO of their competitors.",4.800426,When it comes to war... America means business,"War, Inc.","Action, Adventure, Comedy, Thriller",en,BG,"hitman, political satire",2008,-0.8790694150478263,-0.6949910151639053,-0.6579255239476705,-0.9579388084029343
1712,40000000,Twentieth Century Fox Film Corporation,Other,21002919,Fantastic Mr. Fox,25.11.2009 00:00,7.8,George Clooney,154247,Roald Dahl,2009,0,-0.474927025,-50,FALSE,10315,tt0432283,Fantastic Mr. Fox,"The Fantastic Mr. Fox bored with his current life, plans a heist against the three local farmers. The farmers, tired of sharing their chickens with the sly fox, seek revenge against him and his family.",8.695893,Dig the life fantastic!,Fantastic Mr. Fox,"Adventure, Animation, Comedy, Family",en,US,"fox, tree, peasant, revenge, cider, tale, farm life",2009,0.39347823282044847,1.7842518513411088,1.4524903649285459,0.13388015027562855
1713,25000000,Paramount Pictures,Other,83823381,Up in the Air,23.12.2009 00:00,7.4,George Clooney,283498,Walter Kirn,2009,1,2.35293524,240,FALSE,22947,tt1193138,Up in the Air,"George Clooney plays the dry cynical character of Ryan Bingham, an executive who specializes in ""downsizing"". Ryan lives out of his suitcase, traveling the country for the sole purpose terminating unwanted employees day after day. Just as Ryan is about to reach his life-long goal of the ten million mile frequent flyer mark some major changes come his way. Changes that threaten to crack the cold heartless exterior that is Ryan Bingham.",8.338562,The story of a man ready to make a connection.,Up in the Air,"Drama, Romance",en,US,"suitcase, business, omaha, on the road, downsizing, cross country, duringcreditsstinger",2009,-0.24279559111368892,1.3120151148639638,3.490606896004937,0.03372764986333656
1714,60000000,Other,Other,75286229,Coraline,6.02.2009 00:00,7.7,Dakota Fanning,161158,Henry Selick,2009,1,0.254770483,30,FALSE,14836,tt0327597,Coraline,"When Coraline moves to an old house, she feels bored and neglected by her parents. She finds a hidden door with a bricked up passage. During the night, she crosses the passage and finds a parallel world where everybody has buttons instead of eyes, with caring parents and all her dreams coming true. When the Other Mother invites Coraline to stay in her world forever, the girl refuses and finds that the alternate reality where she is trapped is only a trick to lure her.",16.639915,Be careful what you wish for.,Coraline,"Animation, Family",en,US,"dream, eye, stuffed animal, parallel world, button, new home, secret door, aftercreditsstinger, duringcreditsstinger",2009,1.2418433313992985,1.6661926672218228,1.5614676521160256,2.360425472764458
1715,47000000,Other,Other,3600,Mr. Nobody,26.09.2013 00:00,7.9,Jared Leto,173190,Jaco Van Dormael,2009,0,-0.999923404,-100,FALSE,31011,tt0485947,Mr. Nobody,"Nemo Nobody leads an ordinary existence with his wife and 3 children; one day, he wakes up as a mortal centenarian in the year 2092.",11.817059,"Nothing is real, everything is possible.",Mr. Nobody,"Science Fiction, Drama, Romance, Fantasy",en,"BE, CA, FR, DE",surrealism,2013,0.690406017323046,1.9023110354603958,1.7511963049071928,1.0086785279753847
1716,11000000,Other,Other,3074838,Chloe,26.03.2010 00:00,6.3,Julianne Moore,60262,Erin Cressida Wilson,2009,0,-0.720469273,-70,FALSE,28211,tt1352824,Chloe,"A doctor hires an escort to seduce her husband, whom she suspects of cheating, though unforeseen events put the family in danger.",10.445867,"If the one you love was lying to you, how far would you go to find out the truth?",Chloe,"Drama, Thriller, Mystery",en,"FR, US, CA","toronto, lesbian, remake of french film, suspicious wife, female doctor, playing piano",2010,-0.8366511601188839,0.013364089551812711,-0.029528204933308873,0.6243617255000007
1717,5000000,Other,Other,5009677,Moon,10.07.2009 00:00,7.9,Sam Rockwell,283589,Duncan Jones,2009,1,0.0019354,0,FALSE,17431,tt1182345,Moon,"With only three weeks left in his three year contract, Sam Bell is getting anxious to finally return to Earth. He is the only occupant of a Moon-based manufacturing facility along with his computer and assistant, GERTY. When he has an accident however, he wakens to find that he is not alone.",13.336773,The last place you'd ever expect to find yourself.,Moon,"Science Fiction, Drama","es, en",GB,"moon, artificial intelligence, clone, isolation, future, dystopia, space, cloning, moon base",2009,-1.0911606896925388,1.9023110354603958,3.49204184509104,1.4346229800704053
1718,16000000,Other,Other,16204793,Jennifer's Body,18.09.2009 00:00,5.1,Megan Fox,98187,Diablo Cody,2009,1,0.012799563,0,FALSE,19994,tt1131734,Jennifer's Body,A newly possessed cheerleader turns into a killer who specializes in offing her male classmates. Can her best friend put an end to the horror?,13.483131,She's evil... and not just high school evil.,Jennifer's Body,"Comedy, Horror","es, en",US,"bloodthirstiness, high school, sexual murder, horror, gore, slumber party, demon, succubus, candlelight vigil, duringcreditsstinger, woman director",2009,-0.6245598854741714,-1.4033461198796244,0.5684986532037433,1.4756441051766573
1719,50000000,Other,Other,73343413,Law Abiding Citizen,16.10.2009 00:00,7.4,Gerard Butler,232508,Kurt Wimmer,2009,1,0.46686826,50,FALSE,22803,tt1197624,Law Abiding Citizen,A frustrated man decides to take justice into his own hands after a plea bargain sets one of his family's killers free. He targets not only the killer but also the district attorney and others involved in the deal.,16.639047,The System Must Pay.,Law Abiding Citizen,"Drama, Crime, Thriller",en,US,"tattoo, secret passage, baseball bat, deal, explosion, justice, district attorney, courtroom, vigilantism",2009,0.8176607821098735,1.3120151148639638,2.686562347648753,2.360182190288665
1720,65000000,Walt Disney Pictures,Other,67172594,Race to Witch Mountain,13.03.2009 00:00,5.7,Dwayne Johnson,46750,Matt Lopez,2009,1,0.033424523,0,FALSE,13836,tt1075417,Race to Witch Mountain,"A taxi driver gets more than he bargained for when he picks up two teen runaways. Not only does the pair possess supernatural powers, but they're also trying desperately to escape people who have made them their targets.",8.176147,The race is on,Race to Witch Mountain,"Adventure, Family, Fantasy, Science Fiction, Thriller, Action",en,US,"mountain, spacecraft, laser, teleportation, telekinesis, alien, military, duringcreditsstinger, supernatural power",2009,1.4539346060440108,-0.6949910151639053,-0.24259449121275115,-0.011793920765750535
1721,30000000,Other,Other,49200230,My Sister's Keeper,26.06.2009 00:00,7.4,Cameron Diaz,79925,Jeremy Leven,2009,1,0.640007667,60,FALSE,10024,tt1078588,My Sister's Keeper,"Sara and Brian live an idyllic life with their young son and daughter. But their family is rocked by sudden, heartbreaking news that forces them to make a difficult and unorthodox choice in order to save their baby girl's life. The parents' desperate decision raises both ethical and moral questions and rips away at the foundation of their relationship. Their actions ultimately set off a court case that threatens to tear the family apart, while revealing surprising truths that challenge everyone's perceptions of love and loyalty and give new meaning to the definition of healing.",6.793972,"A tale of life, love, and letting go.",My Sister's Keeper,Drama,"hr, en",US,"parent child relationship, sister sister relationship, court case, in vitro fertilisation, medical examiner, kidney transplant ",2009,-0.030704316468976464,1.3120151148639638,0.28053117836395824,-0.39918903134210576
1722,65000000,DreamWorks,Other,43818839,The Lovely Bones,15.01.2010 00:00,6.7,Rachel Weisz,133076,Fran Walsh,2009,0,-0.325864015,-30,FALSE,7980,tt0380510,The Lovely Bones,"After being brutally murdered, 14-year-old Susie Salmon watches from heaven over her grief-stricken family -- and her killer. As she observes their daily lives, she must balance her thirst for revenge with her desire for her family to heal.",12.738789,The story of a life and everything that came after...,The Lovely Bones,"Fantasy, Drama",en,"GB, NZ, US","rape, 1970s, evidence, tree, afterlife, loss of daughter, serial killer, corpse, pedophile, teenage love, grieving, childhood sexual abuse, based on young adult novel",2010,1.4539346060440108,0.48560082602895877,1.1186518253472795,1.2670204132442862
1723,33000000,Other,Other,10330853,Pandorum,25.09.2009 00:00,6.8,Dennis Quaid,128906,Travis Milloy,2009,0,-0.686943848,-70,FALSE,19898,tt1188729,Pandorum,"Two crew members wake up on an abandoned spacecraft with no idea who they are, how long they've been asleep, or what their mission is. The two soon discover they're actually not alone – and the reality of their situation is more horrifying than they could have imagined.",10.391425,Don't fear the end of the world. Fear what happens next.,Pandorum,"Action, Horror, Mystery, Science Fiction, Thriller","en, vi, de","DE, GB","mutation, dystopia, spaceship, survival, mission",2009,0.09655044831785102,0.6036600101482448,1.0528964661269364,0.6091027571276905
1724,20000000,New Line Cinema,Other,64167069,17 Again,17.04.2009 00:00,6.4,Zac Efron,155399,Jason Filardi,2009,1,2.20835345,220,FALSE,16996,tt0974661,17 Again,"On the brink of a midlife crisis, 30-something Mike O'Donnell wishes he could have a ""do-over."" And that's exactly what he gets when he wakes up one morning to find he's 17 years old again. With his adult mind stuck inside the body of a teenager, Mike actually has the chance to reverse some decisions he wishes he'd never made. But maybe they weren't so bad after all.",11.362762,Who says you're only young once?,17 Again,Comedy,en,US,"high school, bullying, high school sports, fake identity, adult as a child, do over",2009,-0.4548868657584014,0.13142327367109974,1.4706558742383384,0.8813484601116869
1725,80000000,Touchstone Pictures,Other,38577772,Surrogates,25.09.2009 00:00,6.3,Bruce Willis,157149,Michael Ferris,2009,0,-0.51777785,-50,FALSE,19959,tt0986263,Surrogates,"Set in a futuristic world where humans live in isolation and interact through surrogate robots, a cop is forced to leave his home for the first time in years in order to investigate the murders of others' surrogates.",16.211937,How do you save humanity when the only thing that's real is you?,Surrogates,"Action, Science Fiction, Thriller","en, fr",US,"clone, dystopia",2009,2.0902084299781483,0.013364089551812711,1.4982510489710963,2.240472077113222
1726,105000000,Other,Other,104400899,The Princess and the Frog,11.12.2009 00:00,7.1,Anika Noni Rose,97887,Ron Clements,2009,0,-0.005705724,0,FALSE,10198,tt0780521,The Princess and the Frog,"A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to do face the same problem after she kisses him.",16.616517,Every Love Story Begins With a Kiss...,The Princess and the Frog,"Romance, Family, Animation, Music","fr, en",US,"based on novel, voodoo, kiss, princess, animation, cajun, firefly, based on fairy tale, duringcreditsstinger, big dreams, frog prince, charlatan",2009,3.1506648032017104,0.9578375625061037,0.5637680518209848,2.3538674965333266
1727,40000000,DreamWorks,Other,71440011,"I Love You, Man",20.03.2009 00:00,7.0,Paul Rudd,174712,John Hamburg,2009,1,0.786000275,80,FALSE,16538,tt1155056,"I Love You, Man","Peter Klaven is a successful real estate agent who, upon getting engaged to the woman of his dreams, Zooey, discovers, to his dismay and chagrin, that he has no male friend close enough to serve as his Best Man. Peter immediately sets out to rectify the situation, embarking on a series of bizarre and awkward ""man-dates.""",12.929653,He needed a best man... He got the worst.,"I Love You, Man",Comedy,en,US,"poker, bondage, duringcreditsstinger",2009,0.39347823282044847,0.8397783783868178,1.775196222589054,1.3205156511013196
1728,40000000,Universal Pictures,Other,13838130,Cirque du Freak: The Vampire's Assistant,23.10.2009 00:00,5.9,Chris Massoglia,37859,Paul Weitz,2009,0,-0.65404675,-70,FALSE,24418,tt0450405,Cirque du Freak: The Vampire's Assistant,"Darren Shan is a regular teenage kid. He and his friend Steve find out about a Freak Show coming to town and work hard at trying to find tickets. They do, and together they go to ""Cirque du Freak"" where they see many strange acts including a wolf-man and a bearded lady",10.829432,Meet Darren. He's sixteen going on immortal.,Cirque du Freak: The Vampire's Assistant,"Adventure, Fantasy, Action, Thriller",en,US,"vampire, spider, wolfman, stew, best friend, antidote, based on young adult novel",2009,0.39347823282044847,-0.45887264692533225,-0.38279374752643686,0.7318670743800051
1729,35000000,Other,Other,11001272,The Young Victoria,8.01.2010 00:00,7.3,Emily Blunt,49189,Julian Fellowes,2009,0,-0.685677943,-70,FALSE,18320,tt0962736,The Young Victoria,"From Academy Award® winners Graham King and Martin Scorsese, along with the makers of Gosford Park and The Departed, comes the story of Queen Victoria’s early rise to power. From an object of a royal power-struggle to her romantic courtship and legendary marriage to Prince Albert, Emily Blunt (The Devil Wears Prada) gives a stunning performance as the young Victoria. Packed with drama, romance, breath-taking cinematography, lavish costumes and featuring an outstanding British cast including Jim Broadbent, Harriet Walter, Mark Strong, Paul Bettany, Miranda Richardson, and Rupert Friend, The Young Victoria has captivated British audiences, and is the film that Company magazine called “an epic British film, which will sweep you up in her remarkable story.”",8.437587,Love rules all.,The Young Victoria,Drama,"en, de","GB, US","royal family, biography, royalty, period drama, queen victoria, prince albert, 19th century, british monarchy",2010,0.18138695817573602,1.1939559307446768,-0.20413470197092465,0.06148231249637794
1730,900000,Other,Other,100659,The House of the Devil,4.05.2012 00:00,6.4,Jocelin Donahue,33194,Ti West,2009,0,-0.888156667,-90,FALSE,25983,tt1172994,The House of the Devil,"In the 1980s, college student Samantha Hughes takes a strange babysitting job that coincides with a full lunar eclipse. She slowly realizes her clients harbor a terrifying secret.",5.706196,Talk on the phone. Finish your homework. Watch TV. Die.,The House of the Devil,"Mystery, Horror",en,US,"ritual, cult, independent film, human sacrifice, eclipse, satanic ritual, mumblegore",2012,-1.265075534901203,0.13142327367109974,-0.4563545990283313,-0.7040701815599185
1731,38000000,Columbia Pictures,Other,88915214,The Ugly Truth,24.07.2009 00:00,6.5,Katherine Heigl,175985,Nicole Eastman,2009,1,1.339874053,130,FALSE,20943,tt1142988,The Ugly Truth,"A romantically challenged morning show producer is reluctantly embroiled in a series of outrageous tests by her chauvinistic correspondent to prove his theories on relationships and help her find love. His clever ploys, however, lead to an unexpected result.",8.450799,The battle of the sexes is on.,The Ugly Truth,"Comedy, Romance",en,US,"romantic comedy, romance, tv morning show, relationship, opposites attract",2009,0.3086417229625635,0.24948245779038572,1.795269741123226,0.06518536326848318
1732,60000000,Columbia Pictures,Other,43337279,Year One,19.06.2009 00:00,4.9,Jack Black,80204,Harold Ramis,2009,0,-0.277712017,-30,FALSE,17610,tt1045778,Year One,"When a couple of lazy hunter-gatherers are banished from their primitive village, they set off on an epic journey through the ancient world.",10.087637,Meet your ancestors,Year One,"Comedy, Adventure",en,US,"temple, slavery, stone age, circumcision, hebrews, cavemen, prehistoric adventure, duringcreditsstinger, prehistoric times, prehistoric man",2009,1.2418433313992985,-1.6394644881181963,0.28493063764992366,0.5239572539520655
1733,20000000,Screen Gems,Other,17231291,Fired Up!,20.02.2009 00:00,6.2,Eric Christian Olsen,38879,Will Gluck,2009,0,-0.13843545,-10,FALSE,17927,tt1083456,Fired Up!,2 Guys. 300 Girls. You Do the Math. The two most popular guys in high school decide to ditch football camp for cheerleader camp. For the girls and for the glory.,6.312206,2 Guys. 300 Girls. You Do the Math.,Fired Up!,Comedy,en,US,"cheerleading, aftercreditsstinger, duringcreditsstinger",2009,-0.4548868657584014,-0.10469509456747328,-0.366709702825058,-0.5342180926707569
1734,40000000,Columbia Pictures,Other,94125426,Julie & Julia,7.08.2009 00:00,7.0,Amy Adams,86198,Nora Ephron,2009,1,1.35313565,140,FALSE,24803,tt1135503,Julie & Julia,"Julia Child and Julie Powell – both of whom wrote memoirs – find their lives intertwined. Though separated by time and space, both women are at loose ends... until they discover that with the right combination of passion, fearlessness and butter, anything is possible.",8.142089,Based on Two True Stories,Julie & Julia,"Romance, Drama","en, fr",US,"cooking, book, cookbook, blog, recipe, woman director, publishing",2009,0.39347823282044847,0.8397783783868178,0.37944805327743825,-0.021339674867806697
1735,40000000,New Line Cinema,Other,66477700,The Final Destination,28.08.2009 00:00,5.2,Nick Zano,81274,Eric Bress,2009,1,0.6619425,70,FALSE,19912,tt1144884,The Final Destination,"After a young man's premonition of a deadly race-car crash helps saves the lives of his peers, Death sets out to collect those who evaded their end.",8.805723,Rest In Pieces,The Final Destination,"Horror, Mystery",en,US,"car race, dying and death, plan, stock-car-race, car crash, premonition, gore, vision",2009,0.39347823282044847,-1.2852869357603374,0.30180311591509557,0.16466323128534247
1736,80000000,Other,Other,19664021,Nine,25.12.2009 00:00,5.8,Daniel Day-Lewis,39041,Michael Tolkin,2009,0,-0.754199738,-80,FALSE,10197,tt0875034,Nine,"Arrogant, self-centered movie director Guido Contini finds himself struggling to find meaning, purpose, and a script for his latest film endeavor. With only a week left before shooting begins, he desperately searches for answers and inspiration from his wife, his mistress, his muse, and his mother.",5.658857,"This Holiday Season, Be Italian",Nine,"Drama, Music, Romance","en, fr, it","IT, US","memory, sidewalk cafe, room key, driving a car, coastline, stairway, search for meaning, sequins, singing photograph, sliding down a pole, costume designer, duringcreditsstinger, 1960s",2009,2.0902084299781483,-0.5769318310446193,-0.3641551780783684,-0.7173383257092296
1737,8500000,Other,Other,4444637,Bright Star,9.10.2009 00:00,7.0,Abbie Cornish,22535,Jane Campion,2009,0,-0.477101529,-50,FALSE,29963,tt0810784,Bright Star,"In 1818, high-spirited young Fanny Brawne finds herself increasingly intrigued by the handsome but aloof poet John Keats, who lives next door to her family friends the Dilkes. After reading a book of his poetry, she finds herself even more drawn to the taciturn Keats. Although he agrees to teach her about poetry, Keats cannot act on his reciprocated feelings for Fanny, since as a struggling poet he has no money to support a wife.",14.337355,First love burns brightest.,Bright Star,"Drama, Romance","fr, en","GB, FR, AU","poet, independent film, duringcreditsstinger, woman director",2009,-0.9426967974412401,0.8397783783868178,-0.6244328661577404,1.7150654526449423
1738,38000000,Summit Entertainment,Other,31806100,Push,6.02.2009 00:00,6.1,Camilla Belle,95423,David Bourla,2009,0,-0.162997368,-20,FALSE,13455,tt0465580,Push,"After his father, an assassin, is brutally murdered, Nick Gant vows revenge on Division, the covert government agency that dabbles in psychic warfare and experimental drugs. Hiding in Hong Kong's underworld, Nick assembles a band of rogue psychics dedicated to destroying Division. Together with Cassie, a teenage clairvoyant, Nick goes in search of a missing girl and a stolen suitcase that could be the key to accomplishing their mutual goal.",11.596222,One push can change everything.,Push,Action,en,"US, CA","psychokinesis, mind control, secret government organization, clairvoyance, hong kong",2009,0.3086417229625635,-0.22275427868676032,0.5249140457972618,0.9467824771610153
1739,75000000,Universal Pictures,Other,51855045,Funny People,31.07.2009 00:00,6.3,Adam Sandler,104307,Judd Apatow,2009,0,-0.3085994,-30,FALSE,20829,tt1201167,Funny People,"Famous and wealthy funnyman George Simmons doesn't give much thought to how he treats people until a doctor delivers stunning health news, forcing George to reevaluate his priorities with a little help from aspiring stand-up comic Ira.",9.900376,"George Simmons was prepared to die, but then a funny thing happened.",Funny People,"Comedy, Drama",en,US,"comedian, cancer, bromance, stand-up comedian",2009,1.8781171553334357,0.013364089551812711,0.6650029214120164,0.47147186259305573
1740,30000000,Fox 2000 Pictures,Other,58715510,Bride Wars,9.01.2009 00:00,5.5,Kate Hudson,86156,Greg DePaul,2009,1,0.957183667,100,FALSE,10521,tt0901476,Bride Wars,Two best friends become rivals when their respective weddings are accidentally booked for the same day.,8.33501,May the best bride win,Bride Wars,Comedy,en,US,"bride, friendship, engagement, rivalry, wedding, family feud",2009,-0.030704316468976464,-0.9311093834024783,0.37878576908385203,0.03273209761216224
1741,60000000,Universal Pictures,Other,109205660,Couples Retreat,9.10.2009 00:00,5.5,Vince Vaughn,87743,Jon Favreau,2009,1,0.820094333,80,FALSE,19899,tt1078940,Couples Retreat,"Four couples, all friends, descend on a tropical island resort. Though one husband and wife are there to work on their marriage, the others just want to enjoy some fun in the sun. They soon find, however, that paradise comes at a price: Participation in couples therapy sessions is mandatory. What started out as a cut-rate vacation turns into an examination of the common problems many face.",15.152577,It may be paradise... but it's no vacation.,Couples Retreat,"Comedy, Romance",en,US,"island, married couple, yoga, tahiti, couples therapy, beautiful woman, tropical, aftercreditsstinger, duringcreditsstinger, french polynesia, polynésie française",2009,1.2418433313992985,-0.9311093834024783,0.40381065039864444,1.9435553449048062
1742,30000000,Universal Pictures,Other,42100625,Drag Me to Hell,29.05.2009 00:00,6.6,Alison Lohman,166655,Sam Raimi,2009,1,0.403354167,40,FALSE,16871,tt1127180,Drag Me to Hell,"After denying a woman the extension she needs to keep her home, loan officer Christine Brown sees her once-promising life take a startling turn for the worse. Christine is convinced she's been cursed by a Gypsy, but her boyfriend is skeptical. Her only hope seems to lie in a psychic who claims he can help her lift the curse and keep her soul from being dragged straight to hell.",15.809588,"Christine Brown has a good job, a great boyfriend, and a bright future. But in three days, she's going to hell.",Drag Me to Hell,"Horror, Thriller","en, es, hu, cs",US,"gypsy, work, gore, curse, psychologist, psychic, evil, loan officer, obituary, engagement ring",2009,-0.030704316468976464,0.3675416419096717,1.6481480381194369,2.1277019609229524
1743,35000000,Other,Other,45802315,Underworld: Rise of the Lycans,23.01.2009 00:00,6.6,Rhona Mitra,132542,Danny McBride,2009,1,0.308637571,30,FALSE,12437,tt0834001,Underworld: Rise of the Lycans,"A prequel to the first two Underworld films, this fantasy explains the origins of the feud between the Vampires and the Lycans. Aided by his secret love, Sonja, courageous Lucian leads the Lycans in battle against brutal Vampire king Viktor. Determined to break the king's enslavement of his people, Lucian faces off against the Death Dealer army in a bid for Lycan independence.",11.654958,Every war has a beginning.,Underworld: Rise of the Lycans,"Fantasy, Action, Adventure, Science Fiction, Thriller",en,US,"prison, underworld, slavery, castle, vampire, war, werewolf, battle, slave, dungeon, fang vamp",2009,0.18138695817573602,0.3675416419096717,1.1102313548859695,0.9632449650621953
1744,26000000,Columbia Pictures,Other,20819129,Paul Blart: Mall Cop,16.01.2009 00:00,5.2,Kevin James,89303,Kevin James,2009,0,-0.199264269,-20,FALSE,14560,tt1114740,Paul Blart: Mall Cop,"Mild-mannered Paul Blart (Kevin James) has always had huge dreams of becoming a State Trooper. Until then, he patrols the local mall as a security guard. With his closely cropped moustache, personal transporter and gung-ho attitude, only Blart seems to take his job seriously. All that changes when a team of thugs raids the mall and takes hostages. Untrained, unarmed and a super-size target, Blart has to become a real cop to save the day.",13.003122,Safety Never Takes A Holiday.,Paul Blart: Mall Cop,"Action, Adventure, Comedy, Family",en,US,"security guard, duringcreditsstinger",2009,-0.20037733618474643,-1.2852869357603374,0.42840977758898857,1.3411074946659436
1745,50000000,Summit Entertainment,Other,79957634,Knowing,20.03.2009 00:00,6.2,Nicolas Cage,197063,Ryne Douglas Pearson,2009,1,0.59915268,60,FALSE,13811,tt0448011,Knowing,A teacher opens a time capsule that has been dug up at his son's elementary school; in it are some chilling predictions -- some that have already occurred and others that are about to -- that lead him to believe his family plays a role in the events that are about to unfold.,9.806904,Knowing is everything...,Knowing,"Action, Adventure, Drama, Mystery, Science Fiction, Thriller",en,"GB, US, AU","cataclysm, code, suspense, end of the world, time capsule, astrophysicist, grieving widower, lexington massachusetts, westford massachusetts, prediction, researcher, numbers, news",2009,0.8176607821098735,-0.10469509456747328,2.127641794275837,0.44527359119052484
1746,7000000,Other,Other,9190525,A Serious Man,6.11.2009 00:00,7.0,Michael Stuhlbarg,110208,Joel Coen,2009,1,0.312932143,30,FALSE,12573,tt1019452,A Serious Man,"A Serious Man is the story of an ordinary man's search for clarity in a universe where Jefferson Airplane is on the radio and F-Troop is on TV. It is 1967, and Larry Gopnik, a physics professor at a quiet Midwestern university, has just been informed by his wife Judith that she is leaving him. She has fallen in love with one of his more pompous acquaintances Sy Ableman.",7.971424,...seriously!,A Serious Man,"Comedy, Drama","en, he, yi","US, GB, FR","professor, dark comedy, telephone call, aftercreditsstinger, 1960s",2009,-1.0063241798346538,0.8397783783868178,0.7580538506108758,-0.06917355013433507
1747,100000000,Columbia Pictures,Other,124870275,Cloudy with a Chance of Meatballs,18.09.2009 00:00,7.0,Anna Faris,167156,Phil Lord,2009,1,0.24870275,20,FALSE,22794,tt0844471,Cloudy with a Chance of Meatballs,"Inventor Flint Lockwood creates a machine that makes clouds rain food, enabling the down-and-out citizens of Chewandswallow to feed themselves. But when the falling food reaches gargantuan proportions, Flint must scramble to avert disaster. Can he regain control of the machine and put an end to the wild weather before the town is destroyed?",11.665693,Prepare to get served.,Cloudy with a Chance of Meatballs,"Animation, Comedy, Family",en,US,"weather, food, science",2009,2.938573528556998,0.8397783783868178,1.6560481424286437,0.966253763884368
1748,25000000,Other,Other,32416109,The Men Who Stare at Goats,6.11.2009 00:00,6.2,Ewan McGregor,114722,Jon Ronson,2009,1,0.29664436,30,FALSE,10313,tt1234548,The Men Who Stare at Goats,"A reporter in Iraq might just have the story of a lifetime when he meets Lyn Cassady, a guy who claims to be a former member of the U.S. Army's New Earth Army, a unit that employs paranormal powers in their missions.",6.253084,No goats. No glory.,The Men Who Stare at Goats,"Comedy, War",en,"GB, US","vietnam veteran, kuwait, new age, staring contest, drug use, paranoid fantasy, hippie lifestyle",2009,-0.24279559111368892,-0.10469509456747328,0.8292336327501152,-0.5507887684010335
