budget,gross,name,released,runtime,score,votes,year,isprofit,profitability_ratio,profitability_ratio_bucket
7850000,2341309,Double Dragon,4.11.1994 00:00,96,3.7,9200,1994,0,-0.701744076,-70
200000,1359736,Spanking the Monkey,15.07.1994 00:00,100,6.3,5363,1994,1,5.79868,580
12000000,2104000,Death and the Maiden,27.01.1995 00:00,103,7.3,18786,1994,0,-0.824666667,-80
40000000,43622150,City Slickers II: The Legend of Curly's Gold,10.06.1994 00:00,116,5.5,15982,1994,1,0.09055375,10
25000000,26372663,I.Q.,25.12.1994 00:00,100,6.2,20930,1994,1,0.05490652,10
19000000,7411659,Clifford,1.04.1994 00:00,90,5.3,5807,1994,0,-0.609912684,-60
35000000,20277185,The Cowboy Way,3.06.1994 00:00,102,5.8,6634,1994,0,-0.420651857,-40
20000000,11784000,3 Ninjas Kick Back,6.05.1994 00:00,93,4.4,7189,1994,0,-0.4108,-40
15000000,6798240,Mixed Nuts,21.12.1994 00:00,97,5.4,8563,1994,0,-0.546784,-50
700000,376928,Swimming with Sharks,21.04.1995 00:00,93,7.1,20003,1994,0,-0.461531429,-50
45000000,28720380,Drop Zone,9.12.1994 00:00,101,5.6,16774,1994,0,-0.361769333,-40
5000000,1702394,Death Wish V: The Face of Death,14.01.1994 00:00,95,4.7,5329,1994,0,-0.6595212,-70
7000000,20851521,Jason's Lyric,28.09.1994 00:00,120,6.6,2838,1994,1,1.978788714,200
45000000,20928892,Intersection,21.01.1994 00:00,98,5.2,6432,1994,0,-0.534913511,-50
4000000,253969,Cemetery Man,26.04.1996 00:00,105,7.3,17110,1994,0,-0.93650775,-90
50000000,16478900,Terminal Velocity,23.09.1994 00:00,102,5.4,11352,1994,0,-0.670422,-70
26000000,13829734,Highlander: The Final Dimension,27.01.1995 00:00,99,4.3,17307,1994,0,-0.468087154,-50
1900000,763847,Before the Rain,24.02.1995 00:00,113,8.1,11967,1994,0,-0.597975263,-60
6000000,38824341,The Paper,25.03.1994 00:00,112,6.6,11123,1994,1,5.4707235,550
2800000,2616503,Burnt by the Sun,21.04.1995 00:00,135,8,11998,1994,0,-0.065534643,-10
60000000,18250211,Love Affair,21.10.1994 00:00,108,5.9,3922,1994,0,-0.695829817,-70
30000000,18438164,Getting Even with Dad,17.06.1994 00:00,109,4.6,6383,1994,0,-0.385394533,-40
45000000,30806194,I Love Trouble,29.06.1994 00:00,123,5.2,10145,1994,0,-0.315417911,-30
2000000,2260622,Leprechaun 2,8.04.1994 00:00,85,4.4,6778,1994,1,0.130311,10
3000000,6101600,The Secret of Roan Inish,3.02.1995 00:00,103,7.5,6305,1994,1,1.033866667,100
7000000,2144667,Mrs. Parker and the Vicious Circle,23.11.1994 00:00,125,6.4,3789,1994,0,-0.693619,-70
20000000,27053498,Guarding Tess,11.03.1994 00:00,96,6.2,13526,1994,1,0.3526749,40
15000000,3038499,China Moon,4.03.1994 00:00,99,6.2,4508,1994,0,-0.7974334,-80
30000000,1519366,Being Human,6.05.1994 00:00,122,5.4,3439,1994,0,-0.949354467,-90
17080000,21011500,The Air Up There,7.01.1994 00:00,107,5.5,7663,1994,1,0.230181499,20
20000000,305070,Rapa Nui,9.09.1994 00:00,107,6.4,4075,1994,0,-0.9847465,-100
2300000,1095885,Little Odessa,19.05.1995 00:00,98,6.8,6076,1994,0,-0.523528261,-50
13000000,3134081,The Favor,29.04.1994 00:00,97,5.3,2201,1994,0,-0.758916846,-80
15000000,70936,It Runs in the Family,23.09.1994 00:00,85,5.7,1234,1994,0,-0.995270933,-100
2300000,856422,Amateur,19.05.1995 00:00,105,7,4804,1994,0,-0.627642609,-60
30000000,3180674,Silent Fall,28.10.1994 00:00,100,5.9,3114,1994,0,-0.893977533,-90
3200000,7266973,Barcelona,29.07.1994 00:00,101,7,4843,1994,1,1.270929063,130
10500000,123509,There Goes My Baby,2.09.1994 00:00,99,6.4,902,1994,0,-0.988237238,-100
30000000,3692874,Jimmy Hollywood,30.03.1994 00:00,112,5.3,2702,1994,0,-0.8769042,-90
44000000,10209111,I'll Do Anything,4.02.1994 00:00,115,5.6,2180,1994,0,-0.76797475,-80
15000000,1299060,Radioland Murders,21.10.1994 00:00,108,6.2,2920,1994,0,-0.913396,-90
200000,986314,Mosquito,21.11.1994 00:00,92,4.6,1715,1994,1,3.93157,390
15000,2408311,Go Fish,8.07.1994 00:00,83,5.6,1742,1994,1,159.5540667,15960
10700000,1238080,"Car 54, Where Are You?",28.01.1994 00:00,89,2.4,4018,1994,0,-0.884291589,-90
1000000,446934,Nadja,1.09.1995 00:00,93,6,2586,1994,0,-0.553066,-60
19200000,3337685,Squanto: A Warrior's Tale,28.10.1994 00:00,102,6.1,939,1994,0,-0.82616224,-80
18000000,7503192,Clean Slate,6.05.1994 00:00,107,5.7,3264,1994,0,-0.583156,-60
20000000,2308390,A Good Man in Africa,9.09.1994 00:00,94,5,2032,1994,0,-0.8845805,-90
33000000,100125643,Se7en,22.09.1995 00:00,127,8.6,1134655,1995,1,2.034110394,200
50000000,100475249,Jumanji,15.12.1995 00:00,104,6.9,232339,1995,1,1.00950498,100
72000000,75600000,Braveheart,24.05.1995 00:00,178,8.4,807256,1995,1,0.05,10
6000000,23341568,The Usual Suspects,15.09.1995 00:00,106,8.6,814470,1995,1,2.890261333,290
60000000,67436818,Heat,15.12.1995 00:00,170,8.2,470080,1995,1,0.123946967,10
12000000,56631572,Clueless,19.07.1995 00:00,97,6.8,136975,1995,1,3.719297667,370
55000000,141600000,Pocahontas,23.06.1995 00:00,81,6.7,133708,1995,1,1.574545455,160
29000001,57141459,Twelve Monkeys,5.01.1996 00:00,129,8,500403,1995,1,0.97039507,100
30000000,191796233,Toy Story,22.11.1995 00:00,81,8.3,694113,1995,1,5.393207767,540
100000000,184031112,Batman Forever,16.06.1995 00:00,121,5.4,203965,1995,1,0.84031112,80
60000000,106600000,GoldenEye,17.11.1995 00:00,130,7.2,209588,1995,1,0.776666667,80
52000000,42438300,Casino,22.11.1995 00:00,178,8.2,367532,1995,0,-0.183878846,-20
1500000,7417210,Kids,1.09.1995 00:00,91,7,63097,1995,1,3.944806667,390
45000000,20302961,Showgirls,22.09.1995 00:00,128,4.7,53325,1995,0,-0.548823089,-50
50000000,100328194,Casper,26.05.1995 00:00,100,6,94596,1995,1,1.00656388,100
3500000,27467564,Friday,26.04.1995 00:00,91,7.3,82224,1995,1,6.847875429,680
2500000,5535405,Before Sunrise,27.01.1995 00:00,101,8.1,207167,1995,1,1.214162,120
18000000,70454098,Mortal Kombat,18.08.1995 00:00,101,5.8,87007,1995,1,2.914116556,290
52000000,173837933,Apollo 13,30.06.1995 00:00,140,7.6,224635,1995,1,2.343037173,229
20000000,7564000,Hackers,15.09.1995 00:00,107,6.2,57821,1995,0,-0.6218,-60
19000000,65807024,Bad Boys,7.04.1995 00:00,119,6.8,186965,1995,1,2.463527579,250
90000000,100012499,Die Hard with a Vengeance,19.05.1995 00:00,128,7.6,317792,1995,1,0.111249989,10
10000000,25588750,Billy Madison,10.02.1995 00:00,89,6.4,112423,1995,1,1.558875,160
175000000,88246220,Waterworld,28.07.1995 00:00,135,6.1,153742,1995,0,-0.495735886,-50
50000000,81022101,Congo,9.06.1995 00:00,109,5.1,36705,1995,1,0.62044202,60
16000000,43182776,Sense and Sensibility,26.01.1996 00:00,136,7.7,84237,1995,1,1.6989235,170
30250000,72077000,Get Shorty,20.10.1995 00:00,105,6.9,66364,1995,1,1.382710744,140
62000000,65000000,The American President,17.11.1995 00:00,114,6.8,45293,1995,1,0.048387097,0
25000000,4064333,Tank Girl,31.03.1995 00:00,104,5.3,26302,1995,0,-0.83742668,-80
9500000,30862146,Powder,27.10.1995 00:00,111,6.6,25582,1995,1,2.248646947,220
35000000,60074103,Species,7.07.1995 00:00,108,5.8,64667,1995,1,0.716402943,70
18000000,1513028,The City of Lost Children,15.12.1995 00:00,112,7.7,58437,1995,0,-0.915942889,-90
3600000,31968347,Adiós a Las Vegas,9.02.1996 00:00,111,7.6,99239,1995,1,7.880096389,790
7000000,25625110,Desperado,25.08.1995 00:00,104,7.2,147918,1995,1,2.66073,270
30000000,66600000,"Babe, el puerquito valiente",4.08.1995 00:00,91,6.8,100541,1995,1,1.22,120
42000000,7919000,Strange Days,13.10.1995 00:00,145,7.2,57697,1995,0,-0.811452381,-80
30000000,108385533,Ace Ventura: When Nature Calls,10.11.1995 00:00,90,6.3,172305,1995,1,2.6128511,260
4000000,4301331,Four Rooms,25.12.1995 00:00,98,6.7,83723,1995,1,0.07533275,10
17000000,81057016,While You Were Sleeping,21.04.1995 00:00,103,6.7,76882,1995,1,3.768059765,380
32000000,18636537,Rápida y mortal,10.02.1995 00:00,107,6.4,73223,1995,0,-0.417608219,-40
70000000,34693481,Judge Dredd,30.06.1995 00:00,96,5.5,95091,1995,0,-0.504378843,-50
22000000,9417567,Village of the Damned,28.04.1995 00:00,99,5.6,23569,1995,0,-0.571928773,-60
17000000,10019307,A Little Princess,19.05.1995 00:00,97,7.7,26945,1995,0,-0.410629,-40
12000000,46576136,The Brady Bunch Movie,17.02.1995 00:00,90,5.9,18224,1995,1,2.881344667,290
11000000,39387284,Dead Man Walking,2.02.1996 00:00,122,7.6,77349,1995,1,2.580662182,260
25000000,69870000,Grumpier Old Men,22.12.1995 00:00,101,6.6,20718,1995,1,1.7948,180
20000000,32051917,Copycat,27.10.1995 00:00,123,6.6,45066,1995,1,0.60259585,60
15000000,37804616,Mighty Morphin Power Rangers: The Movie,30.06.1995 00:00,95,5.1,21647,1995,1,1.520307733,150
50000000,67823573,Outbreak,10.03.1995 00:00,127,6.6,95549,1995,1,0.35647146,40
9000000,1037847,Dead Man,10.05.1996 00:00,121,7.7,77407,1995,0,-0.884683667,-90
53000000,91400000,Crimson Tide,12.05.1995 00:00,116,7.3,86579,1995,1,0.724528302,70
24000000,71516617,The Bridges of Madison County,2.06.1995 00:00,135,7.6,58975,1995,1,1.979859042,200
23000000,84919401,Dangerous Minds,11.08.1995 00:00,99,6.4,40880,1995,1,2.69214787,270
20000000,21284514,To Die For,6.10.1995 00:00,106,6.8,36974,1995,1,0.0642257,10
6000000,2122561,Mallrats,20.10.1995 00:00,94,7.2,103484,1995,0,-0.646239833,-60
5000000,15116634,Halloween: The Curse of Michael Myers,29.09.1995 00:00,87,5,22890,1995,1,2.0233268,200
60000000,50024083,Under Siege 2: Dark Territory,14.07.1995 00:00,100,5.4,38220,1995,0,-0.166265283,-20
25000000,19076000,Johnny Mnemonic,26.05.1995 00:00,100,5.6,58885,1995,0,-0.23696,-20
20000000,50012507,A Walk in the Clouds,11.08.1995 00:00,102,6.7,26520,1995,1,1.50062535,150
15000000,6700000,Mighty Aphrodite,10.11.1995 00:00,95,7.1,33697,1995,0,-0.553333333,-60
50000000,30306268,Assassins,6.10.1995 00:00,132,6.3,67317,1995,0,-0.39387464,-40
58000000,53672080,Sabrina,15.12.1995 00:00,127,6.3,31451,1995,0,-0.07461931,-10
28000000,31600000,Rob Roy,14.04.1995 00:00,139,6.9,36234,1995,1,0.128571429,10
55000000,37600435,First Knight,7.07.1995 00:00,134,5.9,59052,1995,0,-0.316355727,-30
30000000,10693649,Drácula: Muerto pero feliz,22.12.1995 00:00,88,5.8,32629,1995,0,-0.643545033,-60
98000000,10017322,Cutthroat Island,22.12.1995 00:00,124,5.6,22527,1995,0,-0.897782429,-90
13000000,21088568,Tales from the Crypt: Demon Knight,13.01.1995 00:00,92,6.7,17728,1995,1,0.622197538,60
22000000,50727965,The Net,28.07.1995 00:00,114,5.9,51864,1995,1,1.305816591,130
10000000,24200000,Dead Presidents,6.10.1995 00:00,119,6.8,16395,1995,1,1.42,140
45000000,35617599,The Indian in the Cupboard,14.07.1995 00:00,96,5.9,22044,1995,0,-0.2084978,-20
23000000,82569971,Mr. Holland's Opus,19.01.1996 00:00,143,7.3,31602,1995,1,2.589998739,260
50000000,10400000,The Scarlet Letter,13.10.1995 00:00,135,5.2,12706,1995,0,-0.792,-80
20000000,19751736,Vampire in Brooklyn,27.10.1995 00:00,100,4.5,18359,1995,0,-0.0124132,0
15000000,13406717,A Kid in King Arthur's Court,11.08.1995 00:00,89,4.8,4897,1995,0,-0.106218867,-10
8000000,16115878,The Prophecy,1.09.1995 00:00,98,6.6,25657,1995,1,1.01448475,100
30000000,76594000,Father of the Bride Part II,8.12.1995 00:00,106,5.9,28658,1995,1,1.553133333,160
800000,4771000,Welcome to the Dollhouse,24.05.1996 00:00,88,7.4,28073,1995,1,4.96375,500
30000000,2167808,Wild Bill,1.12.1995 00:00,98,5.9,5307,1995,0,-0.927739733,-90
20000000,5781885,Asesinos cibernéticos,26.01.1996 00:00,108,6.4,21565,1995,0,-0.71090575,-70
6500000,9685976,The Baby-Sitters Club,18.08.1995 00:00,94,5.7,4594,1995,1,0.490150154,50
8000000,339889,Total Eclipse,3.11.1995 00:00,111,6.6,11309,1995,0,-0.957513875,-100
30000000,24048000,Virtuosity,4.08.1995 00:00,106,5.6,24720,1995,0,-0.1984,-20
50000000,13560960,Nixon,5.01.1996 00:00,192,7.1,25426,1995,0,-0.7287808,-70
50000000,9795017,Jade,13.10.1995 00:00,95,5.2,9815,1995,0,-0.80409966,-80
12000000,17725500,The Big Green,29.09.1995 00:00,100,5.5,7500,1995,1,0.477125,50
12000000,13293081,Lord of Illusions,25.08.1995 00:00,109,6,11887,1995,1,0.10775675,10
7500000,32392047,Rumble in the Bronx,23.02.1996 00:00,104,6.7,32513,1995,1,3.3189396,330
1000000,512245,Safe,30.06.1995 00:00,119,7.2,9448,1995,0,-0.487755,-50
10000000,23574130,How to Make an American Quilt,6.10.1995 00:00,117,6.2,9152,1995,1,1.357413,140
11000000,2112951,Othello,19.01.1996 00:00,123,6.9,7965,1995,0,-0.807913545,-80
16000000,67052156,Waiting to Exhale,22.12.1995 00:00,124,5.7,7977,1995,1,3.19075975,320
35000000,20350171,Sudden Death,22.12.1995 00:00,111,5.7,27472,1995,0,-0.418566543,-40
25000000,13040603,Clockers,13.09.1995 00:00,128,6.9,17650,1995,0,-0.47837588,-50
7000000,529766,Things to Do in Denver When You're Dead,1.12.1995 00:00,115,6.8,23358,1995,0,-0.924319143,-90
11000000,178104,Canadian Bacon,22.09.1995 00:00,91,5.9,14286,1995,0,-0.983808727,-100
5500000,11079373,My Family,3.05.1995 00:00,128,7.3,3222,1995,1,1.014431455,100
500000,1148752,Living in Oblivion,21.07.1995 00:00,90,7.6,13615,1995,1,1.297504,130
7000000,8349430,Smoke,9.06.1995 00:00,112,7.4,29466,1995,1,0.192775714,20
27000000,16030096,Devil in a Blue Dress,29.09.1995 00:00,102,6.7,14406,1995,0,-0.406292741,-40
9000000,832910,The Crossing Guard,16.11.1995 00:00,111,6.3,11262,1995,0,-0.907454444,-90
68000000,35324232,Money Train,22.11.1995 00:00,110,5.6,34091,1995,0,-0.480526,-50
33000000,8169363,Nick of Time,22.11.1995 00:00,90,6.3,34436,1995,0,-0.752443545,-80
20000000,17518220,Home for the Holidays,3.11.1995 00:00,103,6.6,9567,1995,0,-0.124089,-10
40000000,14942422,Kiss of Death,21.04.1995 00:00,101,5.9,14977,1995,0,-0.62643945,-60
6000000,11797927,Tales from the Hood,24.05.1995 00:00,98,6.2,5082,1995,1,0.966321167,100
17000000,7603766,Losing Isaiah,17.03.1995 00:00,111,6.4,4713,1995,0,-0.552719647,-60
21000000,23450000,Boys on the Side,3.02.1995 00:00,115,6.4,10182,1995,1,0.116666667,10
32000000,8247627,Tall Tale,24.03.1995 00:00,98,5.9,2814,1995,0,-0.742261656,-70
15000000,6014340,The Walking Dead,24.02.1995 00:00,88,4.8,652,1995,0,-0.599044,-60
25000,10246600,The Brothers McMullen,9.08.1995 00:00,98,6.6,6598,1995,1,408.864,40890
50000000,11534477,Fair Game,3.11.1995 00:00,91,4.1,10655,1995,0,-0.76931046,-80
250000,1977544,The Incredibly True Adventure of Two Girls in Love,16.06.1995 00:00,94,6.5,3759,1995,1,6.910176,690
7000000,3760515,White Man's Burden,1.12.1995 00:00,89,5.2,4197,1995,0,-0.462783571,-50
15000000,3987649,Fluke,2.06.1995 00:00,96,6.7,5577,1995,0,-0.734156733,-70
19000000,4100000,Restoration,2.02.1996 00:00,117,6.7,7894,1995,0,-0.784210526,-80
2000000,1275999,Blue in the Face,13.10.1995 00:00,83,6.7,8035,1995,0,-0.3620005,-40
10000000,6607652,The Hunted,24.02.1995 00:00,100,5.9,3978,1995,0,-0.3392348,-30
10500000,26325256,Houseguest,6.01.1995 00:00,113,5.9,4716,1995,1,1.507167238,150
15000000,12201255,Hideaway,3.03.1995 00:00,106,5.3,5398,1995,0,-0.186583,-20
28000000,3983912,La piedra y el pingüino,12.04.1995 00:00,74,5.6,3607,1995,0,-0.857717429,-90
6400000,6849998,Never Talk to Strangers,20.10.1995 00:00,86,5.1,5483,1995,1,0.070312188,10
8000000,2763020,Dr. Jekyll and Ms. Hyde,25.08.1995 00:00,100,4.4,2379,1995,0,-0.6546225,-70
14000000,2474000,Jefferson in Paris,31.03.1995 00:00,139,5.7,2535,1995,0,-0.823285714,-80
5000000,3565508,New Jersey Drive,19.04.1995 00:00,98,6.7,2341,1995,0,-0.2868984,-30
4000000,258195,An Awfully Big Adventure,21.07.1995 00:00,112,6,2273,1995,0,-0.93545125,-90
150000,472370,Party Girl,9.06.1995 00:00,94,6.6,3784,1995,1,2.149133333,210
23000000,5750110,Beyond Rangoon,25.08.1995 00:00,100,6.6,4306,1995,0,-0.749995217,-70
3000000,294991,Rumpelstiltskin,24.11.1995 00:00,87,4.4,1935,1995,0,-0.901669667,-90
6500000,536023,The Underneath,28.04.1995 00:00,99,6.2,2718,1995,0,-0.917534923,-90
11000000,2832826,The Perez Family,12.05.1995 00:00,100,6.1,1847,1995,0,-0.742470364,-70
6000000,5093707,Top Dog,28.04.1995 00:00,86,4.1,2629,1995,0,-0.151048833,-20
2000000,1204430,Mute Witness,15.09.1995 00:00,95,6.8,4634,1995,0,-0.397785,-40
8000000,493007,The Grass Harp,11.10.1996 00:00,107,7.2,3093,1995,0,-0.938374125,-90
22000000,12100000,Roommates,3.03.1995 00:00,108,6.4,1509,1995,0,-0.45,-50
150000,474047,The White Balloon,27.11.1995 00:00,85,7.8,5258,1995,1,2.160313333,220
10000000,44757,The Fantasticks,1995,86,5.8,1008,1995,0,-0.9955243,-100
92000000,241721524,Twister,10.05.1996 00:00,113,6.3,152463,1996,1,1.62740787,160
3500000,16501785,Trainspotting,9.08.1996 00:00,94,8.2,530849,1996,1,3.714795714,370
7000000,24611975,Fargo,5.04.1996 00:00,98,8.1,500735,1996,1,2.515996429,250
14000000,103046663,Scream,20.12.1996 00:00,111,7.2,238628,1996,1,6.360475929,640
19000000,25753840,From Dusk Till Dawn,19.01.1996 00:00,108,7.3,236890,1996,1,0.355465263,40
75000000,306169255,Independence Day,3.07.1996 00:00,145,7,461225,1996,1,3.082256733,310
14500000,46351345,Romeo + Juliet,1.11.1996 00:00,120,6.8,180239,1996,1,2.196644483,220
36000000,33084249,Matilda,2.08.1996 00:00,98,6.8,98249,1996,0,-0.080993083,-10
12000000,38624000,Happy Gilmore,16.02.1996 00:00,92,7,166846,1996,1,2.218666667,220
3000000,4109095,Kama Sutra: A Tale of Love,28.02.1997 00:00,117,6,8807,1996,1,0.369698333,40
44000000,49100000,Sleepers,18.10.1996 00:00,147,7.6,163662,1996,1,0.115909091,10
27000000,78651430,The English Patient,6.12.1996 00:00,162,7.4,152610,1996,1,1.913015926,190
50000000,153952592,Jerry Maguire,13.12.1996 00:00,139,7.3,204244,1996,1,2.07905184,210
15000000,24881000,The Craft,3.05.1996 00:00,101,6.3,62195,1996,1,0.658733333,70
80000000,180981856,Mission: Impossible,22.05.1996 00:00,110,7.1,323291,1996,1,1.2622732,130
30000000,56116183,Primal Fear,3.04.1996 00:00,129,7.7,144847,1996,1,0.870539433,90
80000000,90463534,Space Jam,15.11.1996 00:00,88,6.3,124368,1996,1,0.130794175,10
75000000,134069511,The Rock,7.06.1996 00:00,136,7.4,274324,1996,1,0.78759348,80
40000000,108766007,A Time to Kill,24.07.1996 00:00,149,7.4,108790,1996,1,1.719150175,170
70000000,37771017,Mars Attacks!,13.12.1996 00:00,106,6.3,183327,1996,0,-0.460414043,-50
4000000,16675000,Hellraiser: Bloodline,8.03.1996 00:00,85,5.1,15579,1996,1,3.16875,320
36000000,20191312,The People vs. Larry Flynt,10.01.1997 00:00,129,7.3,76047,1996,0,-0.439130222,-40
31000000,124060553,The Birdcage,8.03.1996 00:00,117,7,66577,1996,1,3.001953323,300
40000000,27663982,The Island of Dr. Moreau,23.08.1996 00:00,96,4.4,27551,1996,0,-0.30840045,-30
100000000,100138851,The Hunchback of Notre Dame,21.06.1996 00:00,91,6.9,113772,1996,1,0.00138851,0
25000000,7340103,The Crucible,27.11.1996 00:00,124,6.8,30726,1996,0,-0.70639588,-70
26000000,25809813,That Thing You Do!,4.10.1996 00:00,108,6.9,53448,1996,0,-0.007314885,0
890000,24475416,Sling Blade,14.03.1997 00:00,135,8,76760,1996,1,26.50046742,2650
45000000,92001027,First Contact,22.11.1996 00:00,111,7.6,103044,1996,1,1.044467267,100
9000000,2038450,Crash: Extraños placeres,21.03.1997 00:00,100,6.4,44693,1996,0,-0.773505556,-80
55000000,56569216,Executive Decision,15.03.1996 00:00,133,6.4,43393,1996,1,0.0285312,0
45000000,53854588,Tin Cup,16.08.1996 00:00,135,6.3,40040,1996,1,0.196768622,20
7000000,560069,Bottle Rocket,21.02.1996 00:00,91,7.1,58644,1996,0,-0.919990143,-90
15000000,26757000,Bio-Dome,12.01.1996 00:00,88,4.4,22728,1996,1,0.7838,80
75000000,136189294,101 Dalmatians,27.11.1996 00:00,103,5.7,81872,1996,1,0.815857253,80
3800000,20109115,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,12.01.1996 00:00,89,6.6,40789,1996,1,4.291872368,430
27000000,24944213,Kingpin,26.07.1996 00:00,113,6.9,67115,1996,0,-0.076140259,-10
38000000,28934758,James and the Giant Peach,12.04.1996 00:00,79,6.7,52633,1996,0,-0.238559,-20
4500000,3798532,Bound,4.10.1996 00:00,108,7.4,43599,1996,0,-0.155881778,-20
40000000,33109743,Striptease,28.06.1996 00:00,115,4.3,36876,1996,0,-0.172256425,-20
26000000,105489203,The First Wives Club,20.09.1996 00:00,103,6.2,34686,1996,1,3.057277038,310
8500000,15171475,Thinner,25.10.1996 00:00,93,5.7,22170,1996,1,0.784879412,80
57000000,51367375,DragonHeart,31.05.1996 00:00,103,6.4,82032,1996,0,-0.098817982,-10
54000000,128814019,The Nutty Professor,28.06.1996 00:00,95,5.6,92803,1996,1,1.385444796,140
200000,4505922,Swingers,11.04.1997 00:00,96,7.3,67289,1996,1,21.52961,2150
47000000,60240295,The Cable Guy,14.06.1996 00:00,96,6.1,130570,1996,1,0.281708404,30
18000000,4414535,Hamlet,25.12.1996 00:00,242,7.8,32078,1996,0,-0.754748056,-80
30000000,16759216,Muertos de miedo,19.07.1996 00:00,110,7.1,71729,1996,0,-0.441359467,-40
10000000,4573330,Stealing Beauty,14.06.1996 00:00,118,6.6,21747,1996,0,-0.542667,-50
6000000,22201883,Emma,30.08.1996 00:00,120,6.7,29972,1996,1,2.700313833,270
50000000,25477365,Escape from L.A.,9.08.1996 00:00,101,5.7,58556,1996,0,-0.4904527,-50
65000000,33328051,The Long Kiss Goodnight,11.10.1996 00:00,121,6.7,63699,1996,0,-0.487260754,-50
45000000,58620973,Jack,9.08.1996 00:00,113,5.8,49346,1996,1,0.302688289,30
100000000,101295562,Eraser,21.06.1996 00:00,115,6.1,90008,1996,1,0.01295562,0
50000000,70770147,Broken Arrow,9.02.1996 00:00,108,6,81083,1996,1,0.41540294,40
45000000,20100000,Multiplicity,17.07.1996 00:00,117,6,26196,1996,0,-0.553333333,-60
9000000,36049108,Set It Off,6.11.1996 00:00,123,6.8,11203,1996,1,3.005456444,300
25000000,14048372,The Arrival,31.05.1996 00:00,115,6.3,27641,1996,0,-0.43806512,-40
55000000,38619405,Garras,11.10.1996 00:00,110,6.8,49044,1996,0,-0.297829,-30
4100000,11881039,Big Night,20.09.1996 00:00,109,7.3,13983,1996,1,1.89781439,190
60000000,60573641,Jingle All the Way,22.11.1996 00:00,89,5.5,74318,1996,1,0.009560683,0
31000000,25785603,Down Periscope,1.03.1996 00:00,92,6,18045,1996,0,-0.168206355,-20
