,budget,gross,name,released,runtime,score,votes,year,isprofit,profitability_ratio,profitability_ratio_bucket,id,imdb_id,original_title,popularity,title,year_released
2999,5000000,376512,Piranha 3DD,11.05.2012 00:00,83,3.8,34111,2012,0,-0.9246976,-90,71668,tt1714203,Piranha 3DD,5.615205,Piranha 3DD,2012
3000,12000000,70012847,Act of Valor,24.02.2012 00:00,110,6.5,60703,2012,1,4.834403917,480,75674,tt1591479,Act of Valor,12.159818,Act of Valor,2012
3001,2500000,1163508,The Lords of Salem,18.04.2013 00:00,101,5.1,22611,2012,0,-0.5345968,-50,104755,tt1731697,The Lords of Salem,9.981121,The Lords of Salem,2013
3002,12500000,692640,The Paperboy,6.09.2013 00:00,107,5.8,30992,2012,0,-0.9445888,-90,82390,tt1496422,The Paperboy,5.526878,The Paperboy,2013
3003,8900000,6739492,Amour,20.09.2012 00:00,127,7.9,77023,2012,0,-0.242753708,-20,86837,tt1602620,Amour,7.663947,Amour,2012
3004,14000000,49130154,The Possession,31.08.2012 00:00,92,5.9,50230,2012,1,2.509296714,250,77883,tt0431021,The Possession,7.286477,The Possession,2012
3005,145000000,216391482,Madagascar 3: Europe's Most Wanted,8.06.2012 00:00,100,6.9,130435,2012,1,0.492355048,50,80321,tt1277953,Madagascar 3: Europe's Most Wanted,13.829042,Madagascar 3: Europe's Most Wanted,2012
3006,68000000,35353000,The Watch,27.07.2012 00:00,102,5.7,109650,2012,0,-0.480102941,-50,80035,tt1298649,The Watch,13.276971,The Watch,2012
3007,12000000,91547205,Think Like a Man,20.04.2012 00:00,100,6.6,36989,2012,1,6.62893375,660,67660,tt1621045,Think Like a Man,5.264551,Think Like a Man,2012
3008,95000000,86907746,The Campaign,10.08.2012 00:00,85,6.1,112145,2012,0,-0.085181621,-10,77953,tt1790886,The Campaign,7.581463,The Campaign,2012
3009,16000000,12412386,People Like Us,29.06.2012 00:00,100,7.1,36565,2012,0,-0.224225875,-20,98548,tt1716777,People Like Us,14.906621,People Like Us,2012
3010,750000,4010957,Safety Not Guaranteed,18.10.2012 00:00,100,7,106586,2012,1,4.347942667,430,84332,tt1862079,Safety Not Guaranteed,7.067494,Safety Not Guaranteed,2012
3011,2500000,2760,About Cherry,9.08.2012 00:00,98,4.8,8592,2012,0,-0.998896,-100,94901,tt1945062,About Cherry,5.46567,About Cherry,2012
3012,33000000,35074677,Step Up Revolution,27.07.2012 00:00,99,6.5,48309,2012,1,0.062869,10,85446,tt1800741,Step Up Revolution,7.859968,Step Up Revolution,2012
3013,10000000,7435950,Disconnect,5.07.2013 00:00,115,7.6,65916,2012,0,-0.256405,-30,127517,tt1433811,Disconnect,12.18812,Disconnect,2013
3014,25000000,51853450,The Odd Life of Timothy Green,15.08.2012 00:00,105,6.6,40006,2012,1,1.074138,110,71864,tt1462769,The Odd Life of Timothy Green,5.426921,The Odd Life of Timothy Green,2012
3015,270000,318622,Compliance,26.09.2012 00:00,90,6.4,26600,2012,1,0.180081481,20,84188,tt1971352,Compliance,7.563444,Compliance,2012
3016,12000000,7918283,Arbitrage,14.09.2012 00:00,107,6.6,44196,2012,0,-0.340143083,-30,60599,tt1764183,Arbitrage,5.808496,Arbitrage,2012
3017,60000000,102118,Upside Down,1.05.2013 00:00,109,6.4,62401,2012,0,-0.998298033,-100,58244,tt1374992,Upside Down,7.37535,Upside Down,2013
3018,35000000,20275446,Premium Rush,24.08.2012 00:00,91,6.5,100314,2012,0,-0.420701543,-40,49526,tt1547234,Premium Rush,5.654784,Premium Rush,2012
3019,55000000,9483821,Bullet to the Head,1.02.2013 00:00,92,5.7,41677,2012,0,-0.827566891,-80,70074,tt1308729,Bullet to the Head,8.26008,Bullet to the Head,2013
3020,35000000,25888412,Alex Cross,19.10.2012 00:00,101,5.1,29622,2012,0,-0.260331086,-30,94348,tt1712170,Alex Cross,8.279285,Alex Cross,2012
3021,1000000,6002451,The Sessions,16.11.2012 00:00,95,7.2,38014,2012,1,5.002451,500,113947,tt1866249,The Sessions,5.760319,The Sessions,2012
3022,1000000,18119640,Chernobyl Diaries,25.05.2012 00:00,86,5,55671,2012,1,17.11964,1710,93856,tt1991245,Chernobyl Diaries,6.76513,Chernobyl Diaries,2012
3023,1800000,12795746,Beasts of the Southern Wild,14.02.2013 00:00,93,7.3,73864,2012,1,6.108747778,610,84175,tt2125435,Beasts of the Southern Wild,5.550496,Beasts of the Southern Wild,2013
3024,22000000,49008662,Diary of a Wimpy Kid: Dog Days,3.08.2012 00:00,94,6.3,17568,2012,1,1.227666455,120,82650,tt2023453,Diary of a Wimpy Kid: Dog Days,10.225555,Diary of a Wimpy Kid: Dog Days,2012
3025,12000000,1744,The Samaritan,20.04.2012 00:00,90,5.6,8339,2012,0,-0.999854667,-100,98339,tt1867093,The Samaritan,11.52128,The Samaritan,2012
3026,2000000,5132442,The Company You Keep,26.04.2013 00:00,125,6.4,27858,2012,1,1.566221,160,87496,tt1381404,The Company You Keep,5.367502,The Company You Keep,2013
3027,58000000,49876377,Red Tails,20.01.2012 00:00,100,5.9,30097,2012,0,-0.140062466,-10,72431,tt0485985,Red Tails,7.145835,Red Tails,2012
3028,15000000,3301046,Stand Up Guys,1.02.2013 00:00,100,6.5,47799,2012,0,-0.779930267,-80,121824,tt1389096,Stand Up Guys,5.75637,Stand Up Guys,2013
3029,20000000,6002756,Chasing Mavericks,26.10.2012 00:00,100,7.2,27057,2012,0,-0.6998622,-70,82684,tt1629757,Chasing Mavericks,8.965733,Chasing Mavericks,2012
3030,2500000,3325638,Robot & Frank,19.09.2012 00:00,89,7.1,55671,2012,1,0.3302552,30,84329,tt1990314,Robot & Frank,9.291494,Robot & Frank,2012
3031,40000000,20113965,Big Miracle,3.02.2012 00:00,107,6.5,16132,2012,0,-0.497150875,-50,78698,tt1430615,Big Miracle,6.159379,Big Miracle,2012
3032,2900000,72140,No One Lives,10.05.2013 00:00,86,6,14844,2012,0,-0.975124138,-100,123109,tt1763264,No One Lives,7.202832,No One Lives,2013
3033,14000000,9402410,Fun Size,26.10.2012 00:00,86,5.4,12027,2012,0,-0.328399286,-30,82679,tt1663143,Fun Size,6.891823,Fun Size,2012
3034,5000000,53921300,Paranormal Activity 4,19.10.2012 00:00,88,4.6,54344,2012,1,9.78426,980,82990,tt2109184,Paranormal Activity 4,6.188286,Paranormal Activity 4,2012
3035,750000,53261944,The Devil Inside,6.01.2012 00:00,83,4.2,31857,2012,1,70.01592533,7000,76487,tt1560985,The Devil Inside,5.747675,The Devil Inside,2012
3036,6000000,1065000,What Maisie Knew,3.05.2013 00:00,93,7.5,23509,2012,0,-0.8225,-80,127373,tt1932767,What Maisie Knew,8.535611,What Maisie Knew,2013
3037,850000,1243961,"For a Good Time, Call...",2.11.2012 00:00,88,6,14242,2012,1,0.463483529,50,84200,tt1996264,"For a Good Time, Call...",10.378756,"For a Good Time, Call...",2012
3038,40000000,37134215,The Guilt Trip,19.12.2012 00:00,95,5.8,32039,2012,0,-0.071644625,-10,82687,tt1694020,The Guilt Trip,7.479014,The Guilt Trip,2012
3039,11500000,5460,Universal Soldier: Day of Reckoning,25.10.2012 00:00,114,5,17118,2012,0,-0.999525217,-100,122857,tt1659343,Universal Soldier: Day of Reckoning,12.887287,Universal Soldier: Day of Reckoning,2012
3040,40000000,18438149,A Thousand Words,9.03.2012 00:00,91,5.9,33384,2012,0,-0.539046275,-50,72358,tt0763831,A Thousand Words,5.446745,A Thousand Words,2012
3041,25000000,30920167,Joyful Noise,13.01.2012 00:00,100,5.7,7044,2012,1,0.23680668,20,63574,tt1710396,Joyful Noise,3.448826,Joyful Noise,2012
3042,500000,375981,Smashed,14.12.2012 00:00,81,6.8,14537,2012,0,-0.248038,-20,84341,tt2063781,Smashed,4.893812,Smashed,2012
3043,17000000,4930798,The Apparition,24.08.2012 00:00,83,4.1,17172,2012,0,-0.709953059,-70,79694,tt1433822,The Apparition,7.683008,The Apparition,2012
3044,26350000,20998,Lay the Favorite,22.06.2012 00:00,94,4.8,9388,2012,0,-0.999203112,-100,84305,tt1132449,Lay the Favorite,5.153138,Lay the Favorite,2012
3045,20000000,65653242,Madea's Witness Protection,29.06.2012 00:00,100,4.9,7957,2012,1,2.2826621,229,103370,tt2215285,Madea's Witness Protection,7.021866,Madea's Witness Protection,2012
3046,3000000,2034,ATM,2.03.2012 00:00,90,4.7,20140,2012,0,-0.999322,-100,89691,tt1603257,ATM,8.950643,ATM,2012
3047,20000000,607327,Not Fade Away,19.07.2013 00:00,100,6,3860,2012,0,-0.96963365,-100,128270,tt1230215,Not Fade Away,2.688548,Not Fade Away,2013
3048,3000000,200803,Tim and Eric's Billion Dollar Movie,27.01.2012 00:00,93,5.3,8478,2012,0,-0.933065667,-90,79940,tt1855401,Tim and Eric's Billion Dollar Movie,1.870115,Tim and Eric's Billion Dollar Movie,2012
3049,100000000,116900694,The Wolf of Wall Street,25.12.2013 00:00,180,8.2,895552,2013,1,0.16900694,20,106646,tt0993846,The Wolf of Wall Street,16.382422,The Wolf of Wall Street,2013
3050,20000000,137400141,The Conjuring,19.07.2013 00:00,112,7.5,342870,2013,1,5.87000705,590,138843,tt1457767,The Conjuring,14.90169,The Conjuring,2013
3051,46000000,61002302,Prisoners,20.09.2013 00:00,153,8.1,449489,2013,1,0.326137,30,146233,tt1392214,Prisoners,11.96262,Prisoners,2013
3052,75000000,117723989,Now You See Me,31.05.2013 00:00,115,7.3,505432,2013,1,0.569653187,60,75656,tt1670345,Now You See Me,17.852022,Now You See Me,2013
3053,23000000,25568251,Her,10.01.2014 00:00,126,8,404796,2013,1,0.111663087,10,152601,tt1798709,Her,13.829515,Her,2014
3054,225000000,291045518,Man of Steel,14.06.2013 00:00,143,7.1,590734,2013,1,0.293535636,30,49521,tt0770828,Man of Steel,18.538834,Man of Steel,2013
3055,37000000,150394119,We're the Millers,7.08.2013 00:00,110,7,342500,2013,1,3.064705919,310,138832,tt1723121,We're the Millers,18.474368,We're the Millers,2013
3056,190000000,101802906,Pacific Rim,12.07.2013 00:00,131,7,407588,2013,0,-0.464195232,-50,68726,tt1663662,Pacific Rim,33.949359,Pacific Rim,2013
3057,130000000,424668047,The Hunger Games: Catching Fire,22.11.2013 00:00,146,7.6,535963,2013,1,2.266677285,229,101299,tt1951264,The Hunger Games: Catching Fire,25.309139,The Hunger Games: Catching Fire,2013
3058,40000000,150117807,American Hustle,20.12.2013 00:00,138,7.3,386428,2013,1,2.752945175,280,168672,tt1800241,American Hustle,16.478036,American Hustle,2013
3059,20000000,56671993,12 Years a Slave,8.11.2013 00:00,134,8.1,503763,2013,1,1.83359965,180,76203,tt2024544,12 Years a Slave,30.316249,12 Years a Slave,2013
3060,190000000,228778661,Star Trek Into Darkness,16.05.2013 00:00,132,7.8,423966,2013,1,0.204098216,20,54138,tt1408101,Star Trek Into Darkness,15.78129,Star Trek Into Darkness,2013
3061,200000000,409013994,Iron Man 3,3.05.2013 00:00,130,7.2,605330,2013,1,1.04506997,100,68721,tt1300854,Iron Man 3,23.721243,Iron Man 3,2013
3062,70000000,98925640,Olympus Has Fallen,22.03.2013 00:00,119,6.5,218879,2013,1,0.413223429,40,117263,tt2302755,Olympus Has Fallen,10.978188,Olympus Has Fallen,2013
3063,5000000,27298285,Dallas Buyers Club,22.11.2013 00:00,117,8,362192,2013,1,4.459657,450,152532,tt0790636,Dallas Buyers Club,14.785719,Dallas Buyers Club,2013
3064,12000000,15322921,About Time,8.11.2013 00:00,123,7.8,228554,2013,1,0.276910083,30,122906,tt2194499,About Time,11.213913,About Time,2013
3065,190000000,202359711,World War Z,21.06.2013 00:00,116,7,507319,2013,1,0.065051111,10,72190,tt0816711,World War Z,26.114917,World War Z,2013
3066,60000000,46000903,Gangster Squad,11.01.2013 00:00,113,6.7,184266,2013,0,-0.233318283,-20,82682,tt1321870,Gangster Squad,8.581558,Gangster Squad,2013
3067,40000000,125095601,Lone Survivor,10.01.2014 00:00,121,7.5,224829,2013,1,2.127390025,210,193756,tt1091191,Lone Survivor,10.855502,Lone Survivor,2014
3068,170000000,206362140,Thor: The Dark World,8.11.2013 00:00,112,7,456007,2013,1,0.213894941,20,76338,tt1981115,Thor: The Dark World,34.905447,Thor: The Dark World,2013
3069,32000000,101470202,This Is the End,12.06.2013 00:00,107,6.6,334845,2013,1,2.170943813,220,109414,tt1245492,This Is the End,11.414048,This Is the End,2013
3070,160000000,238679850,Fast & Furious 6,24.05.2013 00:00,130,7.1,324918,2013,1,0.491749063,50,82992,tt1905041,Fast & Furious 6,1.657637,Fast & Furious 6,2013
3071,80000000,133668525,Grown Ups 2,12.07.2013 00:00,101,5.4,117428,2013,1,0.670856563,70,109418,tt2191701,Grown Ups 2,9.411725,Grown Ups 2,2013
3072,28000000,28795985,Kick-Ass 2,16.08.2013 00:00,103,6.6,219877,2013,1,0.028428036,0,59859,tt1650554,Kick-Ass 2,13.570264,Kick-Ass 2,2013
3073,225000000,258366855,The Hobbit: The Desolation of Smaug,13.12.2013 00:00,161,7.9,524571,2013,1,0.148297133,10,57158,tt1170358,The Hobbit: The Desolation of Smaug,20.644776,The Hobbit: The Desolation of Smaug,2013
3074,17000000,54239856,Evil Dead,5.04.2013 00:00,91,6.5,135944,2013,1,2.190579765,220,109428,tt1288558,Evil Dead,12.01525,Evil Dead,2013
3075,115000000,93050117,Elysium,9.08.2013 00:00,109,6.6,366674,2013,0,-0.190868548,-20,68724,tt1535108,Elysium,15.232738,Elysium,2013
3076,20000000,26004851,The World's End,23.08.2013 00:00,109,7,207634,2013,1,0.30024255,30,107985,tt1213663,The World's End,9.830382,The World's End,2013
3077,76000000,368061265,Despicable Me 2,3.07.2013 00:00,98,7.4,314045,2013,1,3.842911382,380,93456,tt1690953,Despicable Me 2,24.82355,Despicable Me 2,2013
3078,3000000,24477704,Don Jon,27.09.2013 00:00,90,6.6,203473,2013,1,7.159234667,720,138697,tt2229499,Don Jon,10.948605,Don Jon,2013
3079,60000000,31165421,The Mortal Instruments: City of Bones,21.08.2013 00:00,130,5.9,114481,2013,0,-0.480576317,-50,123553,tt1538403,The Mortal Instruments: City of Bones,14.336187,The Mortal Instruments: City of Bones,2013
3080,28000000,71349120,Safe Haven,14.02.2013 00:00,115,6.7,87269,2013,1,1.548182857,150,112949,tt1702439,Safe Haven,7.598422,Safe Haven,2013
3081,130000000,122523060,G.I. Joe: Retaliation,28.03.2013 00:00,110,5.8,154740,2013,0,-0.057514923,-10,72559,tt1583421,G.I. Joe: Retaliation,10.560608,G.I. Joe: Retaliation,2013
3082,6000000,8828771,Movie 43,25.01.2013 00:00,94,4.3,85609,2013,1,0.471461833,50,87818,tt1333125,Movie 43,10.895427,Movie 43,2013
3083,50000000,25132228,Escape Plan,18.10.2013 00:00,115,6.7,192466,2013,0,-0.49735544,-50,107846,tt1211956,Escape Plan,14.191611,Escape Plan,2013
3084,110000000,61737191,Ender's Game,1.11.2013 00:00,114,6.7,197592,2013,0,-0.438752809,-40,80274,tt1731141,Ender's Game,12.500305,Ender's Game,2013
3085,22000000,11326836,Out of the Furnace,6.12.2013 00:00,116,6.8,90855,2013,0,-0.485143818,-50,164457,tt1206543,Out of the Furnace,6.760321,Out of the Furnace,2013
3086,5000000,27695246,Oculus,11.04.2014 00:00,104,6.5,95687,2013,1,4.5390492,450,157547,tt2388715,Oculus,8.698043,Oculus,2014
3087,26000000,49875291,Pain & Gain,26.04.2013 00:00,129,6.5,172482,2013,1,0.918280423,90,134374,tt1980209,Pain & Gain,9.218002,Pain & Gain,2013
3088,12000000,1702277,Stoker,5.04.2013 00:00,99,6.8,90922,2013,0,-0.858143583,-90,86825,tt1682180,Stoker,7.222816,Stoker,2013
3089,135000000,187168425,The Croods,22.03.2013 00:00,98,7.2,163313,2013,1,0.386432778,40,49519,tt0481499,The Croods,14.757874,The Croods,2013
3090,45000000,12050299,The Last Stand,18.01.2013 00:00,107,6.4,120452,2013,0,-0.732215578,-70,76640,tt1549920,The Last Stand,10.691321,The Last Stand,2013
3091,50000,68877,Coherence,6.08.2014 00:00,89,7.2,71677,2013,1,0.37754,40,220289,tt2866360,Coherence,6.851243,Coherence,2014
3092,120000000,132556852,The Wolverine,26.07.2013 00:00,126,6.7,364907,2013,1,0.104640433,10,76170,tt1430132,The Wolverine,3.918287,The Wolverine,2013
3093,35000000,66380662,Warm Bodies,1.02.2013 00:00,98,6.9,196631,2013,1,0.896590343,90,82654,tt1588173,Warm Bodies,10.430238,Warm Bodies,2013
3094,20000000,34341945,Texas Chainsaw 3D,4.01.2013 00:00,92,4.8,38083,2013,1,0.71709725,70,76617,tt1572315,Texas Chainsaw 3D,7.214828,Texas Chainsaw 3D,2013
3095,55000000,107100855,Captain Phillips,11.10.2013 00:00,134,7.8,354410,2013,1,0.947288273,90,109424,tt1535109,Captain Phillips,13.776068,Captain Phillips,2013
3096,2500000,6851969,The Spectacular Now,13.09.2013 00:00,95,7.1,119642,2013,1,1.7407876,170,157386,tt1714206,The Spectacular Now,8.098964,The Spectacular Now,2013
3097,103000000,112200072,The Hangover Part III,23.05.2013 00:00,100,5.9,245488,2013,1,0.089321087,10,109439,tt1951261,The Hangover Part III,25.085639,The Hangover Part III,2013
3098,58000000,44672764,The Internship,7.06.2013 00:00,119,6.3,169189,2013,0,-0.229779931,-20,116741,tt2234155,The Internship,0.393865,The Internship,2013
3099,16000000,317125,Adore,25.10.2013 00:00,100,6.2,26214,2013,0,-0.980179688,-100,111190,tt2103267,Adore,12.260159,Adore,2013
3100,200000000,268492764,Monsters University,21.06.2013 00:00,104,7.3,258992,2013,1,0.34246382,30,62211,tt1453405,Monsters University,16.267502,Monsters University,2013
3101,150000000,73103784,White House Down,28.06.2013 00:00,131,6.4,176922,2013,0,-0.51264144,-50,117251,tt2334879,White House Down,9.920223,White House Down,2013
3102,11000000,3452117,What If,15.08.2014 00:00,98,6.8,57422,2013,0,-0.686171182,-70,212716,tt1486834,What If,10.841891,What If,2014
3103,5000000,83586447,Insidious: Chapter 2,13.09.2013 00:00,106,6.6,123320,2013,1,15.7172894,1570,91586,tt2226417,Insidious: Chapter 2,9.040324,Insidious: Chapter 2,2013
3104,90000000,68559554,Percy Jackson: Sea of Monsters,7.08.2013 00:00,106,5.9,93908,2013,0,-0.238227178,-20,76285,tt1854564,Percy Jackson: Sea of Monsters,10.338222,Percy Jackson: Sea of Monsters,2013
3105,84000000,53262560,RED 2,19.07.2013 00:00,116,6.7,136471,2013,0,-0.365921905,-40,146216,tt1821694,RED 2,11.04233,RED 2,2013
3106,8000000,16170632,Begin Again,11.07.2014 00:00,104,7.4,115851,2013,1,1.021329,100,198277,tt1980929,Begin Again,10.289628,Begin Again,2014
3107,38000000,42025135,Riddick,6.09.2013 00:00,119,6.4,134609,2013,1,0.105924605,10,87421,tt1411250,Riddick,9.596377,Riddick,2013
3108,5000000,34321,Filth,24.04.2014 00:00,97,7.1,84261,2013,0,-0.9931358,-100,85889,tt1450321,Filth,14.970485,Filth,2014
3109,40000000,95001343,42,12.04.2013 00:00,128,7.5,71006,2013,1,1.375033575,140,109410,tt0453562,42,11.637224,42,2013
3110,92000000,67349198,A Good Day to Die Hard,14.02.2013 00:00,98,5.3,175817,2013,0,-0.2679435,-30,47964,tt1606378,A Good Day to Die Hard,12.471865,A Good Day to Die Hard,2013
3111,130000000,60522097,After Earth,31.05.2013 00:00,100,4.9,169422,2013,0,-0.534445408,-50,82700,tt1815862,After Earth,10.747642,After Earth,2013
3112,5000000,21501098,The Way Way Back,26.07.2013 00:00,103,7.4,124197,2013,1,3.3002196,330,147773,tt1727388,The Way Way Back,10.342737,The Way Way Back,2013
3113,18000000,33405481,Blue Jasmine,23.08.2013 00:00,98,7.3,164208,2013,1,0.855860056,90,160588,tt2334873,Blue Jasmine,12.61244,Blue Jasmine,2013
3114,22000000,19783777,Homefront,27.11.2013 00:00,100,6.5,90430,2013,0,-0.100737409,-10,204082,tt2312718,Homefront,9.896704,Homefront,2013
3115,25000000,37738503,August: Osage County,10.01.2014 00:00,121,7.2,73438,2013,1,0.50954012,50,152737,tt1322269,August: Osage County,6.954296,August: Osage County,2014
3116,195000000,65187603,Jack the Giant Slayer,1.03.2013 00:00,114,6.3,113861,2013,0,-0.6657046,-70,81005,tt1351685,Jack the Giant Slayer,11.606061,Jack the Giant Slayer,2013
3117,130000000,33618855,R.I.P.D.,19.07.2013 00:00,100,5.6,99230,2013,0,-0.741393423,-70,49524,tt0790736,R.I.P.D.,9.369679,R.I.P.D.,2013
3118,13000000,25682380,21 & Over,1.03.2013 00:00,93,5.9,64737,2013,1,0.975567692,100,107811,tt1711425,21 & Over,11.29356,21 & Over,2013
3119,30000000,10880926,Dead Man Down,8.03.2013 00:00,118,6.5,57854,2013,0,-0.637302467,-60,102362,tt2101341,Dead Man Down,7.150388,Dead Man Down,2013
3120,11000000,13235319,Inside Llewyn Davis,10.01.2014 00:00,104,7.5,109079,2013,1,0.203210818,20,86829,tt2042568,Inside Llewyn Davis,10.838063,Inside Llewyn Davis,2014
3121,20000000,8008161,Machete Kills,11.10.2013 00:00,107,5.6,64085,2013,0,-0.59959195,-60,106747,tt2002718,Machete Kills,9.251084,Machete Kills,2013
3122,35000000,83301580,Saving Mr. Banks,20.12.2013 00:00,125,7.5,128240,2013,1,1.380045143,140,140823,tt2140373,Saving Mr. Banks,15.130888,Saving Mr. Banks,2013
3123,35000000,134506920,Identity Thief,8.02.2013 00:00,111,5.7,105070,2013,1,2.843054857,280,109431,tt2024432,Identity Thief,7.321172,Identity Thief,2013
3124,61000000,75612460,2 Guns,2.08.2013 00:00,109,6.7,168840,2013,1,0.239548525,20,136400,tt1272878,2 Guns,13.336512,2 Guns,2013
3125,12000000,16117443,Jobs,16.08.2013 00:00,128,5.9,83258,2013,1,0.34312025,30,115782,tt2357129,Jobs,14.294019,Jobs,2013
3126,3000000,8114627,Before Midnight,14.06.2013 00:00,109,7.9,108281,2013,1,1.704875667,170,132344,tt2209418,Before Midnight,11.30324,Before Midnight,2013
3127,15000000,42930462,Snitch,22.02.2013 00:00,112,6.5,69553,2013,1,1.8620308,190,134411,tt0882977,Snitch,13.542675,Snitch,2013
3128,10000000,356582,Lovelace,20.09.2013 00:00,93,6.2,33357,2013,0,-0.9643418,-100,77805,tt1426329,Lovelace,6.383512,Lovelace,2013
3129,35000000,21784432,The Big Wedding,26.04.2013 00:00,100,5.6,40708,2013,0,-0.377587657,-40,87567,tt1931435,The Big Wedding,6.651605,The Big Wedding,2013
3130,35000000,17609982,Parker,25.01.2013 00:00,118,6.2,97771,2013,0,-0.496857657,-50,119283,tt1904996,Parker,13.963892,Parker,2013
3131,19000000,21488481,The Book Thief,27.11.2013 00:00,131,7.6,108953,2013,1,0.130972684,10,203833,tt0816442,The Book Thief,16.373622,The Book Thief,2013
3132,50000000,127352707,Anchorman 2: The Legend Continues,18.12.2013 00:00,119,6.3,142452,2013,1,1.54705414,150,109443,tt1229340,Anchorman 2: The Legend Continues,7.600751,Anchorman 2: The Legend Continues,2013
3133,105000000,71017784,The Smurfs 2,31.07.2013 00:00,105,5.4,30631,2013,0,-0.323640152,-30,77931,tt2017020,The Smurfs 2,10.640864,The Smurfs 2,2013
3134,13000000,51872378,The Call,15.03.2013 00:00,100,6.7,95726,2013,1,2.990182923,300,158011,tt1911644,The Call,8.611077,The Call,2013
3135,1066167,258113,Blue Ruin,9.07.2014 00:00,90,7.1,51447,2013,0,-0.757905656,-80,188166,tt2359024,Blue Ruin,11.509412,Blue Ruin,2014
3136,30000000,22525921,The Incredible Burt Wonderstone,15.03.2013 00:00,100,5.9,63722,2013,0,-0.249135967,-20,124459,tt0790628,The Incredible Burt Wonderstone,9.385769,The Incredible Burt Wonderstone,2013
3137,8500000,219438,The Zero Theorem,19.08.2014 00:00,107,6.1,38378,2013,0,-0.974183765,-100,157834,tt2333804,The Zero Theorem,10.990614,The Zero Theorem,2014
3138,28000000,63914167,Last Vegas,1.11.2013 00:00,105,6.6,114125,2013,1,1.282648821,130,137093,tt1204975,Last Vegas,9.157369,Last Vegas,2013
3139,10900000,10726630,Belle,13.06.2014 00:00,100,7.4,23053,2013,0,-0.015905505,0,205601,tt2404181,Belle,13.454169,Belle,2014
3140,20000000,32015787,Scary Movie 5,12.04.2013 00:00,88,3.5,54324,2013,1,0.60078935,60,4258,tt0795461,Scary Movie 5,14.27281,Scary Movie 5,2013
3141,12000000,37707719,Philomena,27.11.2013 00:00,98,7.6,82660,2013,1,2.142309917,210,205220,tt2431286,Philomena,6.927182,Philomena,2013
3142,30000000,19316646,Runner Runner,4.10.2013 00:00,88,5.6,55262,2013,0,-0.3561118,-40,146238,tt2364841,Runner Runner,8.864607,Runner Runner,2013
3143,9000000,6263670,All Is Lost,7.11.2013 00:00,106,6.9,64524,2013,0,-0.304036667,-30,152747,tt2017038,All Is Lost,12.74965,All Is Lost,2013
3144,12000000,17654912,Nebraska,24.01.2014 00:00,115,7.7,97893,2013,1,0.471242667,50,129670,tt1821549,Nebraska,11.160699,Nebraska,2014
3145,50000,444098,Upstream Color,3.01.2014 00:00,96,6.7,25775,2013,1,7.88196,790,145197,tt2084989,Upstream Color,8.003815,Upstream Color,2014
3146,8000000,17536788,Enough Said,11.10.2013 00:00,93,7.1,52358,2013,1,1.1920985,120,209263,tt2390361,Enough Said,6.782909,Enough Said,2013
3147,100000000,107518682,Epic,24.05.2013 00:00,102,6.7,90501,2013,1,0.07518682,10,116711,tt0848537,Epic,11.913405,Epic,2013
3148,26000000,30664106,Delivery Man,22.11.2013 00:00,105,6.4,65081,2013,1,0.179388692,20,146239,tt2387559,Delivery Man,13.548808,Delivery Man,2013
3149,1500000,3447339,The To Do List,26.07.2013 00:00,104,5.8,32105,2013,1,1.298226,130,129139,tt1758795,The To Do List,7.081404,The To Do List,2013
3150,3500000,17411930,Dark Skies,22.02.2013 00:00,97,6.3,61914,2013,1,3.974837143,400,145135,tt2387433,Dark Skies,26.972326,Dark Skies,2013
3151,18000000,13362308,Labor Day,31.01.2014 00:00,111,6.9,35029,2013,0,-0.257649556,-30,130150,tt1967545,Labor Day,6.108646,Labor Day,2014
3152,20000000,34956,Redemption,23.08.2013 00:00,100,6.2,56365,2013,0,-0.9982522,-100,218974,tt3123116,Redemption,0.090273,Redemption,2013
3153,78000000,119793567,Cloudy with a Chance of Meatballs 2,27.09.2013 00:00,95,6.4,71615,2013,1,0.535814962,50,109451,tt1985966,Cloudy with a Chance of Meatballs 2,14.412061,Cloudy with a Chance of Meatballs 2,2013
3154,250000,49494,The Canyons,2.08.2013 00:00,99,3.9,9126,2013,0,-0.802024,-80,109729,tt2292959,The Canyons,4.281631,The Canyons,2013
3155,28000000,3254172,The Fifth Estate,18.10.2013 00:00,128,6.2,32623,2013,0,-0.883779571,-90,162903,tt1837703,The Fifth Estate,10.850442,The Fifth Estate,2013
3156,35000000,19701164,Broken City,18.01.2013 00:00,109,6.2,67526,2013,0,-0.4371096,-40,98357,tt1235522,Broken City,12.136158,Broken City,2013
3157,900000,16097842,Fruitvale Station,26.07.2013 00:00,85,7.5,59913,2013,1,16.88649111,1689,157354,tt2334649,Fruitvale Station,13.305596,Fruitvale Station,2013
3158,40000000,29807260,Grudge Match,25.12.2013 00:00,113,6.4,50116,2013,0,-0.2548185,-30,64807,tt1661382,Grudge Match,11.655588,Grudge Match,2013
3159,15000000,331634,Diana,20.12.2013 00:00,113,5.5,16386,2013,0,-0.977891067,-100,118289,tt1758595,Diana,5.348746,Diana,2013
3160,135000000,83028128,Turbo,17.07.2013 00:00,96,6.5,67648,2013,0,-0.38497683,-40,77950,tt1860353,Turbo,8.979753,Turbo,2013
3161,2500000,40041683,A Haunted House,11.01.2013 00:00,86,5.1,37158,2013,1,15.0166732,1500,139038,tt2243537,A Haunted House,6.531373,A Haunted House,2013
